"","activated.CD4..T.cell","activated.CD8..T.cell","resting.CD4..T.cell","resting.CD8..T.cell","unassigned.activated.T.cell","unassigned.resting.T.cell"
"MARK4",0.0766235450048511,0.0999885673416591,0.0748639316573136,0.0806319699649922,0.0407287242339919,0.068663283511325
"PROM1",0.000477169134169529,0,0,0,0,0
"CCDC124",0.758618047363638,1.12220462170675,0.350931554076554,0.450772519697223,0.251155019797116,0.145406248333218
"CEACAM21",0.0647730773433726,0.0689431083246678,0.0894343163477427,0.140836038784674,0.0320206784805763,0.0742597880664173
"PAFAH1B1",0.401732442760029,0.455703315238527,0.387266709279085,0.466910687803525,0.314468911480045,0.378773377822326
"DNAH9",0.000458673939714118,0,0.0011461495280802,0,0.0113608922984792,0
"KIAA0100",0.124562772491684,0.15845417400275,0.092366625951684,0.063919044377511,0.0432458247504406,0.0698384186169049
"GAS7",0.000376445815918293,0.00809754935339038,0,0.00997740622849492,0,0
"TRAPPC6A",0.333081644338266,0.327981758738096,0.483248871162735,0.553782042007,0.259603704441948,0.460923149779036
"MATK",0.299132861888731,0.523594725309251,0.0395979361198116,0.232092325450384,0.0623793139682252,0
"CD79B",0.123820986144778,0.0954991224530018,0.248462835673628,0.0523688012396383,0.0508696649873686,0.179527727333275
"SCN4A",0.000333368317070967,0,0,0,0,0
"ST7L",0.0315249328225909,0.0449801109537316,0.0550756477344519,0.087280817896302,0.0327853139417654,0.0338402760995401
"TKTL1",0.000408235411348841,0.00724908055869177,0.0154652615537172,0,0,0
"PAX6",0.00645538063528921,0.0077690679344546,0.00967271856997145,0.0178516698859588,0,0
"RPUSD1",0.244071673003802,0.277381865508494,0.165334636410852,0.166172591566342,0.10622118450598,0.134962404096449
"LUC7L",0.266655616260474,0.255370668762235,0.180873409311275,0.153996410425643,0.107774217373116,0.174052925797196
"CACNA2D2",0.00632999413709806,0.018095439694628,0.00612621082180086,0,0,0
"BAIAP3",0.00146080409419836,0.0164690223768298,0.00757105718667003,0.0225131929966441,0,0.0363533647210748
"TSR3",0.849767538331579,0.96254800819553,0.530121382566049,0.716149964527777,0.335922116387914,0.435822965862515
"PIGQ",0.0830738551093255,0.0968604814607415,0.0761521889888186,0.0812570658343577,0.0449529176273504,0.135871687450924
"CRAMP1",0.0202261681598206,0.0288647546200947,0.0226132529786323,0.0288401124073051,0.00989306270250653,0.0742066400545137
"TEAD3",0.00732492305323972,0.0160249493822289,0.00253158537880413,0.0112523663113689,0,0
"DNAJC11",0.12147092405613,0.198789575729228,0.0752408289301699,0.107994950305649,0.0683402519807261,0.101262835768966
"MYLIP",0.279560018943288,0.187203627093574,0.309359061020961,0.262305133523997,0.224742020266208,0.231193763715727
"E2F2",0.000955943299216044,0,0.0055363575736622,0.00947301081049512,0,0
"PSMB1",1.79351299269056,2.03907893714408,1.58042711721904,1.87413763023956,0.859039764325044,1.27658825307279
"SYN1",0.00135034391912316,0,0.00368852418759416,0.00876693418848584,0,0
"JARID2",0.365810348272208,0.373397207614658,0.161274483429081,0.144801048507467,0.194733695640458,0.282138465761064
"CDKL5",0.013776967701875,0.031892880188045,0.0169038726114619,0.0294616250266806,0.0314846752092779,0.0333057459410246
"CDK11A",0.12561548231764,0.174099087715149,0.100926495098817,0.160328908970481,0.0895709958433114,0.0585346436715341
"NADK",0.230147209832701,0.289358241407402,0.120866607225638,0.143237772740816,0.128265777783381,0.208938010104068
"DLEC1",0.00288599697833366,0.00673783357258623,0.00465631888902884,0,0,0
"CYTH3",0.0114172222218846,0.0182174656914069,0.0167933549838088,0.10545948165202,0.0215087630411925,0
"ADAM22",0.00193862838948027,0,0.00277197203714808,0.0104162818507144,0.0119283351211337,0
"SYPL1",0.541333405232522,0.665437586688641,0.882999964310848,0.638079452235796,0.461320180311758,0.511902922982568
"CYB561",0.0718123749100263,0.0987995552750768,0.108743302789943,0.200535770048175,0.033206071219616,0.0740708531560125
"SPAG9",0.179630668268213,0.228778455337184,0.155470205032486,0.214357329390899,0.159888296576418,0.176362639074927
"CELSR3",0.00681799702072512,0.00552723177303612,0.00104083525187251,0,0,0
"AASS",0.00626480239272348,0.0252873268269252,0.0154978727829689,0,0,0
"PLEKHG6",0.00392875216569845,0,0.00104186148836516,0,0,0
"SS18L2",1.0432111687915,1.27039941048533,0.974124101720292,1.02705881470128,0.656317293478842,0.85532545613813
"MPND",0.0746614969906539,0.110526365196838,0.0666383926657544,0.0849763461720874,0.0468808825326428,0.0661656405474689
"MGST1",0.0012848483005852,0.00663204840124761,0.00147365376330923,0,0,0
"CRY1",0.151397955501218,0.174258350661253,0.162934542095465,0.185410367815118,0.0870500548724653,0.106213318335043
"PGLYRP1",0,0,0.000506736528033438,0,0,0
"NFIX",0.03462866118729,0,0.0175509815273256,0.0118814755601493,0.0232423983122173,0.033487302762968
"ST3GAL1",0.358530000832141,0.485091297156749,0.322183242301712,0.350808906276324,0.309136184628981,0.183523145881859
"MMP25",0.0300467015177415,0.112483376020836,0.0199295743473287,0.0300808733666849,0.00897639015704971,0
"IL32",3.99496357013225,5.14947618028931,4.05655795823688,4.56536884544886,3.35255955064726,3.53110470642915
"PKD1",0.0582783470214912,0.0941809198670228,0.059861180628615,0.0401731004491884,0.0347133964052491,0
"MAPK8IP2",0.00192748822949149,0,0.00150738480923951,0,0,0
"MED24",0.10947229120902,0.127040596699626,0.11398219154335,0.0906165015627766,0.0430929416434587,0.101099564148499
"RHOBTB2",0.0151463399138626,0,0.0113050779302617,0.0307703694404914,0.0327340777230725,0
"HEATR5B",0.065044855068454,0.101659751736099,0.0974613064590065,0.112154653197841,0.050559683849937,0.0690902095657211
"SEC62",1.65020007363429,1.9198955350649,1.81207693087822,1.92373998541581,1.14965697801014,1.65612945900307
"RPS20",5.65612770703475,5.42363046004427,5.72513954071091,5.34438563160032,5.66557252241964,5.7050282718899
"CSDE1",1.43091142569566,1.4180477751232,1.69509635286174,1.48397719093234,1.05614371973392,1.53374068157093
"UBE3C",0.226560479610063,0.268701173337419,0.105864710536139,0.0569152309183489,0.108641651528694,0.181056851739282
"REV3L",0.235630382825143,0.255696461546377,0.224490169928349,0.14706085509027,0.193477256806603,0.200869583868766
"TENM1",0.00251421049900166,0.0109205622655308,0.00678236766912412,0.0102611598912735,0,0
"PAX7",0,0,0.000556523581852262,0,0,0
"MASP2",0.00215590389254476,0,0.00155236174141628,0,0,0
"IYD",0.00108938357239766,0,0.00096003237156675,0.0104574508834303,0,0
"FAM76A",0.17587177818587,0.249191337358553,0.173842106337311,0.252799642713446,0.151641209039662,0.172015847386541
"TRAF3IP3",0.835319343788596,0.85832317256573,2.02138284861237,1.93978308027948,0.76598950172065,1.27363556354969
"POMT2",0.0187617515284042,0.027573531001917,0.00993765022443689,0.0194668909262495,0,0.0366229925069723
"VTA1",0.181848491745599,0.19303815692774,0.15554166015299,0.176797767131649,0.0572131796226607,0.132411125543955
"MLXIPL",0.00245752048676895,0.00692444574434075,0.00306978858392993,0,0,0
"BAZ1B",0.383432706389252,0.491094361007435,0.322328637171721,0.478172169094197,0.279590413180745,0.099364016507123
"RANBP9",0.14525797836324,0.167760167866391,0.131214096056468,0.141351308041846,0.108939496433966,0.0664961316564062
"ETV7",0.244427049903621,0.158001110899404,0.0243424535691291,0.0199196157399674,0.0904802978864337,0.033611705711296
"SPRTN",0.161114394578297,0.205774061741882,0.168913303787026,0.133509960090905,0.173670144622676,0.279104434692108
"METTL13",0.146169657258738,0.0872097166054311,0.151248378517746,0.109547748900296,0.0221660183407263,0.07120909132399
"DYRK4",0.129333671290478,0.150825607953905,0.121136613585602,0.0820465931418346,0.0769886950706841,0.0701901075002309
"ZNF207",0.88335930642526,0.834773729724955,1.00752830026389,1.01582605308957,0.653387286326231,0.933104038238525
"UQCRC1",0.591367961763183,0.723050990290801,0.507038824132894,0.640841458276001,0.361830504647252,0.302818629118773
"STARD3NL",0.27203170685692,0.469169752970061,0.143409017215426,0.275288019961084,0.118175837471875,0.267822626474741
"CD9",0.0223287595598103,0.110603599743329,0.0483801032828427,0.166424850274248,0.0118437169991702,0.0666856873142827
"HHATL",0.000917303204767017,0,0,0,0,0
"NCAPD2",0.0373524867531409,0.0244940698811556,0.0624101066875315,0.0207349661498042,0.0313302783754724,0.0293739056802011
"IFFO1",0.0537370058997918,0.0803063948358302,0.0939599327419115,0.123179929995397,0.0420551227400508,0
"GIPR",0.0139780272252324,0.0269397585808566,0.0131669112052517,0.0211269123512402,0.0216516292656558,0
"PHF7",0.0404493785112001,0.0616873688857352,0.0926445318662423,0.0914428296842073,0.0239296712373432,0.0398753956631497
"SEMA3G",0.00164019781916008,0.00664767323816576,0.00319468578298589,0,0,0
"NISCH",0.145681521417555,0.226091092403937,0.14159339160576,0.12491308109105,0.140424620081513,0.0707624817753697
"STAB1",0.000791020273470556,0,0.00046462919758535,0,0,0
"FUZ",0.0419759706556221,0.0471008100917348,0.0723095612189938,0.0856644591392829,0.0106022694764705,0.0742326727858535
"SLC6A13",0,0,0.000623270060526377,0,0,0
"IDS",0.463338865446399,0.704146663495599,0.664342216251493,0.990544464853075,0.373692226542,0.743874317890889
"PRSS3",0,0,0.000543364842256149,0.0113269271906356,0,0
"ZNF200",0.0824681047775298,0.067843169084712,0.119783720548364,0.089494784673055,0.0571454284594,0.145508070249815
"CD4",0.244525129144842,0.103641644507979,0.440828359180662,0.0869343273820933,0.197665001216688,0.251384406476407
"LRRC23",0.0182669271410549,0.0289047783635363,0.0272169227900355,0.0510716194297835,0.0101032006113153,0
"BTK",0.00189605724188991,0,0.00156870667544798,0,0,0
"HFE",0.00234540406347935,0.00367516589430628,0.0063916456216815,0.0299821820175439,0,0
"SCMH1",0.0967784226228928,0.116362307151454,0.0880009214023779,0.063000446174577,0.0313225287809927,0.0338402760995401
"FYN",0.948987393879568,1.34608669218964,1.17597207318896,1.80549560931691,0.751437402498029,1.33514692547085
"HIVEP2",0.250431232269659,0.330766729927418,0.189340351725268,0.22057653031154,0.152250468235597,0.033487302762968
"ELOA",0.273086910177476,0.372715861823922,0.179130621506893,0.141662788669965,0.0877959034779726,0.160825389999527
"LYPLA2",0.515699652281213,0.771882266581723,0.383818331651244,0.467579255327147,0.218622461250284,0.0672651024552079
"CLCN6",0.0472542492806104,0.039871237978173,0.0462766390332933,0.0369081204397637,0.0222698499621447,0
"MRC2",0.00765390561558522,0.00650775787112438,0.00520796371900338,0,0,0
"NME1-NME2",0.00458365139809061,0.00699409454728591,0,0,0,0.0355598475482013
"TSPAN9",0.0043320665622357,0.011261161375223,0.00572925632682697,0,0,0
"BTBD7",0.192283126426504,0.238057330195345,0.144074028006558,0.151771500793814,0.158389152252113,0.177013010592074
"APBA3",0.214512023289383,0.255306187615519,0.162567393783329,0.160611895789877,0.12441299694727,0.108241124196096
"MKS1",0.0253538704644781,0.0243605955825862,0.0450253020877066,0.0626315206115009,0,0.0323985868746096
"ABHD5",0.0737984263170619,0.084082403590688,0.068006468605602,0.0655798263717116,0.0793056666355714,0.0322385306830879
"AKAP8L",0.241193253337991,0.300656349242398,0.352862789999063,0.500524608712447,0.202760745283639,0.267768531232267
"MBTD1",0.042983067681296,0.0593195435726067,0.0673797295011323,0.0247648326974166,0.0402163792184846,0.030667410240517
"UTP18",0.45546893175958,0.510677421403197,0.352824870900236,0.226320669664974,0.224274204708533,0.134199410945446
"RNF216",0.300912666482206,0.302546557440634,0.350745972128644,0.30756185696139,0.264515161514282,0.27229693129256
"TTC19",0.747885419491758,0.848273357051013,0.800558004565146,0.984349542891073,0.648462311382769,0.646746012541625
"PTBP1",0.677331301500765,0.835538101905341,0.535060364159866,0.608495890745643,0.325085474843794,0.387924825822985
"DPF1",0.00135693628506688,0,0,0.0109277168909709,0,0
"SYT7",0.000648896860200155,0,0,0,0,0
"LARS2",0.0235580559423629,0.0172752917477633,0.012955006130453,0.0192599185028969,0.0213040400740182,0
"PIK3C2A",0.132467546174213,0.154632618879297,0.105292721416639,0.202765364395945,0.0891422604589911,0.0338292529991081
"PLAUR",0.0221801698928414,0.0536557028284746,0.0287025529941519,0.031123115305315,0.00972633216519765,0
"WIZ",0.0714207114489673,0.103228650128531,0.0219817724185011,0.0579781720512792,0.0115503393051697,0.0330739816029867
"RABGAP1",0.118153630519859,0.103691071604264,0.149877736200278,0.101174719152395,0.0806376887820764,0.167510034801724
"DCN",0.00179525016585448,0,0,0,0,0
"QPCTL",0.00896659620264743,0.00960075810939406,0.010475609005838,0,0,0
"PPP5C",0.13950793672807,0.183247850286916,0.0893813135026992,0.103421120615731,0.0402017676599138,0.0337379386833122
"CEP68",0.0739870127614739,0.0495220059355839,0.248790346771881,0.241675307876185,0.0936553465032181,0.31254572696514
"MAP4K3",0.0225539827139281,0.0509008563584111,0.0236270715092969,0.0333830494629709,0.0115538158575253,0
"ZBTB32",0.159728061025908,0.560834485802066,0.00898624746159635,0.00805192941810652,0.0332035840052977,0
"TYROBP",0.00922739465416515,0.0451699123063495,0.00617939296333507,0.0577605858183744,0,0
"TMEM159",0.0762340232902846,0.0742526794454865,0.141501490966133,0.113615795185691,0.0991804513904857,0.0675049923561715
"BRCA1",0.0113697749503115,0.0305959478186852,0.0152518885067735,0.0401615685189677,0.0196493741878182,0.0386392919866888
