"","Neuron.Type.2","Undefined","Glutamatergic.neuron","Neuron.Type.1","Oligodendrocytes","Astrocytes.Type.1","GABA.ergic.neurons","Oligodendrocyte.progenitor.cells","Microglia","Endothelial.cells","Astrocyte.Type.2","Neuron.Type.3"
"NDUFB2",0.126539963,1.113381665,0.068421836,0.060427479,0.078109042,0.068850696,0.095685685,0.094424339,0.049781723,0.149160087,0.054399872,0.125632557
"NDUFB4",0.049971285,0.674385343,0.027806388,0.042696901,0.053205637,0.050369473,0.047267472,0.041627129,0.013846422,0.086708571,0.051158978,0.063880009
"NDUFB6",0.03501548,1.132630056,0.039912312,0.041099526,0.034703519,0.035145926,0.031280781,0.024128826,0.019972545,0.040358297,0.022612332,0.044153997
"NDUFB7",0.034634363,0.679964396,0.043408811,0.046752227,0.052385022,0.050268852,0.059458882,0.042461068,0.018423833,0.100019235,0.084376343,0.089630315
"NDUFB9",0.03041374,0.768928424,0.026028923,0.031978992,0.051056169,0.059790122,0.042738351,0.04496236,0.019382223,0.051418595,0.088161646,0.040103109
"NDUFC1",0.050775167,0.853831515,0.043870613,0.054620672,0.027852847,0.052281056,0.075780918,0.05095403,0.039127849,0.108903968,0.158295692,0.127038226
"NDUFC2",0.063889977,1.325507727,0.034786115,0.048892767,0.037084348,0.044377853,0.061708699,0.047077018,0.038860034,0.090230645,0.066919938,0.107178919
"NDUFS2",0.072311719,0.149649579,0.084945676,0.102387625,0.135149209,0.086381525,0.111629968,0.06250987,0.054559916,0.095891305,0.101059378,0.096022967
"NDUFS5",0.088707622,1.056533718,0.065172231,0.074826101,0.042825335,0.045896967,0.061734034,0.067467362,0.045881622,0.061951983,0.164660503,0.099159493
"NDUFS6",0.027855751,0.419422736,0.043697334,0.022876055,0.035765493,0.039373434,0.027809026,0.051071231,0.01966219,0.112693385,0.078797659,0.0395268
"NDUFS7",0.050045374,0.361750396,0.075084919,0.051127929,0.110113124,0.045063271,0.061381708,0.053210161,0.020897895,0.050840029,0.05906069,0.054072428
"NDUFV1",0.196010809,0.191123623,0.184360369,0.150190023,0.122739603,0.130184116,0.169365292,0.148563198,0.10351744,0.093025627,0.131083583,0.049344866
"NEAT1",0.086735321,0.100602187,0.121499095,0.081165282,0.962716011,1.541793096,0.315494706,0.227253845,1.263563255,1.393059317,1.464834732,0.022922837
"NEB",0.012624156,0.009709074,0.019926072,0.023719591,0.00966725,0.090144843,0.02207155,0.010128497,0.057023504,0,0.072222124,0.007178724
"NEBL",0.139024099,0.014277261,0.206103912,0.158352088,0.018012613,0.282270994,0.165840849,0.083607126,0.021086839,0.115946407,0.302081597,0.083099541
"NECAB1",0.52191812,0.036994282,0.335661225,0.364349839,0.224768061,0.04714178,0.147504934,0.02495257,0.053894353,0.070853801,0.016602464,0.857557706
"NEFM",0.357883758,0.304756262,0.676648054,0.351229973,0.046740664,0.073237128,0.153250386,0.050551459,0.129554613,0.114705398,0.038066091,1.748572658
"NEK1",0.093047517,0.006590172,0.049869656,0.063050574,0.077308577,0.249936795,0.127234455,0.107091874,0.04893529,0.070723093,0.208605381,0.059132053
"NEK3",0.005166386,0.018945733,0.019864752,0.016769967,0.16163629,0.037752139,0.01469566,0.022173602,0.055646724,0.075769001,0.021048303,0
"NEMF",0.35700706,0.062215247,0.320136074,0.30939311,0.286920216,0.238351367,0.34450223,0.18078346,0.368689575,0.256122425,0.249505779,0.123472656
"NENF",0.036021575,0.08386988,0.030887508,0.0406924,0.134831054,0.029053387,0.0228875,0.034118091,0.005931,0.032243004,0.02781933,0.019070524
"NEO1",0.035390964,0.014626693,0.046845725,0.071265257,0.110861611,0.077955544,0.023446058,0.054056513,0.003528147,0.010127444,0.032598586,0.020142894
"NEU4",0.002753515,0.006695423,0.001831623,0.003756691,0.002002615,0.007662593,0.002824507,0.173936952,0,0.018149443,0,0
"NF1",0.167258682,0.051651689,0.173286876,0.106455339,0.122143128,0.164800397,0.194408659,0.174640968,0.116497666,0.085484611,0.170364865,0.086541234
"NFASC",0.239905576,0.026438413,0.216568373,0.168206335,0.305093592,0.136818813,0.21657656,0.120563197,0.013923903,0.054755704,0.079659328,0.05418866
"NFAT5",0.169371484,0.023877118,0.122441915,0.103779755,0.06158211,0.191910776,0.112521107,0.09232478,0.100730993,0.079510517,0.05082157,0.030593422
"NFATC2IP",0.112405473,0.052788372,0.150941571,0.13261342,0.069668437,0.098161476,0.128567955,0.107904782,0.131454954,0.07902618,0.066020031,0.037332302
"NFATC4",0.001453185,0.016218506,0,0.001267663,0.001872037,0.105350449,0.002880872,0,0.008143896,0.029773379,0,0
"NFE2L2",0.02998992,0.008833366,0.024441513,0.019603009,0.090903425,0.133991427,0.034632972,0.081779774,0.079160577,0.171142936,0.173317533,0.007763785
"NFIA",0.026800159,0.033094778,0.039120973,0.146134869,0.113637293,0.303963382,0.029990054,0.176901917,0.040410425,0.178904672,0.344123414,0.020870006
"NFIB",0.131263346,0.021073955,0.25584253,0.204529748,0.090075139,0.264410009,0.204143781,0.271694897,0.029958262,0.209902857,0.361962138,0.063529884
"NFIC",0.074084092,0,0.040419081,0.054394507,0.089543156,0.095261906,0.0827887,0.069533757,0.110146185,0.132408305,0.135739172,0.15695723
"NFIX",0.190677201,0,0.184777945,0.198206711,0.273279502,0.146033426,0.159804952,0.122076325,0.060548619,0.058773351,0.465019078,0.225682235
"NFKBIA",0.030331616,0.026270049,0.025674776,0.014449055,0.055636921,0.057934558,0.027127455,0.108049817,0.104432495,0.72024436,0.025969235,0.014240864
"NHLRC3",0.094712484,0.026213344,0.068738803,0.096490281,0.093934632,0.071516152,0.081266076,0.040560036,0.069927671,0.011156576,0.033540316,0
"NHP2",0.03683884,0.893529264,0.030927844,0.042711895,0.021391347,0.015341877,0.039128934,0.019823932,0.012328047,0.051080516,0.042990118,0.044693199
"NHSL1",0.003285688,0.005154793,0.023413145,0.022755037,0.002521337,0.068454276,0.002574611,0.039189471,0.003335189,0.013432487,0.097264656,0
"NIN",0.360198685,0.035258699,0.469831725,0.353789227,0.100567424,0.185715991,0.13867627,0.136374818,0.140498313,0.119421895,0.287621256,0.054154308
"NINL",0.01279118,0.01796779,0.011737414,0.060040875,0.023837002,0.081061271,0.078641901,0.057200621,0.005239531,0.014382888,0.103334023,0.005449529
"NIPAL3",0.096538925,0.006514096,0.04547222,0.026761221,0.19494677,0.029968593,0.113761727,0.083618487,0.033761766,0.013872439,0.043695442,0.110859895
"NIPBL",0.197986559,0.049105987,0.230244599,0.21211346,0.261006593,0.188016527,0.203689147,0.172663005,0.333803832,0.27850127,0.21564218,0.050321658
"NKAIN4",0.002534435,0,0.003486175,0.003450913,0.003821224,0.178781821,0.000845254,0.24867006,0.007610244,0.006902229,0.010681829,0
"NKAP",0.046528775,0.116140237,0.023789509,0.035168218,0.047116773,0.033178551,0.043601078,0.042612244,0.040005968,0.043786724,0.063720942,0.02465969
"NKTR",0.786787175,0.153056504,0.648053838,0.926234693,0.693151738,0.62926969,0.806478206,0.515187771,0.679907177,0.745586871,0.625530603,0.042719222
"NKX2-2",0.000920187,0.017798676,0.003067597,0.001377422,0.041956045,0.007738006,0,0.059476821,0,0.011096998,0,0
"NKX6-2",0.002564419,0.007112778,0.009688794,0.004379521,0.123699276,0.016752142,0.003018572,0.006775784,0,0.003343865,0,0.005328651
"NLGN3",0.020519134,0.012876517,0.03972496,0.030365756,0.040270793,0.041036473,0.032552144,0.212761122,0,0.003972243,0.005712745,0.024349121
"NME3",0.068733357,0.169290961,0.09099721,0.093606255,0.05987711,0.072592366,0.080676746,0.097134728,0.070736618,0.096414124,0.065038669,0.038249374
"NNT-AS1",0.05657399,0.008762496,0.024142552,0.030148122,0.051912013,0.058649274,0.069941891,0.034987141,0.031649118,0.014733466,0.069327874,0.042909469
"NOL8",0.065536447,0.25385553,0.056122712,0.079417148,0.086059112,0.076267123,0.063698192,0.076205749,0.134038449,0.061154328,0.032516738,0.023221765
"NOP10",0.01367273,0.703013117,0.018691084,0.01251106,0.010290172,0.01304672,0.019386883,0.009911113,0.003936439,0.07430051,0.010340483,0.043247105
"NOP56",0.234588266,0.628100848,0.25711786,0.277939246,0.108822571,0.098715828,0.185045219,0.182838308,0.091495533,0.086374931,0.049589833,0.056741965
"NOTCH1",0.003751188,0,0.001960858,0.003280055,0.030590755,0.113309539,0.004364207,0.06506024,0.008895944,0.144245705,0.069467958,0
"NOTCH2",0.007061223,0.005530141,0.006249829,0.022338,0.002366979,0.117873807,0.016205626,0.076939232,0.017964459,0.012409289,0.046454304,0
"NOVA1",0.196542923,0.028432038,0.093138986,0.18570796,0.162467988,0.113450765,0.134999859,0.621537893,0.038834856,0.077067883,0.179456953,0.096193802
"NPAS3",0.01336788,0.007426554,0.011719088,0.011005234,0.048666648,0.166217641,0.083964226,0.108149645,0,0.006100976,0.190101474,0.00377515
"NPC1",0.022181625,0.006767235,0.021258062,0.010954386,0.152428082,0.046477376,0.020965452,0.088835107,0.062179818,0.051953553,0.035663467,0.01225662
"NPC2",0.002841572,0.071211142,0.01141389,0.010501683,0.043126221,0.018150858,0.009707855,0.017877244,0.066536079,0.102473426,0.047515528,0.006700763
"NPHP3",0.109540864,0.028156602,0.082563995,0.076473676,0.213796182,0.15219118,0.069497094,0.13711812,0.098978791,0.141066165,0.133802163,0.011545116
"NPL",0.003266326,0.005154793,0.002479732,0.006456163,0.008803663,0.143226431,0.012713483,0.047173392,0.147834701,0.004734151,0.063823238,0
"NPM1",0.046722527,1.203870334,0.04356243,0.041793307,0.037420923,0.030530566,0.069260443,0.060743368,0.051103634,0.06833765,0.069896116,0.049979052
"NPY",0.003575299,0,0.006997987,0.001619647,0.004442106,0.002017103,0.041634847,0.005914846,0,0.012744347,0.003700412,0
"NR2F1",0.100669671,0.029319289,0.042143227,0.058625188,0.007281448,0.233122606,0.146143671,0.072314132,0.003914576,0.108949507,0.253976667,0.063236955
"NR4A1",0.036911826,0.014894803,0.015196879,0.00810112,0.005160277,0.064496965,0.013913392,0.066739009,0.038932046,0.366436593,0.815899492,0
"NRBP2",0.11580199,0.01796415,0.139141308,0.129613987,0.101567899,0.20309442,0.106354746,0.078389475,0.026196135,0.048058241,0.288601777,0.018223794
"NRCAM",0.534356461,0.011702493,0.426927882,0.519641774,0.030754641,0.277788231,0.300601378,0.768098572,0.074499465,0.060018075,0.079737521,0.35990728
"NRDE2",0.055743746,0.026308626,0.054131649,0.065918961,0.07086618,0.048342651,0.061749475,0.051723331,0.060062636,0.029814331,0.018419949,0.013829017
"NRGN",0.679246978,0.026786587,0.385892304,0.711767441,0.03845984,0.070930897,0.092758218,0.047389234,0.063770676,0.101624749,0.053889862,1.450401066
"NRP2",0.019896873,0,0.026835589,0.082907612,0.015090412,0.080695551,0.034932616,0.016025102,0.049699958,0.136084034,0.044621924,0.006188615
"NRXN1",0.540304653,0.013614734,0.390123955,0.419089136,0.027462485,0.332622969,0.438515344,0.509921286,0.079074096,0.025533994,0.129039167,0.72348577
"NSD1",0.105740315,0.076235423,0.113071753,0.120789184,0.091987025,0.098158636,0.081209627,0.079538129,0.128431968,0.095597799,0.033143963,0.054056955
"NSMCE4A",0.017173283,0.094308355,0.013869813,0.023447122,0.060535284,0.040206287,0.022194266,0.043955293,0.033756017,0.043521731,0.024655414,0
"NSRP1",0.092434459,0.147419275,0.107344523,0.088412773,0.117471153,0.149451031,0.110701656,0.110534671,0.172892125,0.140299401,0.173351743,0.057500148
"NSUN6",0.062780132,0.049786547,0.014115444,0.031521813,0.056484059,0.071968762,0.059188272,0.074416144,0.026687891,0.060982364,0.06560905,0.014715326
"NT5C2",0.105391313,0.033907378,0.088860076,0.095107495,0.065298519,0.165769943,0.068497742,0.052658828,0.071218603,0.095420759,0.154902465,0.030732187
"NT5DC1",0.025827748,0.004852239,0.028973902,0.022366911,0.112648251,0.03961312,0.026070762,0.035789984,0.00442555,0.050753929,0.061249677,0.008648632
"NTM",0.290490309,0.008663045,0.104800606,0.171294935,0.455544839,0.87961335,0.293887893,0.786454083,0.042501749,0.072738176,0.088413239,0.249864343
"NTNG2",0.020469687,0.005406296,0.027714945,0.020484151,0.032870913,0.068645686,0.009921473,0.016815658,0.005408718,0.008714996,0,0.007946113
"NTRK2",0.112560593,0.008363018,0.091421164,0.050518428,0.078936725,0.746214629,0.174058476,0.280248598,0.042320391,0.087092587,0.822042952,0.112753001
"NUB1",0.054222064,0.141739035,0.037578974,0.035039795,0.062020699,0.041034823,0.056111055,0.050550304,0.061523938,0.083665734,0.073788451,0.037700231
"NUCKS1",0.262708037,0.333065088,0.326133558,0.467043042,0.337238056,0.315727053,0.332314213,0.239643286,0.224962547,0.471724908,0.585278552,0.528952531
"NUFIP2",0.083840064,0.144735957,0.086121022,0.088153526,0.102764372,0.11431605,0.073995785,0.090186788,0.1923731,0.093784878,0.132679214,0.037544144
"NUMA1",0.141944912,0.011595669,0.084709253,0.058925872,0.140145705,0.153003666,0.138238798,0.097919316,0.103132521,0.124137134,0.122718163,0.033122073
"NUP107",0.042288298,0.098405193,0.019511188,0.025531952,0.049153734,0.037091503,0.038615955,0.033903144,0.030869738,0.045629744,0.023773566,0
"NUP214",0.034805942,0.025983239,0.03368322,0.02805991,0.039752339,0.041238372,0.036803285,0.031346505,0.02890189,0.064005453,0.038295353,0.015604608
"NUPR1",0.002502673,0,0.007844176,0.009207778,0.021714889,0.100798347,0.003553683,0.003367944,0.021649152,0.066439067,0.061124857,0
"NUSAP1",0.001406635,0.756946224,0.000802612,0.000827354,0.0021456,0.001248833,0.002795965,0.002955553,0.006026445,0,0,0
"NWD1",0.006438926,0,0.00888685,0.00639979,0.003704153,0.089379401,0.006827901,0.006679566,0.006018811,0.002921384,0.147406744,0.005327495
"NXPE3",0.062338217,0.012474852,0.114677633,0.066507208,0.236505484,0.049758479,0.068337775,0.083025715,0.018145328,0.013384243,0.015206682,0.056570058
"OAF",0.00209886,0.02330343,0.008979196,0.002513386,0.014713847,0.108347063,0.004722561,0.015920698,0.006889262,0.05461528,0.00484881,0
"OFD1",0.129999793,0.080668467,0.099113628,0.105872145,0.208850387,0.216550717,0.161248656,0.170517157,0.171269337,0.124787688,0.214318551,0.005376895
"OGFOD1",0.034084518,0.044515106,0.025667526,0.031299,0.044127051,0.031215257,0.032370108,0.015917061,0.028707469,0.023235116,0.063242876,0.013494173
"OGFRL1",0.068068947,0.015020074,0.124813628,0.050730281,0.029585213,0.358113806,0.057436072,0.03074789,0.234291993,0.063370661,0.277047869,0.106605093
"OLIG1",0.004850779,0.006309389,0.017662005,0.014701647,0.202947666,0.028895801,0.008779214,0.599600669,0.001769267,0.006009909,0.02502726,0.016488703
"OLIG2",0.003778767,0,0.008224834,0.005053927,0.091628607,0.017392126,0.007955636,0.518862446,0,0.012818521,0,0.008669694
"OLR1",0.002642814,0,0.004197755,0.002442901,0.003925958,0.007452161,0,0.003406978,0.274357185,0,0,0
"OMA1",0.021019492,0.063273569,0.00805938,0.017682107,0.044505402,0.029862898,0.024801355,0.033570416,0.031380453,0.019926898,0.035827317,0
"OMG",0.064699476,0.00922502,0.041325264,0.041044689,0.134118859,0.050716459,0.052844518,0.168847287,0.004753722,0.005612977,0.008395909,0.063359678
"OPALIN",0.003617545,0.009014541,0.014237951,0.010761491,0.358592293,0.029995136,0.008247085,0.018772326,0.016190741,0.022217163,0.015856766,0.006343857
"OPHN1",0.044106732,0.017100767,0.036338827,0.066389996,0.014574356,0.135891716,0.04144332,0.289342978,0.004969462,0.011892864,0.044633958,0.002980033
"ORMDL1",0.090634138,0.056084606,0.068227612,0.060544687,0.060803206,0.078162069,0.092515022,0.05781148,0.120059089,0.043145448,0.04408858,0.02376055
"OSBPL11",0.011917643,0.016046416,0.014006257,0.016019944,0.018718012,0.140187821,0.019004664,0.01536428,0.077715453,0.033725943,0.093408053,0.005298124
"OSBPL1A",0.184219055,0.019234039,0.082221701,0.077455838,0.345928087,0.115069092,0.208068118,0.103738935,0.065129517,0.08687072,0.216066373,0.311577888
"OSBPL9",0.043573525,0.042099378,0.038863027,0.024865457,0.070252156,0.057656329,0.057619543,0.051099624,0.036685615,0.045973517,0.063409278,0.006932557
"OST4",0.024368485,0.781808939,0.029485971,0.024825414,0.03001514,0.036403011,0.027207481,0.038705205,0.027257776,0.119031924,0.027010778,0.047527926
"OTUD7B",0.025236056,0.020168275,0.021405266,0.021841475,0.111880141,0.078561254,0.031591027,0.024679892,0.016912788,0.059213088,0.015686813,0.017038924
"P2RX7",0.075120737,0,0.06080478,0.049774245,0.236791371,0.058109925,0.035192816,0.217545626,0.179179755,0.023423374,0.009783138,0.017029945
"P2RY13",0.000593209,0,0,0.004061225,0.005215422,0.002381364,0,0,0.215291753,0.002386711,0,0
"P4HB",0.041958558,0.124509061,0.04171347,0.045618148,0.036301752,0.052580154,0.059568097,0.079372964,0.025819514,0.166330501,0.026301194,0.015931659
"PAAF1",0.071711699,0.03766922,0.073297787,0.046234334,0.101167893,0.139047631,0.092038781,0.083958625,0.047219357,0.042540166,0.059228732,0.004329134
"PABPC1",0.182768699,0.742167391,0.177687886,0.237250278,0.159210005,0.167616521,0.145981132,0.121422295,0.658027287,0.300603378,0.209156204,0.207097237
"PABPC4",0.075983619,0.262772422,0.06227097,0.082305887,0.055653767,0.066826445,0.076293727,0.077927725,0.095801599,0.058280691,0.105861678,0.052583893
"PABPN1",0.281692859,0.048955628,0.340907142,0.315027769,0.210269534,0.285691935,0.320806334,0.204006128,0.192629311,0.145299078,0.319258194,0.037231497
"PACS2",0.089735144,0.028809861,0.080303607,0.078380414,0.165240271,0.060244187,0.088508474,0.031558975,0.073510403,0.045543788,0.029074371,0.009826669
"PADI2",0.007245104,0.006337341,0.011765213,0.010550191,0.173613156,0.102188309,0.009562939,0.062329074,0.166447984,0.013609312,0.002752747,0
"PAG1",0.070017375,0.021437678,0.039272987,0.059639262,0.044006697,0.061688812,0.060572948,0.071578715,0.115800697,0.042363659,0,0.042553772
"PAIP2",0.090849803,0.257588369,0.083366828,0.082128296,0.081992446,0.057237111,0.119072693,0.083183958,0.050082275,0.100577967,0.143187266,0.14331414
"PAK2",0.031437221,0.021766594,0.034107498,0.037791776,0.088053004,0.046900347,0.047808297,0.045761947,0.073791054,0.141052291,0.097442086,0.045155155
"PALD1",0.007790206,0.008490693,0.01014047,0.023466132,0.003176813,0.009985352,0.005802443,0.009033434,0.285843834,0.196750519,0.008504556,0.010721432
"PALLD",0.018150097,0.022541006,0.041197719,0.005208397,0.011014639,0.282510589,0.06501155,0.120766447,0.004802409,0.031404243,0.175243441,0.005622743
"PALM2",0.111717898,0,0.096759963,0.114223497,0.175083964,0.023328552,0.08309928,0.017926737,0.009104414,0.00820157,0.018487276,0.113459399
"PAN2",0.052865432,0.01612973,0.018714731,0.036754569,0.052130477,0.0468178,0.043851048,0.030330981,0.049445214,0.015752328,0.022005505,0.002087933
"PAN3",0.054406299,0.054806358,0.081329626,0.065642525,0.063335412,0.051270752,0.052866474,0.05126232,0.113502344,0.041377142,0.053630299,0.012985416
"PAPLN",0.003546324,0,0.003453793,0.001714145,0.000976375,0.130511139,0.002409707,0,0,0.021918302,0.036125047,0.004654818
"PAQR4",0.022928986,0.02728246,0.008841494,0.009903583,0.079267258,0.025804438,0.01877622,0.013750594,0,0.002921384,0,0.023102197
"PAQR6",0.011520824,0.014258807,0.023709918,0.024221814,0.101946006,0.119148913,0.017970873,0.040099423,0.012598435,0.055724774,0.097149765,0.005840118
"PAQR8",0.012491465,0.011002912,0.019949039,0.009856959,0.137530648,0.101914155,0.020327922,0.021452979,0.023202822,0.079967154,0.062518088,0.03119892
"PARD3",0.001988712,0.014755884,0.010476177,0.125939768,0.004184176,0.069887415,0.020354642,0.048284396,0,0.06644043,0.103414693,0.006958113
"PARD3B",0.000923015,0.008810555,0.002949072,0.010869397,0.012816083,0.058624801,0.003028438,0.019199871,0.004669362,0.035602059,0.20550974,0
"PARK7",0.03536623,0.336774165,0.036310868,0.060149004,0.043440688,0.060203883,0.047288015,0.059692242,0.039229082,0.091075784,0.024546308,0.07699055
"PARP1",0.069784758,0.273280197,0.054843227,0.064078749,0.092561106,0.055508637,0.061390746,0.049914144,0.083352489,0.129241292,0.094236727,0.030976955
"PARP14",0.009720565,0,0.012524698,0.013206788,0.017776206,0.067916142,0.008753368,0.118477926,0.346481869,0.270832274,0.127881253,0
"PARP4",0.002346117,0.07536841,0.005614436,0.002701135,0.033720796,0.026170352,0.002271006,0.031289331,0.109931905,0.080089465,0.074196899,0
"PARP6",0.072617257,0.062895563,0.080001183,0.080262386,0.067572048,0.093418723,0.071079157,0.05127116,0.062635519,0.02711166,0.054182331,0.06997076
"PARP9",0.001184145,0.009801832,0.004327252,0.001908688,0.011825624,0.060809752,0.00566422,0.024461568,0.115023095,0.201162253,0.131286205,0
"PAX6",0.004997851,0.015340202,0.006455494,0.001912745,0.001245567,0.201595113,0.006753224,0.004675027,0,0,0.145928806,0
"PAXBP1",0.090985531,0.205941062,0.096617352,0.109011316,0.161906316,0.140708292,0.106004096,0.120357161,0.060567672,0.080890007,0.192400471,0.009028894
"PBRM1",0.123657336,0.100671774,0.129751065,0.104439442,0.151269531,0.124628342,0.136764096,0.121732064,0.295042563,0.108481245,0.250095162,0.038075882
