"","CD16..natural.killer.cell","CD16..natural.killer.cell.1","conventional.dendritic.cell","granulocyte","monocyte","plasma.cell","plasmacytoid.dendritic.cell","T.cell"
"RGS11",0,0,0,0,0,0.0135874509811401,0,0.00110505904211882
"SLC46A1",0,0.00467038750210551,0,0,0.0162228807772395,0,0.0285317192838041,0.00495921868078113
"PLXNA2",0,0.00796833080373031,0,0,0.0128172840706987,0,0.0299283713597396,0.00277482672920982
"SPAG5",0,0.0140993050316692,0,0,0,0.0291277420520782,0.00711653161286516,0.00886727050947657
"ANKRD13A",0.22616752169349,0.315451102778808,0.41282162299523,0.468951394341209,0.493550246110372,0.335973246693611,0.470712651049972,0.276184969307903
"TPD52",0.332677588679574,0.375819640506461,1.09775037031907,0.593962776660919,0.0385196405331109,0.528517634272575,0.305702925124438,0.298537639012902
"ACACB",0,0.0150173393616687,0,0.198501435193149,0.0257139438266267,0.103447896242142,0.0214158557974223,0.0365043320477431
"TRAF4",0.131207298148762,0.0693437084391396,0.33944087762099,0.216330712491816,0.0376672418377516,1.78467027783394,0.239761275310453,0.0543235610644803
"PAG1",0.265952373634685,0.232442737764335,0.143134979101328,0.286539812521501,0.476285672796298,0.750265011787415,0.466115017665977,0.645329977104675
"GPATCH1",0.0277209076014432,0.086826441832801,0.155173154977652,0.0956220009110191,0.0403513286063953,0.142111754417419,0.104531412504836,0.103932443681728
"ICAM3",2.30749423070387,2.01301343505826,3.39313057752756,2.64055610461669,2.2016268993475,1.24248532891273,2.86109453538724,1.97323456348478
"NT5C2",0.375932275165211,0.272168325379349,0.418346964395963,0.492659576372667,0.320611311775349,0.281848013401031,0.363241885587623,0.139792434297578
"MCAM",0,0,0,0,0,0.0110575103759766,0.00735175649193038,0.00589270084110554
"MBNL3",0.0661900661208413,0.0854280525756881,0.146892795195946,0.254935570196672,0.167807152265739,0.12440163731575,0.223213207682106,0.0371601237187268
"CAMSAP3",0,0.00240835803646449,0,0,0,0,0,0.00186239906805849
"RAP1GAP",0,0,0,0,0.00252689341657953,0,0,0
"XAB2",0.260298649831252,0.333028540902064,0.711143906299885,0.542198587547649,0.271499795869442,0.237124516963959,0.489191760652485,0.251381351047903
"ARHGEF1",1.54730771238154,1.7384956783446,1.81057750261747,1.08101364374161,1.00306908243494,1.15980534732342,1.51426022393363,1.49529844996868
"STXBP2",1.03604852936485,0.841996766468079,1.58982049501859,1.49202920306813,3.12400969496459,1.66684812605381,2.18508837310183,0.549967863389941
"MAP2K7",0.426383631879633,0.375087736110141,0.745859375366798,0.47352219061418,0.278894287527576,0.352845134735107,0.488493734023896,0.293227606041487
"NMRK2",0,0.00266032180393732,0,0,0,0,0,0
"DGKD",0.146560990810394,0.372709807011242,0.267942602817829,0.173607257279483,0.235310981832358,0.342638642787933,0.362375913268308,0.187748810657097
"CTTNBP2",0,0,0,0,0.00593607635896333,0,0.0144868245552545,0
"RARB",0,0,0,0,0,0.0125472474098206,0,0.00206304044198666
"TOP2B",0.417496496980841,0.337788139521244,0.617715698022109,1.02256841117685,0.511122518791677,0.65605536043644,0.507284299875811,0.281252211011181
"TM9SF3",0.460600342533805,0.362164664145868,0.423115757795481,0.614384511384097,0.625871333887848,1.0098193025589,0.830921362800852,0.302324283093744
"NFKB2",0.391046284545552,0.194940492740718,0.271454169200017,0.170931679552252,0.2978767222982,0.234049714803696,0.496572879461751,0.309045183439915
