"","activated.CD4..T.cell","activated.CD8..T.cell","resting.CD4..T.cell","resting.CD8..T.cell","unassigned.activated.T.cell","unassigned.resting.T.cell"
"SLC22A16",0,0,0,0.00118390412602162,0,0
"ZMYND10",0.00927942086516518,0.0108014144490113,0.0109596246098378,0.00830232755862722,0.0377146018178839,0
"ABCB5",0.00106290417131125,0,0.00105409975816215,0.000963428286983149,0,0
"ARX",0.00120707683592088,0,0,0.00232509038074076,0,0
"SLC25A13",0.0626277150497013,0.0466059191742135,0.0354593949814274,0.0392463895419018,0,0.0214862695476353
"ST7",0.0413859785053986,0.0406509300372509,0.0299877774727317,0.0393557889018299,0,0
"CDC27",0.163703536843027,0.231731798980304,0.17055405046522,0.214777716242718,0.125179519151386,0.0744692607213987
"SLC4A1",0.0065414993316912,0.00468844205290828,0.00808944993927743,0.00832941346083753,0,0
"HCCS",0.344357524324533,0.341132871519581,0.13932974876896,0.140522569013885,0.166267585754395,0.0798759476450466
"DVL2",0.221777343533584,0.202472764792754,0.165951057014808,0.168730339396248,0.210867558027569,0.168902773185064
"PRSS22",0.006627226020132,0.0041074183718044,0.00119641622436138,0.0082080126455226,0,0.0295515412452237
"UPF1",0.10174774053538,0.133424089132641,0.0731664466667619,0.0886270314607681,0,0.0535092545835764
"SKAP2",0.0855380023782204,0.285744206090668,0.0876066442102065,0.213812019998103,0.288038411893343,0
"SLC25A5",2.03805145126849,1.83365586135455,1.26629103629503,1.15136224485801,0.995042926386783,0.987683099388276
"MCUB",0.802729821481671,0.724161470555381,1.10718167672571,1.06788169838427,0.827663778003893,0.77201008476667
"POLR2J",1.36588298198375,1.43741097442269,0.886278893807262,0.948193051147691,0.866507264187461,1.00484886265441
"DHX33",0.191241644574606,0.197330203936927,0.0760358110154472,0.0996965519381273,0.235484135778327,0.138038889673732
"MEOX1",0.0126490339268594,0.00455109478041555,0.0101619621507742,0.00122447328489924,0,0.0235587974522738
"THSD7A",0,0,0,0.00138285936595231,0,0
"LIG3",0.109749918866506,0.114783097202055,0.0482897167789369,0.0753734584456648,0,0.0831998178622867
"RPAP3",0.288323207690267,0.198431402444839,0.169208616920195,0.148576880909298,0.0808782627708034,0.112848000238406
"ACSM3",0.0170651150663513,0.0187412264758418,0.0258668987387076,0.0208484201985836,0,0
"REXO5",0.00366827639677401,0.0145847274230753,0.00514130938041238,0.0037117295324102,0,0
"CIAPIN1",0.3332163283035,0.304427960110669,0.149879139762881,0.15471176298026,0.0402655099567614,0.0529740048734934
"SPPL2B",0.0445426135007865,0.0582848235191013,0.0518208507846113,0.0741108164941018,0.07274220366227,0.0594102104238216
"FAM214B",0.0391917038733347,0.0710737994767513,0.0631076163693762,0.0853435672094535,0,0.0281895983139141
"COPZ2",0.0219027738768346,0.0238925674353013,0.00752591492133082,0.00822714941801167,0,0
"PRKAR2B",0,0.00631063297965019,0.00121147251224296,0.00580272153042353,0,0
"MSL3",0.847682521310769,0.627010999961914,0.65335364836492,0.467052426241938,0.716390813024421,0.498915605097009
"CREBBP",0.272546268687727,0.309171979201699,0.236088747434296,0.248908355603128,0.114872505790309,0.139483255027925
"TSPOAP1",0.0145572580836725,0.0169352777239865,0.0106885920024449,0.0172677690201978,0,0
"MPO",0.00347403378662171,0.00253774233199843,0.00209772392567266,0.00385506636552618,0,0
"PON1",0,0,0.00108103574531436,0,0,0
"GCFC2",0.29122539415422,0.226412474709739,0.125745495649362,0.0893428301229359,0.131376903935483,0.111301031688716
"WDR54",0.253479651231328,0.39898957988525,0.427560147788781,0.546452477381293,0.366671391537315,0.371595237079083
"CROT",0.0646979864714907,0.0545080279684945,0.063813902826693,0.0567735515110605,0,0.0256785322355744
"ABCB4",0,0,0,0.00327692810545919,0,0
"KMT2E",1.46349062212657,1.84568886221753,1.38878375214519,1.61462732861293,1.3268710839121,1.10490701982639
"RHBDD2",0.507467530498707,0.599007949707296,0.403658829617033,0.353288082876777,0.464209596734298,0.358085609922473
"SOX8",0.00638412299086455,0.0072579985886962,0.0153705135785665,0.00101926844678179,0.0429463135568719,0
"IBTK",0.20950334960622,0.271057004405426,0.166412809500077,0.170757191696236,0.0810435520975213,0.134392733541911
"ZNF195",0.191337505615665,0.183866736128103,0.116237281206878,0.114074548923599,0.0763779037877133,0.0228954513601009
"MYCBP2",0.590721558634825,0.55030458022402,0.497381188919428,0.419009586241131,0.388979683424297,0.464862831486952
"FBXL3",0.428734744130152,0.37137523942457,0.439953863799156,0.309057403020235,0.598025673314145,0.285168522956387
"ITGAL",0.699773879707671,0.902875632247334,0.625603364716743,0.815271969335774,0.494581694351999,0.568971374690933
"PDK2",0.100402695809238,0.121601594153361,0.123428326173204,0.122907763972775,0.0395268113989579,0.140823295452451
"ITGA3",0.0412620773113441,0.0633862563713112,0.0338870764650853,0.0628600632724147,0,0
"ZFX",0.340237919994514,0.250910457554375,0.204404821180211,0.204561313615933,0.0325265432658948,0.422298575407707
"LAMP2",0.308622612534781,0.307103866059177,0.229080778283061,0.212151005527419,0.199839985998053,0.0348063315321135
"ITGA2B",0,0.0029469764412348,0.00114591644180546,0,0,0
"GDE1",0.21269230841388,0.301716771856624,0.194318138883088,0.247556422625223,0.123651795638235,0.0232615982926132
"C19orf60",0.994258300860122,1.07869375221294,0.821222567106348,0.887546939352759,0.711105045519377,0.600886610530367
"CRLF1",0.00201416616781276,0,0.00470577413789212,0.00356622782411544,0,0
"OSBPL7",0.0342733260061906,0.0461201550972522,0.0447556745740398,0.120156564925154,0,0.0503712404494318
"TMEM98",0.00352883567367608,0.00651076590795213,0.00391755755811107,0.00121187524430613,0,0
"MAP3K14",0.204293657118662,0.219822379512403,0.122470999778923,0.115144919544575,0.170822364405582,0.0502862258245481
"TMEM132A",0.00123919373020282,0.000775717610689863,0.00147978475334084,0.00232832688242242,0,0
"AP2B1",0.955764597555152,1.05440412708862,0.554929622114795,0.791182972286508,0.396299839019775,0.573212967623
"ZNF263",0.202906103850734,0.191045323408628,0.0913759785948063,0.114382781404873,0.13001295390882,0.114672025578134
"CX3CL1",0.00752146064904502,0.00298463569414276,0.00559970188426305,0.00454835347218411,0.0400779573540939,0.0274512943805464
"SPATA20",0.0328706517943336,0.0440103741646612,0.0430137068479213,0.0513685445679207,0,0
"TNFRSF12A",0.214901886921727,0.391696710133273,0.128934435563742,0.224587964666791,0.256830742484645,0.174295713437484
"MAP3K9",0.0231740837799318,0.0120745636210769,0.0256554020335201,0.013044802888972,0,0
"RALA",0.74623822059766,0.681893701629223,0.559515857204948,0.457124679625196,0.347525481173867,0.52515386094983
"BAIAP2L1",0.011986632751084,0.0130603899508465,0.00399667423033897,0.0100115324654253,0,0
"KDM7A",0.1513635830872,0.174430195859928,0.0897034122415028,0.123439263708443,0.117100474708959,0.114567756652832
"ETV1",0,0.00672019790964111,0,0,0,0
"AGK",0.157006730290296,0.134046562452811,0.062687938777085,0.07249434362804,0.152112614481073,0.0271150857810206
"ALDH3B1",0.00493818548551666,0.00549242764062418,0.00218511127260067,0.00230344514884156,0,0
"TTC22",0.0470694251211977,0.030002391917422,0.038226221342756,0.042531051345531,0.0256986392171759,0
"PHTF2",0.216343851926287,0.190627883027746,0.107995807272198,0.099428411275732,0.174471845124897,0.0242408826047142
"FARP2",0.0389296046664363,0.0478583726052263,0.0339398763883062,0.0372447534367491,0,0
"GGCT",0.549620028944011,0.410927654510766,0.23035378395857,0.156312407194473,0.209361442766691,0.099058391263821
"DBF4",0.331243738163858,0.276802046614476,0.218783114572518,0.18311393401033,0.353563757946617,0.215722348065984
"TBXA2R",0.00359846520051172,0,0.0129784486362773,0.00337337161733932,0,0
"IFRD1",0.593980427108145,0.543858842783837,0.315250132144944,0.336896186996993,0.473242315493132,0.216012589883484
"LGALS14",0.0248459819826404,0.000847048495882121,0.00345309469681623,0,0,0
"COX10",0.111173313732888,0.0945109314155738,0.0437142488208767,0.0349652715460584,0,0.0301917735362213
"GTF2IRD1",0.00652850545901454,0.00679816532773988,0.0172119477598382,0.00514807066094196,0,0
"PAF1",0.210243715100137,0.220917424464745,0.146437686981059,0.172250427298964,0.0812506098496286,0.133177754062934
"VPS41",0.119196961819374,0.122339952980454,0.0725872528525258,0.0893628207916738,0,0.100732539324152
"ARHGAP44",0.0119129791442517,0.00978065265882355,0.02105682658166,0.0139148463754634,0,0.048074592679939
"ELAC2",0.235656589675419,0.23824504776616,0.154321165865031,0.123980804321528,0.0828839703610069,0.0532958539540336
"SCIN",0.00492772031659979,0.0119167434510274,0.00246357640278153,0.00341821449569422,0,0
"ARSD",0.0316142043980816,0.0483936689407182,0.0289539652565289,0.0266401742588651,0.0392017615468878,0.0526264497897769
"PNPLA4",0.0640720431995825,0.0728351993976127,0.0396942519095002,0.0455925664329931,0.0457305004722194,0.0268094939673507
"ADIPOR2",0.218638571776709,0.245541285679768,0.116235697194116,0.126138892364847,0.0897328928897255,0.0569268297029022
"CDKL3",0.0190184997658626,0.0207352354199044,0.0141830569610748,0.0132061805161915,0,0.0263979690986992
"UPP2",0,0,0.00261869587531944,0.000874281145068815,0,0
