"","conventional.dendritic.cell.type.1.induced.day.9.dendritic.cell","conventional.dendritic.cell.type.2","human.embryonic.fibroblast","human.embryonic.fibroblast.induced.day.type.3.dendritic.cell","induced.day.9.dendritic.cell"
"CREBBP",0.500014593185432,0.508158839062641,0.715708150824562,0.694677095035982,0.462755906740824
"TSPOAP1",0.0448708189219402,0,0.00980133189529669,0.0250534242841016,0.0362372029622396
"MPO",0,0.0241446604854182,0,0,0
"PON1",0.00274188996245998,0,0,0,0
"GCFC2",0.239746079484695,0.324989336101632,0.450898530444161,0.290460346582057,0.203338203112284
"WDR54",0.283564765179091,0.531930197226374,1.49692991209812,1.12141550456638,0.587520320733388
"CROT",0.281743408576456,0.429824371086924,0.264785975510957,0.242849058656964,0.289567163626353
"ABCB4",0.383252841532783,0.0638890078193263,0.0162414120846107,0.0119377451273066,0.0141265045801799
"KMT2E",1.65929931026222,1.57272310005991,1.9412905083328,2.06006777013925,1.50935138988495
"RHBDD2",1.28604874540127,1.33405142630401,0.923125945935484,1.02893217569229,1.40941071128845
"SOX8",0,0,0.0138331339007518,0.0119150797427806,0.0144910114606222
"IBTK",1.03594875390985,0.964824678082215,0.821393292653756,0.875664636511148,0.867138799826304
"ZNF195",0.179122834015423,0.252692635122098,0.29310949259117,0.221251186908986,0.165640496571859
"MYCBP2",0.63337394324216,1.40184795307486,1.34433298540897,1.3600856440029,1.10547598552704
"FBXL3",0.44752085684403,0.278925316114175,0.381455488283126,0.389132332890231,0.506370664437612
"ITGAL",0.160772093594185,0.0653639012261441,0.00353042180420922,0.00180132884177643,0.0204754311243693
"PDK2",0.520806119813548,0.516839085440887,0.59262713330691,0.7309037372562,0.690145892937978
"ITGA3",0.269119439518739,0.669903714405863,1.09170936052916,0.939286050970386,0.406181577364604
"ZFX",0.900176683250739,0.90915173762723,0.896712129233313,0.716775320516381,0.912586731274923
"LAMP2",2.07926722758334,1.01555753695337,1.44519423109586,1.46108892136363,2.08983733208974
"ITGA2B",0.0062191358081485,0,0.00488457679748535,0.00672456073230512,0.0119906323750814
"GDE1",1.26879271074217,1.70052049661938,1.34036770296879,1.16452534030778,1.34735323174795
"C19orf60",1.9817480745696,2.0587286525651,2.37232859799119,2.42447535422883,2.01236376063029
"CRLF1",0.0820721058323565,0.144020270360144,0.0553974145748576,0.0661883645947696,0.0594174502690633
"OSBPL7",0.0622451573002095,0.0632456635173998,0.0350743926939417,0.122887271517434,0.0490478432973226
"TMEM98",0.316602287243824,0.818535492608422,1.83356485386364,1.76026769813118,1.17001246611277
"YBX2",0.00190847194261144,0,0,0.00362480114063315,0
"MAP3K14",0.194468320964219,0.201455916229047,0.106966925839909,0.107707848654984,0.228714320500692
"TMEM132A",0.130397300220376,0.294411584734917,0.242583982866318,0.195678134415441,0.231620026906331
"AP2B1",0.988319195378468,1.39980297104308,1.74292052573845,1.70421363941966,1.43841818094254
"TAC1",0,0,0,0,0.00906974538167318
"ZNF263",0.176342980981094,0.158995126423083,0.297886722205115,0.265942627847268,0.212235884189606
"CX3CL1",0,0.0173930196385635,0,0.00483216991825363,0.00794250361124674
"SPATA20",0.45664921397402,0.515890644569146,0.460128588363773,0.631406357468132,0.73170360660553
"CACNA1G",0.0163041032532814,0,0.0150015584758071,0.00270201101880728,0
"TNFRSF12A",0.468061624630484,1.79102881174339,3.63785669881789,2.89738175202949,1.78363419500987
"DLX6",0,0,0.00423273727542064,0,0
"MAP3K9",0.0289155315600875,0.0721255470263331,0.0118608228495864,0.0130024740221474,0.0039501584370931
