"","conventional.dendritic.cell.type.1.induced.day.9.dendritic.cell","conventional.dendritic.cell.type.2","human.embryonic.fibroblast","human.embryonic.fibroblast.induced.day.type.3.dendritic.cell","induced.day.9.dendritic.cell"
"TEX2",0.235498452673153,0.118124699906299,0.152942222649934,0.137276238063063,0.15077516078949
"DCAF7",0.964777377961076,1.07812871587904,1.26809090395443,0.926792176161767,0.776413835207621
"LIMD2",2.48828582551351,1.89810714125633,1.70281601342999,1.71475758680749,1.29741705513
"BRIP1",0.602707198135043,0.198246814702687,0.221542992161923,0.0423651859993104,0.109730573972066
"KAT7",0.25108358103623,0.1744476721475,0.406655737220264,0.29322064166016,0.256392539342244
"RTP4",0.0177252684099555,0.019041099046406,0,0.00566978109781763,0.153603693644206
"ACTL6A",0.388319996159683,0.530712743338786,1.58980134217466,0.758729154011522,0.768109205245972
"NDUFB5",2.41405132705957,2.03409841656685,2.37187754560689,2.5201174583659,2.14317523797353
"MRPL47",1.34835348921052,1.51220266599404,2.54995458673258,2.05862827162513,1.56128118006388
"TRA2B",1.60925624355093,1.6731381024185,2.3257414724006,1.95890678470892,1.6056183795929
"SCN2A",0.00292104161957863,0.0399389721845326,0.0505077498858092,0.112611692090264,0.0573759679794312
"MARCH7",1.07347646991486,0.636668092326114,1.12590055563411,1.00933107847926,1.03363293536504
"ERMN",0.0113293346093625,0.0129747124094712,0.00487430486522737,0.0170695805284385,0.00867546431223551
"GALNT5",0.0234914971636487,0.0875657718432577,0.408931125578333,0.643978430918327,0.319198092937469
"SCN7A",0,0,0.00536745141764156,0,0
"TANK",2.14452110194983,1.50316807627678,1.0514218070468,1.14244939908109,1.60838157129288
"GATA4",0.00661937137702843,0.0594490076366224,0,0,0.00499617131551107
"SKIL",0.998415004786844,1.15822412387321,0.617625573228617,0.590813476164055,0.698378202279409
"EPRS",0.762967678301852,1.22384206558529,1.94677871797906,1.83835348976852,1.09679794692993
"HLX",0.771208741558726,0.570446615940646,0.23154378132742,0.159036380693556,0.638868850072225
"VPS45",0.399647408381022,0.26729101099466,0.436051495935096,0.343874173347086,0.338833869616191
"KCTD3",0.248011256856688,0.275241021262972,0.585596169018355,0.53444886148639,0.307867328008016
"RPS6KC1",0.371833519170368,0.463465180836226,0.243673668533075,0.304961024462366,0.365022468566895
"CBWD2",0.193633888559571,0.168426214080108,0.227455838391038,0.194846481711078,0.247331618785858
"IL1RN",0.0952454168411708,0.0866539321447674,0.00519075354591745,0.00372406814537473,0
"SMPD4",0.0754377341005046,0.12581267952919,0.269482801781326,0.137836023152096,0.142624163468679
"WDR33",0.89867065390762,0.88582398311088,1.39066802243717,1.09154972003034,0.811058349609375
"CCDC115",0.974169358804628,0.843412887893225,1.12461849138385,1.13738515379992,1.0644447833697
"SAP130",0.173708251433824,0.145607614987775,0.253648503295711,0.137118718606433,0.102468782107035
"BIN1",0.933279994246248,0.942930085878623,1.12018422337829,1.31654109081025,0.953890816529592
"IMP4",0.6907507634561,1.13988188065981,1.83066776815008,1.62183438147544,0.955998613993327
"HS6ST1",0.0762709754075102,0.365120517580133,0.188023945933483,0.295660956533642,0.0947809278170268
"UGGT1",0.338634016009563,0.475632455003889,0.58228361880193,0.462570070999367,0.351369615077972
"GYPC",2.82769946906031,2.66584265702649,1.91284403918219,2.05767704935097,1.97176069450378
"STAM",0.294674484981898,0.551222634158636,0.448492662437627,0.38763003075226,0.286549358685811
"ABI1",1.86904747034933,1.16867716139869,0.760541065794523,0.867838581943394,1.15271027215322
"YME1L1",1.11284448463532,1.22458964350976,1.44314017901655,1.21900180125855,1.02776954460144
"DNAJC1",1.00298388968593,1.66027452286921,1.45996838045902,1.37979300826677,1.06741219377518
"NIPSNAP3A",0.77944528348813,0.926512417040373,0.976069732181362,0.977104586046028,0.859549639383952
"LRRC8A",0.173285395183457,0.468727263965105,0.545525725356868,0.340349827620243,0.246595748265584
"CDK9",0.582884138501863,0.579085813541161,0.778223455538515,0.661001661062535,0.705705013116201
"TXN",5.95055387059921,5.20470028174551,4.93935585412823,4.80545898892529,5.02059374364217
"ODF2",0.219403791073744,0.336553800262903,0.660399310510667,0.371353556110773,0.379446152369181
"KIAA0368",0.303505575170322,0.432794151337523,0.570476366848242,0.512043000004348,0.438664059797923
"TOR1B",0.39831970374969,0.512105322197864,0.370781216855909,0.264550937931381,0.422531539599101
"C9orf78",1.31592507475161,1.44654074781819,1.93974700169485,1.53079164352346,1.41690746180216
"SMC2",0.475239455478753,0.874048063629552,2.23212838407423,0.677323134926842,0.543678081830343
"KLF4",1.89478927098754,1.03207962763937,0.25124594715775,0.370760397725406,0.555135101636251
"TOR1A",0.872001865578052,1.08376682510501,1.59100520923489,1.21389505160312,1.01220457585653
"RALGPS1",0.0201840917121944,0.0799006270734887,0.0249075197782673,0.0351648044821948,0.00913665326436361
"FAM129B",0.250124367690042,0.919388882423702,1.12881797415311,0.946967209446415,0.583887189706167
"ST6GALNAC4",0.243753059786193,0.653523943141887,0.591823457108169,0.753281832109718,0.464791978995005
"TMOD1",0.00419569568421712,0,0.00602291138445745,0.0162890539475808,0
"DAB2IP",0.127145931318209,0.101394284712641,0.211782487103196,0.188433531482965,0.14502539285024
"STXBP1",0.174195161002908,0.566661075541848,0.218723991073546,0.294328882977164,0.374728103637695
"SLC2A8",0.334457405312384,0.437873896799589,0.212725459356777,0.157110651358686,0.160766923427582
"ANGPTL2",0.10384695759952,0.108150926075484,0.338154455286558,0.528155572703212,0.790460357983907
"CDK5RAP2",0.393790276572523,0.710952791728471,1.05624917413368,0.501634016540938,0.379273533821106
"ZFP37",0.0243798534149142,0.0660815568346726,0.0238107419404827,0.0566636350452532,0.0454774150848389
"SLC31A2",2.10753507605289,0.830173210878121,0.235687843893395,0.157191214072248,0.480547126293182
"SLC31A1",0.993741670101605,0.998702391982079,0.888293528361399,0.722511390452037,0.783834082444509
"TLR4",0.314110424611476,0.294085787315118,0.0744489749924081,0.149237865938981,0.406477066040039
"ZNF189",0.363270599236073,0.370480615841715,0.230584256961697,0.184293191129404,0.215825347423553
"ALDOB",0.00195093367228039,0,0,0.00142337129496231,0
"STX17",0.298007438266874,0.472106942220738,0.294575712719902,0.384737779316118,0.324653840700785
"PRPF4",0.397290971372035,0.38713371910547,0.811323020106456,0.376018978903998,0.347393741289775
"FPGS",0.535328470156675,0.82802877771227,0.882408412558134,0.799800002088653,0.674986952145894
"USP20",0.0749124744164037,0.136772060080578,0.088859646242173,0.0977790196540182,0.0656242365837097
"BAAT",0,0.0203795542842463,0,0.000910292302427539,0
"KIF12",0.0028636866907463,0.0201409945362493,0.00455998749029441,0.00142337129496231,0.00336790116628011
"ATP6V1G1",3.16982771005613,3.21563342997902,2.73204521702938,2.71337704472842,3.26048898506165
"TEX10",0.290217284700645,0.270502473178663,0.529698746126206,0.310031433261664,0.229018359502157
"GARNL3",0.0461333408426486,0.00989232878935964,0.00432911075529505,0.00701315794945942,0.00413212521870931
"MRPL50",1.21326696596252,1.13960097494878,1.79251006704862,1.52721332987985,1.1210732161204
"DPM2",1.06029279499638,1.62703157255524,1.99863480036376,1.6313994951979,1.20358522065481
"WDR38",0.00276998995849949,0,0.00543178925748731,0.00657281887398662,0.0117863324483236
"TSTD2",0.17275574145379,0.181710574972002,0.218507300439428,0.215226974416575,0.215764119466146
"GABBR2",0.00274188996245998,0,0.0149707100430473,0.00522677226473286,0
"PSMB7",2.36687523624229,2.97334058347501,3.55600779525569,3.44597186883094,2.72383309650421
"TRMO",0.127830059718555,0.14607783681468,0.173005589891653,0.174445515952093,0.17119863096873
"RABEPK",0.242779983439118,0.477987504319141,1.183349019973,1.19078331574227,0.597537082672119
"GOLGA1",0.227093059189466,0.233741195578324,0.407226796814653,0.304047445947367,0.139977737585704
"XPA",0.785056759563581,0.938726665158021,0.775609710177437,0.907743637508751,0.65566565767924
"NCBP1",0.290607435030928,0.220269899619253,0.546196613546278,0.369792491455455,0.259399053414663
"ANP32B",1.29498451793349,1.96601524556938,3.73265491469962,3.05509197034117,1.68458295249939
"PDCL",0.489916816713195,0.429002765762178,0.66095457565589,0.575926941684798,0.492051665782928
"RPL35",5.04005079897525,5.69177375341717,5.66987612208382,5.65325266763807,5.35429995727539
"CTSV",0.0262216112830422,0.0445242147696646,0.0763599481738982,0.0685081782535511,0.0129574149449666
"LMX1B",0.00949814080749682,0.0559876467052259,0.0541707570435571,0.0473774402633733,0
"ARPC5L",1.22329165785122,1.73670870144116,2.4490442346354,1.76926194575278,1.59146823724111
"ENPP2",0.589796197215347,0.123778082822499,0.238087189392965,0.391509622224919,0.35275092569987
"DSCC1",0.0288741799807504,0.141657748504689,0.363578911492082,0.0455331997612056,0.0515801623662313
"DERL1",0.900107236209296,1.07675395513836,1.35151922585534,1.16942722865177,1.29469794336955
"MYC",1.20201545765758,0.536932255876692,0.990943695873511,0.845929844196706,0.971052927176158
"NOV",0.0226093504114806,0.0858802050352097,0.130825716159383,0.184536575976349,0.274659802118937
"IL33",0.0122250690088644,0,0.00530929487259662,0.00544649443608721,0.00467619768778483
"DMAC1",1.26930165180249,1.61834773891851,2.21541100056445,2.14035631066052,1.55417900180817
"RANBP6",0.16299176171892,0.192386904045155,0.294733394951117,0.255673799143439,0.191752507845561
"POLR1E",0.158222789667091,0.315726564903008,0.623552929768797,0.383301907033649,0.196888111750285
"PLAA",0.283092223425743,0.50235810562184,0.54566113792482,0.449455527867316,0.420669331232707
"IL11RA",0.340987172330244,0.548376713144152,0.786445543414257,1.02739670493252,0.967913068135579
"UBAP2",0.43648169843518,0.87369924940561,0.763497674660604,0.59783819188883,0.364026318868001
"APTX",0.453330281603535,0.720918235025908,1.06230714438392,0.828241175273146,0.595400383631388
"RNF38",0.295023922464622,0.347276005305742,0.175283838490971,0.128000291448883,0.208338351249695
"TLN1",2.0510609571257,2.94172815272683,2.79534570076427,2.76542891398054,1.86809818394979
"CCL21",0.00175824490460483,0,0,0.00320224694180105,0.0187514015833537
"SIT1",0.0176327135655787,0,0,0,0
"DNAJB5",0.0765231726120929,0.0659832091707932,0.236527049736898,0.15288583936149,0.112507527351379
"SPAG8",0.0367851519407722,0.0447678605192586,0.0099603500522551,0.0178495476066108,0.0136134494145711
"DCTN3",1.71042668708844,2.20301677208198,2.87627426757187,2.76084502872047,2.30665383847555
"CD72",0.099466305716803,0.0422358426608537,0.0183436440639809,0.0295955577798473,0.0514978040059408
"TMEM8B",0.0542333944387914,0.148511674843336,0.124398519172043,0.188458442835342,0.0805138794581095
"GRHPR",1.14711840265536,1.61723468021343,1.97961329006758,1.93430331227806,1.48907758140564
"ALDH1B1",0.0903694337728072,0.168120240694598,0.515687426778137,0.318875634036636,0.265713705698649
"HINT2",1.39496674155039,1.59257604338621,2.00614177477164,1.70966358296803,1.13745941925049
"ARHGEF39",0.0264107588270821,0.0933310091495514,0.248437792551322,0.0351835819345764,0.0214762360254924
"IGFBPL1",0.00522778494238632,0,0.0137337411036257,0.00582036807009552,0.00297656091054281
"DENND4C",0.097046076035013,0.0530637298759661,0.124856506605617,0.160303201604685,0.151334032694499
"RPS6",5.25804488557168,5.82261341496518,6.006945663202,6.1354948233615,5.59130543136597
"CNPY3",1.79590322765658,1.54936217242166,1.47054267007796,1.28832538910348,1.34147053114573
"FOXP4",0.144885936783063,0.159832383456983,0.135335395179811,0.116503644343212,0.102449517567952
"PPIL1",0.440953123215621,0.634392892843799,1.1679037942261,0.702624466569521,0.518257713317871
"KLC4",0.15121146345404,0.17726249757566,0.149100292706099,0.274675455317362,0.17756899356842
"KIF13A",0.258956260053037,0.552184742532278,0.473800498149434,0.474445445281171,0.349173391024272
"ZSCAN9",0.0634950918036622,0.0322145741236837,0.131743037896078,0.128001180655877,0.0981743008295695
"PIM1",0.727984687945838,0.323895332060362,0.683898741299989,0.674537811644734,0.734882273832957
"GMPR",1.54018855305019,1.23626712827306,0.230524590758027,0.246716554438965,1.08588635094961
"CMTR1",0.251207656011068,0.410402578742881,0.221328185230005,0.211989485804908,0.292666856765747
"TFAP2A",0.147440986531564,0.335237393253728,0.334126160965591,0.323608473882687,0.109835573196411
"YIPF3",1.79271034528683,2.0921417521803,2.32300958985188,2.60102711045108,2.15521197191874
"TMEM14B",2.07763223103999,2.76251602015997,2.98791848088874,2.82370032382984,2.07685823408763
"TMEM63B",0.174133970255312,0.234037821230135,0.236433207011614,0.228449718913867,0.254770998001099
"FRS3",0.0338356741505342,0.0185758220522027,0.0389524631812924,0.0539592144221104,0.0440846722920736
"TJAP1",0.192274007262016,0.190658335622988,0.275503698333365,0.269360070838622,0.198994838873545
"TINAG",0,0,0.00692084343706975,0.00195248518944965,0
"HCRTR2",0,0,0,0,0.00546299489339193
"IRF4",0.0063698723055215,0,0,0,0.00805638408660889
"SLC22A23",0.0114246260699624,0.0161906010226199,0,0.00198162161965011,0.0212279615402222
"TUBB2A",0.596041455450217,0.876571718799441,2.02494843475154,1.73550449667224,1.07320672829946
"LRRC1",0.0851485262554077,0.0751637283124422,0.137066086393888,0.147070217412541,0.0866577790578206
"FOXF2",0.00339194020888801,0,0.00754092638609839,0.00578415953774093,0.00721395778656006
"BPHL",0.173823002870981,0.212766506954243,0.536559182894034,0.575591269618059,0.272605095545451
"RIPK1",0.2653635571087,0.311771099504672,0.200728067413705,0.248038884514784,0.226624611695607
"TUBB2B",0.0161679979821525,0.075459770466152,0.29800811282924,0.270239343749283,0.090088477452596
"UQCC2",1.87953504936593,2.38678332535844,3.10966128443108,2.84013246222686,2.27732649167379
"HMGA1",2.16261518322249,3.07497073945246,4.98616782954482,4.64716533839482,2.37312282752991
"TCF19",0.158558629992278,0.395169043227246,0.814520184720149,0.100267492354432,0.0862973909378052
"FLOT1",1.88684331530322,1.92454545748861,2.71407034475295,2.45674398979828,1.85570804659526
"IER3",0.285130733019346,0.483667223861343,1.11568337209889,1.3171910670838,1.3583640238444
"MDC1",0.113437158499666,0.147242924100474,0.321372202576184,0.105026507186064,0.104981801668803
"PGBD1",0.0923104940849686,0.178855710907986,0.254000931489663,0.121442791410665,0.0639415896733602
"ATAT1",0.176431717478941,0.156353049372372,0.518458983155548,0.542649696209227,0.259290696779887
"TPMT",3.09892592270874,1.76347406443797,1.21466088803088,0.910791066801003,1.1191377714475
"RNF144B",0.665650568225167,0.183232851718601,0.070132526217914,0.0563994603339762,0.320408232688904
"NRM",0.659775911545267,0.836793703468222,1.33655641821564,0.869808186559359,0.404254587650299
"MTCH1",3.58371924624151,3.22718698727457,3.31428831639837,3.08593061872112,3.13635225836436
"VARS2",0.0888947135663431,0.01671113152253,0.120998017905188,0.126885678918459,0.161783206303914
"TAF8",0.233344691250895,0.458645989236079,0.504488130084804,0.386237675828309,0.319809847195943
"FAM8A1",0.212132516951198,0.346100418975479,0.212489942644463,0.382112053843452,0.302891976992289
"C6orf52",0.0525740652668233,0.0424714339406867,0.107537904137471,0.082098876590045,0.0713550437291463
"FGFBP1",0.00942306870211033,0.0364886859529897,0.00372229912241951,0.0155651925962847,0.0145711390177409
"FGFBP2",0,0,0.00762489897305848,0.00213179924284719,0.0243672402699788
"CPEB2",0.261249096915541,0.310383119081196,0.187582818015677,0.220700665369022,0.344201364517212
"FHDC1",0.00139340951845243,0,0.00411857776954526,0.00278768079684603,0
"TLR2",0.211566846534361,0.0203795542842463,0.00851972689394091,0.0039181477943958,0.0467967732747396
"MGARP",0.0514367909511078,0.154852299313796,0.476747152844413,0.594239440925042,0.304029455661774
"TTC29",0.0745857856711563,0.0193640448545155,0,0,0.00433764489491781
"FCHSD2",0.431518791779074,0.337420961574504,0.193491800691261,0.27206137050657,0.311026442527771
"ARRB1",0.417922188266974,0.316462086219537,0.164125752839886,0.132636395019418,0.184796407699585
"SLCO2B1",0.192853625165731,0.0163731920091729,0.00462319694581579,0,0.00578783416748047
"THAP12",0.4679604319783,0.575666689559033,0.735061939231685,0.529210420046808,0.392931138197581
"ANKRD42",0.121381635679164,0.168169145521365,0.089808023953047,0.168730392738974,0.173833663145701
"IL18BP",0.161498496727068,0.117504370055701,0.0205148044179698,0.0182817360968761,0.057940234820048
"NUMA1",0.368040546857802,0.514008907895339,0.798663016225471,0.716827246697783,0.447472478548686
"CCDC90B",1.32589981241881,1.32408845032516,1.98577441270234,2.1132792185794,1.53153079509735
"SYTL2",0.129403148378645,0.0627717783576564,0.231641539198453,0.30826808893489,0.0785331678390503
"RAB30",0.963234157310125,0.575268067811665,0.313157717517165,0.437642627578731,0.718424387772878
"CREBZF",0.311542955311862,0.231516681219402,0.261009262624334,0.352232127681798,0.29834490998586
"LRRC32",0.0236562127748535,0,0.177519505532061,0.230524089486696,0.146489681879679
"PRCP",2.78521967863108,1.66707847306603,0.958279816439894,1.00339425118509,2.46431259886424
"NARS2",0.133490111920741,0.169573153320112,0.445133457222923,0.270442601629476,0.170172643820445
"RNF121",0.374158888557625,0.396919825359395,0.524833422019833,0.495515430739842,0.380799564838409
"MRPL15",0.787219199709636,1.06708705268408,2.24983681147216,1.69574313037033,1.15801876894633
"PI15",0,0,0,0.0111824007352586,0.00485372734069824
"TTPA",0,0,0.00955535192958644,0,0
"GGH",0.309984637324133,0.811656304095921,2.33655381945313,1.65595946611079,0.75514627901713
"SLCO5A1",0.0214246460590823,0,0.0114786851601522,0.0066183079011066,0.00299498589833577
"SULF1",0.0519851200655794,0.181851937582618,0.453626629563629,0.85754173736195,0.335128569285075
"TGS1",0.585821312079845,0.769830893529089,1.02362760246777,0.702806915945117,0.384412949879964
"SDCBP",3.34013121778315,2.51718181528543,2.40116857974256,2.06304850006575,3.29535016377767
"NEK1",0.314268340206323,0.40840998605678,0.614845353071807,0.653321265511224,0.432393516540527
"DDX60",0.386411877974508,0.265333034490284,0.113330422073114,0.109082617335325,0.393446440060933
"SORL1",0.0159202906992528,0.0150749667694694,0.0154891725446357,0.0227227969871021,0.0167882560094198
"BUD13",0.163740107433694,0.16185993662006,0.347146581626329,0.142281174070313,0.154305680274963
"TRPC6",0.0225593773907323,0,0.0242647350811567,0.0203133710972016,0.0138910280863444
"MMP7",0.00738822927280348,0,0,0,0.0214523865381877
"C11orf70",0.0758167310636871,0.103730199368376,0.25449056117261,0.381022006089077,0.228432434082031
"DCUN1D5",0.906229225293161,1.3628369914858,2.07581630183048,1.74658793498323,1.47367888800303
"YAP1",0.841719848326717,1.22238291251032,0.989190479575611,0.88528915071959,0.811409114837646
"TRIM29",0.00499058875612956,0,0.00462434839029781,0.0088841940180775,0.0138954044977824
"SLC37A4",0.0921291184779222,0.149433942217576,0.291743522003049,0.18767594392279,0.11208157602946
"BTG4",0.0045995721126974,0,0,0,0.00477735869089762
"POU2F3",0.00279522406590449,0,0.00328549400704806,0.0058204513987151,0.00306368319193522
"RDX",1.95903402644318,2.47210430785229,2.76226844787598,2.26095118717151,2.02538456312815
"PPP2R1B",0.234354895209558,0.464055502100995,0.322852138417666,0.22361206352637,0.216552289803823
"FDX1",1.07116229646945,1.38556272497303,1.61994752336721,1.28765040098221,0.945942801952362
"C11orf1",0.443596611659912,0.497009319694419,0.45098673535175,0.534633167520884,0.310992589155833
"FXYD6",0.0590664130637287,0.0129626620756952,0.236336994561993,0.209605416644489,0.0499528026580811
"ARHGAP20",0.135568763417968,0.168030012595026,0.0355164109683428,0.0448295229444987,0.150520819664001
"MMP13",0,0,0.0102044449477899,0.0185248185736582,0.0215038611094157
"TMPRSS13",0,0,0,0.00174064556659373,0
"CASP1",0.151982181589767,0.204608366677636,0.0188946903729048,0.0461752385232593,0.251524421056112
"CASP5",0.0257324608447158,0.0154489137624439,0,0.00166921194168487,0.0113524236679077
"ALKBH8",0.0414839075093809,0.090571024700215,0.15688012427971,0.127389187497468,0.0708726574579875
"MAP2K5",0.23320559612674,0.233863594500642,0.263739704499479,0.340879340328009,0.262389008204142
"UNC13C",0.00263814934994161,0,0.00515465267369005,0.00144983207339557,0
"SQOR",0.981927811767705,0.817496319350443,0.534464464031282,0.529345548712868,0.653188574473063
"CTDSPL2",0.689627571650029,0.503961391354862,0.644654855767234,0.334483291442668,0.493704699675242
"SLTM",1.41197107043912,1.71831707891665,2.24682214768206,1.86049561233839,1.25001442686717
"THBS1",0.371220540580148,1.42801428154895,1.64007145518162,1.91348371001787,2.06699591477712
"MAPKBP1",0.296982187618793,0.24154080058399,0.171170802194564,0.190599001161248,0.153494718551636
"NUSAP1",0.262589046043898,0.73366873672134,2.65102813126611,0.329997440719487,0.24402402083079
"NDUFAF1",0.489665288319172,0.531329493773611,0.881212637658979,0.741932623392277,0.622703148523966
"KIF23",0.174561516805129,0.434367217515644,1.31246700423663,0.0965308922772354,0.135454089959462
"ITGA11",0.0582100332115046,0.220549734015214,0.639700094207388,1.31098112172927,0.521232908566793
"KNL1",0.104259565721416,0.465563802342666,1.05235225997987,0.0486408119885382,0.0630396629969279
"HAUS2",0.326443579400404,0.663312897870415,0.748433136158302,0.37765153244193,0.351076856613159
"RTF1",2.53408639174445,2.52988569987448,2.50815288629688,2.17320293254404,2.14787242921193
"PARP6",0.162451456340655,0.101325709568827,0.168392431345142,0.14751448265849,0.184394440968831
"RPLP1",6.1392244792825,6.78683669316141,6.52643480457243,6.63123293064433,6.27527114613851
"PAQR5",0.151391715972455,0.120530361407682,0.0990075900906422,0.114794662767936,0.0816672979990641
"LRRC49",0.0361599892322561,0.0551200195362693,0.337252608674471,0.257493601667572,0.150149197896322
"TUBGCP4",0.145103939389032,0.206175895113694,0.380628960054429,0.334710454174556,0.243822142601013
"RMDN3",0.293899673367254,0.427325018142399,0.736303315592594,0.594460270976549,0.4351200188001
"ITPKA",0.0228715665044059,0.0762347484889783,0.0172248988855081,0.00232022389198558,0.0115345033009847
"UACA",0.28649583298554,1.18920058168863,2.65423909523448,2.45109376005543,1.01284173313777
"SMAD6",0.0909845687462801,0.220375572380267,0.151589651576808,0.203315533872588,0.277808484077454
"PLCB2",0.671261726814652,0.317984766866031,0.04424970462674,0.0364155680935816,0.148186439196269
"TMEM62",0.159980996309716,0.106618376154649,0.100857469292938,0.0686283222087676,0.0964320375124613
"PAK6",0,0,0,0.00141987060881663,0.00967450555165609
"ADAM10",0.70849545966274,0.834593594074249,0.857347287115504,0.75871076402617,0.966532540639242
"DUOX1",0.107733613816617,0.0660516792222073,0.0275232420593012,0.0553290015834813,0.0507966922124227
"SLC28A2",0.0106664787639271,0.0188347132582414,0.00439044491189425,0.0061738748927641,0.00647862911224365
"STRA6",0.0893197961994801,0.113562467066865,0.0466682766304641,0.0670828898845998,0.0405312751134237
"CYP19A1",0.0132492786214613,0,0.00353042180420922,0.01677543020661,0.00759565416971842
"ZNF280D",0.463818782888671,0.554824411084777,0.886914060350324,0.720445249077711,0.531745724360148
"SEMA6D",0.00314402978362754,0,0,0.0215021071976283,0.0377873605092367
"BCL2L10",0.00870229251309538,0,0.00312429451551594,0.0251610616523639,0.00301113096872965
"RSL24D1",2.49588232557937,1.8993189844646,2.62512547149033,2.81792929661731,2.29343378067017
"SPTBN5",0.0562003711601356,0.0250021532962197,0.0117110787845049,0.0054001861213901,0.0156683642069499
"GCOM1",0.00704116126823071,0,0,0,0.00323959350585938
"GCHFR",1.53064798645274,1.26716061642295,0.239556107364717,0.289455856690448,0.666281067053477
"BCAR3",0.378780444278788,0.43823708436991,0.408714409148107,0.331512944586345,0.312281562487284
"TTLL7",0.197665605009819,0.262316866140617,0.427211670015679,0.416674987347371,0.085401343981425
"FNBP1L",0.618917481134022,1.06302397502096,0.595609341293085,0.557934726050817,0.566582659244537
"KYAT3",0.52133396505646,0.330305317514821,0.609328228528382,0.665254031624576,0.759964310963949
"GTF2B",1.34906532835208,0.920842646768219,0.893293875553569,0.739474131017739,0.675162437915802
"BRDT",0,0,0,0.001756647461277,0
"RABGGTB",1.34111950724819,1.19639457919096,1.24016454747466,1.20034475526939,1.06038460191091
"IFI44L",3.16414209818796,1.57295055609,0.295343094380175,0.294031334453814,2.84667817115784
"GIPC2",0.0168556912710583,0.0473651752660149,0,0.00712447393367847,0.0100613161722819
"ARHGAP29",1.7116004200946,1.94936148351745,2.19397235581132,1.93694196164387,2.13018026129405
"IFI44",0.735679377983143,0.432847507690129,0.128750988108213,0.168189502985427,1.1371921505928
"SLC44A5",0.0150217817532994,0.0410854094906857,0.00353272469317327,0.00194177978265713,0.00444720077514648
"RPL7P9",2.3243698164793,2.54022341809775,2.30299381858013,2.37932570239964,2.63718148549398
"CLCA2",0,0,0,0,0.00799062156677246
"DNASE2B",0.0062309185074079,0,0,0.00200458598520022,0.00381458536783854
"DBT",0.186364000162079,0.196170295539655,0.217999477855495,0.254649294468912,0.196778129895528
"RTCA",1.17185525593377,1.26249864226893,1.51984191800727,1.34906386430243,1.0999742269516
"IFT172",0.0350782442181363,0.0203795542842463,0.195279572049125,0.197119942406936,0.0727910610834757
"SELENOI",0.0951605768725691,0.111586413101146,0.178344266531897,0.153219554347662,0.151279003938039
"CGREF1",0.0460419329729947,0.0382335405600698,0.113358660799558,0.116621191112603,0.105006528695424
"HADHB",1.34790961275738,1.32099540531635,1.74008224479488,1.80083165983629,1.7476016813914
"KHK",0.0491709137449459,0.0888394274209675,0.182633782996506,0.0698840330793477,0.0246193663279216
"ADCY3",0.0290078017618749,0.182968613348509,0.158273512809003,0.164807874870536,0.122305019696554
"PPM1B",0.763944548445863,0.542094162420223,0.519554744392145,0.386070372368703,0.576909228006999
"PNPT1",0.608379958733115,0.557178654168781,0.653119496439324,0.331004884393312,0.744786468029022
"DYNC2LI1",0.448229376150637,0.362445164667933,0.443433144835175,0.532773424653689,0.489155779679616
"LHCGR",0.00225469597195429,0,0,0,0
"THUMPD2",0.32351293800492,0.603486515189472,0.505275623915625,0.452979212785681,0.336779946962992
"CYP1B1",1.19569168230156,1.27016515167136,0.705798408828798,1.27525079294542,1.58431903966268
"RAB1A",2.40412378576558,2.37954745010326,2.97467727504793,2.93019210997559,2.69548677444458
"ACTR2",2.75778941298681,2.72699840915831,2.80481964877394,2.53635352636297,2.45100268268585
"PREB",0.426967235686385,0.633229196071625,1.02372313620614,0.859675969712077,0.595986652056376
"SLC5A6",0.131324055907014,0.179272496386578,0.464141171291226,0.247390333005908,0.208907964070638
"ABCG5",0,0,0,0,0.00643277740478516
"PREPL",0.425509709927058,0.39516818523407,0.508739976804765,0.593942284584045,0.581442358493805
"SLC3A1",0.00313972873900065,0,0.00326055268772313,0.00716187308538977,0.0062586727142334
"EMILIN1",0.253439045129327,0.469117352052739,1.58388359703001,1.85892397106357,1.23307371330261
"FBXO11",0.69243841876789,0.496610175622137,0.626227616482094,0.54840865955954,0.535527119318644
"SIX3",0.038593975422776,0.185036960401033,0,0,0.00569055302937826
"ATRAID",2.34557640242886,2.1660014736025,2.73416741715103,2.90135886745783,2.75628862253825
"CENPO",0.0520271984013644,0.134048758368743,0.497432136340219,0.0909337987121752,0.0849443753560384
"LRPPRC",0.413496700753086,0.329849502757976,0.70714189576321,0.651974697637617,0.595610506852468
"TRIM54",0.00666510638589098,0,0,0,0.00251964966456095
"DTNB",0.05006611568366,0.188726511440779,0.105007093069983,0.0995631284265789,0.0544491545359294
"ACTR1A",0.849054923526431,0.929459396161531,1.82600407522233,1.52717057529869,1.16649286079407
"CYP2C9",0,0,0,0,0.00850194994608561
"MFSD13A",0.136232382401907,0.0773593971603795,0.151845559722087,0.092160403875839,0.118567892074585
"MYOF",1.65793075643355,2.14005833236795,1.99791814694639,1.90229106170433,1.62852099768321
"LOXL4",0.0601270123625067,0.203663053481202,0.0123519207610459,0.0404618064906305,0.265672658284505
"STAMBPL1",0.0971836212172358,0.140615692264155,0.183690989017487,0.117669356547121,0.0240753997166951
"CH25H",0.00840182030134608,0,0.00786732923789103,0.0335886012785809,0.0230610787073771
"LBX1",0.0028949144377558,0,0,0,0.00938259887695313
