"","macrophages","mast","B.naive","B.memory","plasma","T.CD4.naive","T.CD4.memory","T.CD8.naive","T.CD8.memory","NK","pDCs","mDCs","monocytes.C","monocytes.NC.I","neutrophils","Treg","endothelial.cells","fibroblasts"
"CD4",0.962278138299014,0.166866352522555,0.0463813894242632,0.0332662383568879,0.073295383110369,0.580500414752496,1.12997129593102,0.0028983282132083,0.0173036220069099,0.00841008841223605,3.09936640544455,4.05541185403016,1.52868288063239,1.78467353875308,0.0123256474277316,0.890321156951898,0.0140323427874306,0.58646851599732
"CD40",0.202102486815055,0.0116215190193129,0.405975138475513,0.370684974933471,0.208262575413492,0.00693473877284367,0.00623457108016701,0.00369183501114334,0.00666681776755685,0.0103271978113497,0.0353597083663161,0.202248964655021,0.0609173903294569,0.108192846434281,8.91511623987121e-05,0.0174693543640016,0.218811273234749,0.110526617118879
"CD40LG",9.46506717458563e-05,0.00248976234186369,0.000222004010558982,0.000117590732541749,2.4255150930474e-05,0.121509163333825,0.204372839300534,0.000570322119314523,0.00585417574462368,0.000391106276757715,0.000246380220467624,0.000625815476415929,0.000277537030965966,6.6082141156399e-05,7.83909523850965e-05,0.0936491900755586,0,0
"CD5",0.00276554355825965,0.00233591540222778,0.0186209912695856,0.00237671627587121,0.00136802442317331,0.387074926357047,0.806523354506101,0.223104744684814,0.401923370419619,0.00469169267870684,0.0184398279579662,0.123191708955914,0.00175944391796564,0.00343663479886354,5.4767440681036e-05,0.623559533035346,0,0.000593164283574345
"CD52",0.35755261558387,0.117307688898225,0.323850454561489,0.313797565577199,0.479580034696672,0.217752018709642,0.398777733844936,0.106607699550106,0.266032915488143,0.0879824205146947,0.000225981564849975,0.584909929120124,0.102109238875281,0.338864085246462,0.00380436062572374,0.435288201403565,0.00721940670744655,0.00319226614744063
"CD6",0.0270025347146284,0.0870523368348982,0.0315927327963868,0.0198136646621549,0.020875235959005,0.606444761665324,0.891421059699648,0.317895886997025,0.476445129365901,0.12621665927346,0.0100816808073443,0.0998874037834403,0.0271901661314331,0.0345407246415155,0.0375622935127687,0.66450905751474,0.00195993851883454,0.000608732354057483
"CD68",3.70503412944219,0.2533472599901,0.490586680463016,0.690720105108291,1.42774446620258,7.49640670208668e-07,8.24257119644928e-06,3.34373697521955e-06,5.40861909308332e-06,0.00681728595517746,13.7258458020257,15.110331698017,21.8530640181735,24.2782128154541,0.508180737171422,5.32840700950876e-05,0.117730321236682,0.920773873980188
"CD69",0.00601886254528882,1.01071873771964,0.112096477761178,0.0475086936712932,0.0438653367798416,0.161169070356086,0.302518834988571,0.082108524843964,0.210917460886431,0.0570815195734001,0.000706392708913716,0.063755299203892,0.00162811486514034,0.00410448139639953,0.00195742425890529,0.293102620727168,0.000985752424476055,1.980798115985e-05
"CD7",0.025160647686966,0.0903852539694274,0.0107137120382746,0.00830132270253094,0.000376061763891626,0.49650854875187,0.410453548760366,0.40490266795478,0.497226040106444,0.914720949299971,0.0719722830818687,0.032298831335788,0.0116695321778275,0.051962134724034,0.00358493876432915,0.430312189561949,0,0.00308428339582563
"CD70",0.00260604056143875,0.00604067226379983,0.000492700810545781,0.042191221826776,0.0875665203872682,2.59867661996696e-05,0.00519356180021382,3.62093757916274e-07,0.0131601948418117,0.000352188374575757,6.55116717185976e-06,3.24443296300112e-06,6.44869247968226e-06,1.15015074940498e-06,3.00815103763293e-06,0.0159932631364207,0.00239179246680527,0
"CD72",0.0758878513659201,0.00943051128998556,0.707859346317894,0.244162235568028,0.0433742821976189,0.00612577564704103,0.0127567991080355,0.00738683730737234,0.0182077385322426,0.0434378049972825,0.0618576363565086,0.313005505186447,0.0137293044351608,0.0134116870454118,6.33453867842836e-05,0.0178228375061197,0.0049306233427758,0.0111797495230317
"CD79A",0.0177767780757768,0.0354507726478772,1.77811791831426,1.70245730509037,4.62956456631072,0.0062589490120041,0.00264516730884579,0.0242187516654601,0.00406683224821709,0.00167600872753502,0.0549716670647281,0.0166276101954344,0.00119493562906632,0.005544759947238,0.000154800153122683,0.01388588986092,0.0131759461642228,0
"CD79B",0.00091533303515028,0.00710686523702222,1.36513329974071,1.1047775211364,0.667898437147496,0.021932262468514,0.0492842776379618,0.00878186056757017,0.0197714436910475,0.0224716998133903,0.00820663211229334,0.130006459608653,0.014689096240285,0.324788794370404,0.000455929302290238,0.0743536913335887,0.0172415716716414,0
"CD80",0.0308096191215922,0.00117338759639022,0.000190423453013862,0.0132170510746067,0.00905196358065589,1.36728799471567e-06,1.17324093702535e-05,1.12637487251417e-07,4.50164630346181e-06,7.81106950535103e-06,1.473384977644e-06,0.0110534699314303,0.00278420388898373,0.00448012332912777,1.26303915937543e-07,0.00433102919442929,0.00121124978411039,0.00351984754705
"CD84",0.119379813259265,0.184047585448947,0.0112065620295168,0.0104145167002791,0.00171589178334243,0.0128303104193246,0.0550289495745788,0.0118123456075362,0.0593883602605903,0.00399374157664303,0.0125506039100128,0.0416072110937329,0.0239084202850753,0.0130144032726541,0.00119346877568379,0.0341943365493209,0.000219351763195536,0.000193154763235463
"CD86",0.245458895297514,0.00292241279357036,0.0427440834246559,0.128661119510778,0.303137621289322,6.38042691545314e-06,1.46223248552955e-05,7.30891559343993e-08,1.32072225945044e-05,0.00284580520613936,0.0654515929884905,1.86588391707497,0.587021220901967,0.649279070591423,6.06366152399684e-06,1.42051208194067e-05,0.000457136267382148,0.000947295435264862
"CD8A",0.0028584175669938,0.0020911846027356,0.00171049671295719,0.000715353830086074,0.000479933762435865,0.0207639910043652,0.042412426148604,0.621437407378483,1.74595034705407,0.13452451653314,5.81029478428116e-05,0.00141443927268019,3.39978432251247e-05,0.00449233818009965,0.000297889465023525,0.0352083241496589,0,0.000679720080585193
"CD8B",0.00331744984589933,0.00434978258762163,1.69286155032016e-05,5.67541667509158e-07,5.98469575960083e-06,0.0109564934765511,0.0120080356758214,0.471978422068577,0.493664433706273,0.00250485173864294,1.14310643489517e-05,7.46956031692828e-05,8.82663728849383e-07,2.30932305960687e-06,1.47759744615274e-05,0.0181246884579224,0,0
"CD93",0.061602211946796,0.0375898520717141,0.00925787663763341,0.00468152181939385,0.00561270335848876,9.34349189751027e-05,0.00114731669840281,0.000102261529879744,0.000609845868793056,0.00455601085605777,0.00691433006288945,0.321877249004801,0.283570709116701,0.0907642867942516,0.0708352578155362,0.000722198359516071,2.78262645522138,0.00342402816705713
"CD96",0.0045748696712167,0.0042294830140338,0.0371531329526762,0.0432952360979232,0.0109097314772068,0.263133591037164,0.449416289078087,0.249907318674701,0.402469231351069,0.252471674063487,0.00220821764052116,0.00276500627376242,0.00145479467029005,0.00974228853750172,0.00163594889294823,0.316597358208894,0.000240973167520588,0.000621997126823065
"CDA",0.0240539923847286,0.00566391794579348,0.0057643195012092,0.00688711693918508,0.0104114591124294,1.58166171735516e-07,3.35194331070443e-07,8.01347606817633e-07,1.86499457844953e-07,6.49233910896651e-06,1.59498388135164e-05,0.0254902202718683,0.213578002761338,0.0837906619563244,0.317857431039346,1.88959831839663e-06,0.123344625540614,0.00100487372027361
"CDH11",0.000386669309142994,0.00304975068141284,2.93227114148399e-06,1.25207745241741e-05,2.56564467109813e-05,4.59230858866759e-07,7.76206458930887e-07,1.02824332745741e-06,2.95245262363951e-06,1.6510069119384e-05,2.12048917004479e-06,1.85952346485509e-05,9.4381951022607e-08,1.00947004610875e-05,3.30165413714493e-07,2.71237755151363e-07,0.034358772442309,1.28199532195213
"CDH12",0.00283572560478126,0.00277200800769135,0.000111951472135123,8.36429720665659e-05,1.55370936850238e-06,1.21617418205163e-06,0.00018291880096872,3.29959830524696e-05,1.05156348986687e-05,0.00167287861674199,0.00188599766829327,0.00113803429860809,9.98942248445488e-06,0.000131011829271545,0.000935861715556977,0.000138640071934596,0.000402405483584768,0
"CDH2",0.00310087122826162,0.00185403805945064,4.32666264033989e-07,4.75664436063679e-07,4.75489452416953e-06,3.28213346536593e-06,9.57069444001304e-07,2.83161273763416e-07,7.98348107826815e-07,2.67306754754129e-05,4.12245235417346e-05,0.0018130181336165,9.7292789217911e-05,8.99430448886027e-07,0.0212338172545751,6.39264609924218e-07,0.00230640166481877,0.093850233656049
"CDH23",0.00301205067646424,0.00317725229479392,0.00129656882372332,0.00093531370666939,0.00438412084463282,0.00323396949288117,0.00406809476955183,0.00468973653481749,0.00206277217147084,0.000672088630207425,0.0457228477067995,0.0386357930271715,0.0214114596960217,0.0993721941858234,0.00903476958340678,0.005250322056438,0.00403681961577713,0.0218515031003182
"CDH5",0.00033587870513126,0,1.0645305442984e-07,1.9004209153139e-06,1.16989256539263e-06,1.03708401508489e-07,9.83813291343145e-07,4.10169694053695e-07,1.21357803415812e-06,2.50644649618422e-06,1.2546443615533e-05,2.72123930614547e-05,8.75146583169188e-05,3.04605840805687e-06,7.81219028154287e-08,8.35577689189228e-07,1.5833962987136,0.00269432382813
"CDHR1",0.0334320284996234,0.0805989941178516,1.73939454018426e-05,0.000384841128553958,0.000191473800972938,0.000879129426963217,0.000841670976389174,0.000152444378624317,0.0487723043232054,0.179076671226845,0.000249609399059594,6.33899465645207e-05,1.93607539778631e-05,0.000354467353329445,1.85241642360192e-06,0.000142537130312026,0,0
"CEACAM3",0.00279225640341291,0.00283385756102421,0.000578548515276821,0.00012091003848506,2.80477598938808e-06,1.50769071850581e-05,2.04448009772621e-06,1.80396696774182e-07,1.72029363572412e-07,3.89155950348556e-08,5.30798877508709e-07,0.0109264395008548,0.0050041964092451,0.0362600977364801,0.126721053791372,1.95517923985017e-06,0,0
"CES1",0.0190763345919149,0.000338386036136535,0.000303955013107311,0.000559950087166338,0.000714418950794831,4.04935779378862e-07,8.60407982077987e-06,2.65086135094821e-07,0.000334691316055702,0.00109941395127926,0.00717887739543811,0.677754332457603,0.138581145011802,0.0104945113135427,2.03983453495517e-05,1.03694385581141e-05,0.00176290242876323,0.225688328215573
"CFH",0.0075064988293747,0.00224337352793435,5.08972218351868e-05,1.03031391651472e-05,2.73376845319003e-05,0.000421972597997185,0.0226216511829578,0.000102615760556245,0.010328452144219,0.000101692214386797,0.000252967013327914,0.000648506589825807,0.0022632061323427,0.000198309860579106,0.000105783910526601,0.00290056213247101,0.152925538120592,1.4491236507898
"CFP",0.00191241715166332,0.000498872559393901,0.0148992153431998,0.010402624668226,0.0140274935938068,0.0102688085392361,0.0083536747704323,0.00285869795442104,0.000770666651036013,0.00135712437325942,0.0105994919572306,1.62700444362275,0.47898756475345,0.483042433094369,0.0881207852748687,0.0138162584298422,0.0072114570158739,0.000502226016384983
"CHAD",0,0.00161838154178097,0.000109938826631496,0.0259883669070723,0.391651392627744,2.34810631510198e-07,1.13868418898715e-06,1.57740337932004e-07,5.11761162859289e-07,1.15700159357993e-06,1.68993379369456e-05,1.41338518213248e-06,4.53800069177976e-07,5.85252630082213e-06,1.76879144486356e-07,3.56114429975574e-07,0,0
"CHI3L1",0.273206152153733,0.0193489291309234,0.0037577501731704,0.00157295694142593,0.00647351240743695,0.000810961644855431,0.000812801258739543,7.28935889322505e-05,0.000711487947090968,0.00127463402032002,7.0710581732384e-05,0.00209598311619325,0.000242157389646399,0.0015175069920332,0.631359511844129,0.000517793963279564,0.0037699806101346,0.587658324819275
"CHI3L2",0.00360421752291396,0.00447003496301766,0.0451058351672276,0.027479604275906,0.00215194939092916,0.0765375916697892,0.0304593773105909,0.0213492501815238,0.0546289531415817,0.0309944894456425,0.00134453521539114,0.00594469293486993,0.00573373638564172,0.00449179177788777,0.000520872868836246,0.0384798982652155,0.000232801567533913,0.046180465875238
"CHIT1",0.155732512537034,0.0012820022647801,0.00955874612834511,0.0105910808555847,0.0182505312924932,8.24079031847862e-05,9.18002337825216e-05,3.27055479435947e-05,1.56045693084023e-05,0.00017376547064306,0.000305732468049483,0.000492710622780414,2.11926333697198e-05,0.0106710266928211,0.0211863136753305,0.00143438989665045,0.00056116361308407,0
"CHL1",0.0116701384342182,0.0208400466872122,0.0378752707739242,0.00391900197245612,2.082212045337e-05,0.000120801200801295,0.000148943712297902,3.64244039468415e-07,1.84767184789477e-05,4.89614238337262e-07,0.000106252456545535,1.88822392308025e-05,0.000738051826546191,5.245884468718e-06,4.08438164454802e-07,0.000159612707598798,0.217227812043204,0.227513013003008
"CLC",0,0.0483921711926317,0.00806441813045759,0.00453515768701598,0.00797180924652149,1.50416741109125e-06,7.5217035700271e-06,1.08617079636117e-07,3.01835356523801e-06,0.000239528326463884,0.00238972557838065,5.37150523821957e-05,0.000999810543480921,0.00108150900916508,0.00441623044394926,1.23224523056322e-05,0,0
"CLEC10A",0.0699101319692571,0.00486709867609901,0.0018213738013317,0.00197810005023438,6.5964370594941e-05,1.01632120817462e-07,3.05711192591669e-07,6.82741023240104e-08,2.26356633919765e-07,0.00115680312092006,0.00712500998182273,2.94974723868164,0.0508632060507352,0.0282795557836187,4.64623680518511e-06,1.54135545479113e-07,0,0
"CLEC14A",0,0,8.30451447595124e-08,9.12981326104892e-08,9.12645465801446e-07,8.09040122162615e-08,1.22699240693791e-07,5.43494395674065e-08,9.53968490875861e-08,7.30561287885132e-08,1.34706797328797e-07,3.60219085909292e-06,1.5635683147899e-07,1.72634979978438e-07,6.09437161098242e-08,1.22699240693791e-07,0.68670506485063,0.00133241034414286
"CLEC17A",0,0.00094631746973929,0.0863523430223846,0.0495850556117842,0.0230969258131256,0.000116606429309768,0.000171885033015188,0.00012421063748495,2.9933719969946e-05,0.000121463174446596,4.05155912590377e-05,0.0769655456846947,0.00249061298334917,0.00142090253650394,0.00649079189279361,0.0002244500735044,0,0
"CLEC4A",0.0264607366270761,0.0206281772210345,0.0354378522196236,0.0228103317941609,0.0278882157628843,0.00569152999039341,0.00790559092374669,0.00426886304163375,0.00498032859453346,0.0056517232036619,0.0842037881573555,1.01837134431731,0.325812309579891,0.172151294232931,0.132553837568388,0.00898110433937058,0.0025441099346972,0.007187762171911
"CLEC4C",0,0.000340530037974488,0.00186768868232684,0.000679337024571524,0.00169776883970697,0.000601559742916408,0.0004677736109762,0.000187509978173116,0.000333013068056949,0.000365891246927214,0.25339450700099,0.00320492619108819,0.00220523020014611,0.00100221760856653,0.000859355609231117,0.000729220439602605,0,0
"CLEC4D",0.00262490072687732,0.00559851750530785,0.00258010817425905,0.00187624090158782,0.00162532876216114,9.38490201556917e-08,2.58300125558266e-07,3.55862282468736e-07,1.10660776487558e-07,4.91868533673514e-07,1.43246502722024e-06,0.0108478099673643,0.113644715518429,0.000716629401319838,0.0408153652481912,1.23965278493729e-06,0,0
"CLEC4E",0.0316467418944906,0.00243125268249968,0.007532050612198,0.00525371571964123,0.0163591350876545,0.000490789807083793,0.000849400291651313,0.000594649335703771,0.000731994934761954,0.000764299719438369,0.000648952150094584,0.0752832329789746,0.383582433622048,0.0151743637329954,0.30411120876289,0.00100035131237927,0.00176958198800687,0
"CLEC5A",0.101739567344156,0.246152829844212,0.000378808286487862,1.58281860921353e-05,1.73834417299617e-05,2.49545013047273e-06,7.27886668688057e-06,1.72966925797202e-06,1.40516124914059e-06,2.4613977044538e-07,3.17236211421853e-06,0.0266965064161323,0.094234855904626,0.000256883878394329,0.0035085526164806,4.13396705232222e-07,0.000765518751501005,0.000416932272710695
"CLEC6A",0.000478036679595539,0,0.000138005754620068,0.000258834237248699,1.23132603500458e-05,1.57553801178491e-07,2.38946515054735e-07,1.05840990591125e-07,1.85777389556695e-07,1.42270704192617e-07,2.62330227912561e-07,0.0203312579191983,0.0642338728127872,0.000605539897212423,0.000815025829336527,2.38946515054735e-07,0,0
"CLEC7A",0.199628873599315,0.00426562244836689,0.0207128214996357,0.0120362657874883,0.0199101663681246,0.00148032240815113,0.001411763265775,0.000819414219910378,0.00106085535840131,0.00131845602176605,0.00197707360563647,0.554069378040609,0.59340839517572,0.570642500557808,0.373828294951023,0.00146050335561528,0.00326585342655615,0.00228453775523835
"CLEC9A",0.00137616256567923,0,3.29368747418441e-07,1.387811413497e-07,7.20431362686427e-07,6.38646549529247e-08,9.68573060251737e-08,2.20203806631374e-07,7.53051262067117e-08,0.000159578735759648,1.06335926928084e-07,0.0416765750311696,7.83832598681963e-06,3.60268053688738e-06,0.00224374699522947,9.68573060251737e-08,0.005088903670004,0
"CLECL1",0.00303481647125006,0.0142331647819552,0.0058164540056391,0.0270477426662313,0.0566608761333929,3.53978408632247e-06,0.00232783449389941,0.000187882701369144,0.00456809667070764,0.000506447717089493,0.0169385149272042,0.035569172208145,0.00383595571131255,0.00597476295140947,2.79569192557512e-07,0.00154524311684767,0.000183476011066315,0
"CLIC2",0.0615225121360523,0.00581324588802537,0.00221978918461094,0.000555405945085297,0.000664067336472389,1.26696144516414e-05,0.00112529505083906,0.000393031973807164,0.00180889187485573,0.00234130257292732,0.0180492438590411,0.826878888264032,0.015050540241775,0.0445592628779571,0.0017588815244977,0.00140909471456321,0.284050883949018,0.073622813058189
"CMA1",0,0.533676277741335,5.11979700128794e-08,5.62860004538471e-08,4.32703053380738e-06,4.98779453436418e-08,1.21669612052764e-07,3.35068472124031e-08,1.1569785266093e-07,4.50396648931473e-08,8.30477758831382e-08,3.00228096191869e-07,9.63951883346346e-08,1.0643079199519e-07,3.75722693831154e-08,7.564502492994e-08,0,0
"CMKLR1",0.271503887258971,0.00823236650137445,0.00391490319886122,0.00149591332591966,0.000718960468023419,0.00188004438242432,0.000881279214522907,0.000320751576018563,0.0137393371589267,0.22601446450696,0.521757862589641,0.0145925984863421,0.068612553552322,0.116377182635447,0.00027678631031029,0.00304943762192811,0.148447262162902,0.0727249897685627
"CMTM2",0.000342750196774865,0.0107550839805478,0.00116693006533639,6.75654773964623e-06,1.63792541228055e-06,1.45198483452829e-07,1.4760822099107e-06,9.75409746132769e-08,1.71208787231343e-07,9.73444027319541e-07,1.72875920910389e-06,7.2998549759641e-05,0.00671016192111408,0.000274036606927377,0.316784623919929,2.20208407241035e-07,0.000514015921497867,0
"CNR1",0.00465064359788903,0.00565857811551302,0.0286972660971371,0.0436439763817698,0.00454505382478426,1.14735301702827e-06,2.38437126286064e-06,7.70765154326002e-07,1.35288547029109e-06,1.03605701969202e-06,1.91036570493281e-06,2.49180290230898e-05,2.21739908091162e-06,2.44825021277578e-06,9.92828726284418e-06,1.74007864555329e-06,0.0264292247628048,0.00162034702359191
"CNR2",0.00447320762709109,0.00327674883997667,0.0176819551547948,0.0180836200590345,0.000864023220041121,0.000367802263992803,0.000494887205810529,0.000297945613276744,0.00155350064074954,0.00302412273673389,0.0022139220826245,0.00157627549711135,0.000444090460876985,0.00046265845507259,0.000328980843466076,0.000355661034779672,0,0
"CNTN4",0.00477027528099311,0.0103620506719633,0.000240340351226138,0.0001915279222427,0.00068323593104067,3.39124848488095e-05,0.000198539042707295,2.26245311303449e-05,0.000204087964280773,0.000275715317282862,0.000211808380536808,0.000863626900674739,0.000316964003367581,7.61997669624033e-05,9.35619985153349e-05,0.000593033304157836,0.00441604608623093,0.0505868665885045
"COCH",0.00261133358222662,0.00316923026447979,0.020566607882965,0.289800030525617,0.840803577092677,0.00175783129024495,0.000629623559840182,0.00189614339218185,0.00106988933189789,8.87849878235611e-06,0.00487352952153141,1.10128511959977e-05,0.00618689587634967,0.000176865578564965,1.2494445313077e-05,0.000387227309176456,0.0066400284507486,0.00735133362177583
"COL12A1",0.00188990881813299,0.0344519794848141,2.00058486359362e-07,2.1994020566023e-07,2.19859295807968e-06,1.94900427607848e-07,4.31255200092826e-07,1.30929588307924e-07,2.29814148523461e-07,1.7599461819266e-07,3.24513107346104e-07,1.17315546830448e-06,3.76668752016952e-07,4.15883347391107e-07,1.46815417485915e-07,1.37620305161122e-06,0.117077141226431,3.36081708837338
"COL13A1",0.000727099631832257,0.0484674619708906,9.31624304791464e-08,1.0242086947806e-07,1.02383191703807e-06,9.07604464464267e-08,1.37647535133835e-07,6.0970763552063e-08,1.07018927437463e-07,0.00761428568553944,1.51117957317728e-07,3.7027151708763e-06,1.75405587945977e-07,1.69948947611326e-06,0.000113459826296424,1.37647535133835e-07,0.0129144197909772,0.0442135150233333
"COL15A1",0.0015627694350239,0.000609278745491996,0.0001601481884798,0.00173831943076826,0.000901649452156662,0.00119402207347818,0.0014473246604243,0.00104368250887402,0.00172468717709836,0.00238420613935542,0.00154952126478024,0.000709483266763774,0.0057849563708539,0.00107555536775664,0.000862577954877541,0.00317036931192644,1.31608487148197,1.08024034784691
"COL19A1",0.00467598034692913,0.0143960930658391,0.0570900196523454,0.0155620062912566,0.00747518028762582,0.000516545434997747,0.000891697161697282,0.000699780559055851,0.000801336374453903,0.000773564643134914,0.000480135431264588,0.000889031551073814,0.000983094242011564,0.00100064036830595,0.000571425526006288,0.000492384005773186,4.6102420561217e-05,0
"COL1A1",0.0554191948395828,0.0368912737853367,0.0055052873423976,0.00433107227721089,0.0101605238293937,0.00589048405689934,0.00685536904910058,0.00418278620239824,0.00252000708119909,0.00630819145137627,0.00599732916539887,0.0188133001580413,0.00227476439982518,0.00399698364400816,0.00488587636991504,0.0117182484639451,0.0678331068340855,53.043292629564
"COL1A2",0.0159085144151591,0.0139624318038496,0.000241886139600943,0.000221360417985886,0.000522965374188597,0.000289090449598535,0.000348047155650705,0.000293895310661409,0.000302477047882826,0.0002573362671536,0.00040536804414689,0.00154816929837261,0.000207232559960464,0.000308496215657854,0.000152038606989228,0.000232696457528823,0.11532475572166,39.7585627951082
"COL24A1",0.000935373930875623,0.000818939583598774,2.07885606757956e-06,0.000121961538092185,0.00995193295449065,2.9184675622853e-07,1.03537206208061e-05,1.4149367969652e-06,1.92735242293299e-06,0.000180857290381605,0.0213071515593669,3.99194167004795e-05,0.000873461674568025,9.72594435985091e-05,9.12971627219147e-07,7.9400064000097e-06,0.00093958720801103,0.032414535949912
"COL4A1",0.00730942205576105,0.00654895749415403,4.91731125186053e-07,5.40599135638197e-07,5.40400264331034e-06,4.79052942521502e-07,7.26532970236304e-07,3.2181665947004e-07,5.64868663627317e-07,4.32583656936764e-07,7.9763272389397e-07,2.88354205285398e-06,5.10761313203502e-06,1.02221500362362e-06,3.27416418265098e-05,7.26532970236304e-07,8.93247130112355,4.52601785986132
"COL4A3",0.00269663547843457,0.0120730282973936,0.00986044181452528,0.148183668135887,0.246870867309104,0.000565639876697521,0.000361632290647758,0.00014124268315945,1.41169459552062e-05,0.00015834199695712,0.000103597070630812,0.00371165891911207,4.44473413090152e-07,3.18450751942866e-05,1.73243863088711e-07,0.00129547059353821,0.0031054319298193,0.00224778490187051
"COL4A4",0.006872018849984,0,0.0138792491667696,0.140852461718052,0.646822521663163,0.00042927164690736,0.00120565048254588,0.00125553532125099,7.03970583034446e-05,0.00393331511723284,0.00646011830406946,0.0106964976719,0.00137809253309231,0.00159650980727596,9.85160337187814e-07,0.000410247700358134,0.0101107136115519,0.0410892713888925
"COL5A1",0.00575080307813912,0.0521936906165097,5.04972928728788e-06,9.67691587100416e-07,3.51731233444062e-06,1.08563178308512e-05,1.79461862308898e-05,2.09461353092355e-07,1.53640418369764e-06,1.53169927801291e-05,5.19156559180945e-07,0.00118905518563634,2.01754456393077e-06,6.65330807183536e-07,2.34875526600565e-07,4.08789286526147e-06,0.0470924332095363,5.89452761080215
"COL5A2",0.0008569425916582,0.0297471504946655,0.00380423299455196,7.40841480249326e-05,0.000666775048520101,0.00510545193367241,3.93725360938736e-05,0.00131978901264155,2.89359625698582e-05,2.1782601553005e-05,3.84774939869589e-05,2.33597517614527e-06,5.01040687558554e-06,4.04392318456535e-06,2.9233735850728e-07,0.0025542414481846,0.0947680237645435,4.17655437519565
"COL5A3",0.00614797348852365,0,1.25284768074775e-06,1.37735510039616e-06,1.37684840996477e-05,8.23965501792281e-06,0.000664455259408381,4.67928272642441e-06,0.000166054452853812,1.00139090428708e-05,2.03223317995371e-06,7.34677710687892e-06,2.35885305823471e-06,2.60443081781907e-06,9.1941790944493e-07,0.00535388573963178,0.00374750261790178,0.662184396754527
"COL6A2",0.0471598000651431,0.0295581605650034,0.00174677026648433,9.44401112133517e-05,0.000217918905708443,0.0308767494234186,0.0322044673803076,0.030655170610673,0.0991501272493712,0.0842030797689361,8.84312999826968e-07,2.01332041271567e-05,6.61909224446105e-06,0.000194570836209914,2.728027894359e-06,0.0195206981242042,0.750863458452823,12.461024934883
"COL6A3",0.0188875770647882,0.0107364746079267,0.000501038991421924,0.000353146881323403,0.000553640861517379,0.00162660314915763,0.00253814930565689,0.00553834383729078,0.00133877502571308,0.000263507578928272,0.000412809919711475,0.00160689886975136,0.00036304635052481,0.000377376955329636,0.000257864365429382,0.00326543918745153,0.130398846045357,14.2288133200599
"COL8A1",0.00195459346755537,0.00390059171494091,0.000570306164831701,0.000644765996122327,0.00110694921923411,0.000449206130269253,0.00080749707426816,0.000417457337291961,0.000632896736235332,0.000388717556596399,0.00083157607564039,0.0022492246563989,0.000734555355859979,0.00110601157251411,0.000404208157446348,0.000577323821447478,0.00490067216536435,0.390291777838963
"COL8A2",0.115590358739025,0.00725932376208007,3.13340376480218e-06,7.96523626293299e-06,4.83167847031158e-06,4.28317664016291e-07,4.65379693185429e-06,1.29578845025188e-06,5.05044860401828e-07,8.34639058419404e-06,0.00736174852216392,0.039021327809789,0.00380560219509473,0.00111168739292443,7.43310583034266e-06,6.49587711547068e-07,0.00630107111376715,0.285290631166385
"COLEC12",0.157661012405089,0.115576989331709,0.00215622176330723,0.00403108604457642,0.00448489297847483,0.00400427085425549,0.00463570912040464,0.00305859377933051,0.00437097174169794,0.00417755867804807,0.00461082521124705,0.0130288855906801,0.00293932744287194,0.0053950859294768,0.00369635558716056,0.00575612757476818,0.0189960876979778,0.193508416025791
"CORO2B",0.00206830404970443,0,0.0303492364992643,0.00131594923614326,6.66988602380184e-06,5.91270718555386e-07,8.9672274864801e-07,3.97201959529565e-07,6.97188705019495e-07,5.33916039271247e-07,9.84477563831912e-07,2.62101951890982e-05,1.14270248862941e-06,1.26166806643403e-06,4.45394904759104e-07,8.9672274864801e-07,0.0614886865363555,0.097648778189179
"CPA3",0.0146082169818527,39.5379883883979,0.000260173868029243,6.2395231181345e-05,0.000336053183864581,7.1616170943978e-07,9.54350002595519e-07,5.23716233391417e-07,2.74033358550047e-07,0.000198825630938574,3.09221148602181e-05,8.17069472356385e-06,1.43104839156488e-05,8.99231757664469e-06,6.5577354893428e-06,1.54236500709565e-06,0.000371280080453467,0.000418939604065127
"CPM",1.4587937106618,3.8481143873327,0.0475135060385404,0.025298595600626,0.0413879513128851,0.017623550910553,0.0267160180484832,0.00970966774156599,0.0104421256149603,0.0143714314463424,0.0209976930895795,0.587066017485312,0.289790937850155,0.111507073538432,0.0126961656042278,0.0364177155562128,0.120018183980339,0.0788887975065285
"CPNE5",0.00219448809791537,0.0877955683726616,0.169286158297007,0.410779921618066,1.97361726765107,2.73468330602115e-05,0.000256211574810414,4.33035304642508e-06,0.000127089587651907,0.000319723749874471,0.00141169744135116,0.00105780165716806,0.00763147795577107,0.00515424917123598,0.00227359969126376,0.000859479412538036,0.122955070471142,0.00391758638232855
"CPXM1",0.00027266518406766,0.0148018875326569,9.46561232565193e-06,0.000176305537302537,0.0204851567173778,7.49983113026199e-06,6.81032519451908e-07,0.000133031486131286,3.1423740386181e-07,0.000203344313605814,3.14440597608273e-05,0.00568712488410455,3.00378304837881e-07,7.18599677756511e-07,1.17079439142062e-07,1.45120595975172e-06,0.00702695986761588,0.415453002649985
"CR2",0.00797540984871536,0.00731933229072551,0.445309451519321,0.234299962706811,0.24682481385553,0.0474814475633097,0.026360017277802,0.0536480957005248,0.00439859087432517,0.00364577980627611,0.00552509791039828,0.00110455084942221,0.000510981948820287,0.00564267905678484,0.00131308312827173,0.00780298315258245,0.000494126490592093,0
