"","activated.CD4..T.cell","activated.CD8..T.cell","resting.CD4..T.cell","resting.CD8..T.cell"
"CCDC27",0,0,0,0.0012516307211778
"IL23R",0.0332577998328102,0.0551093322692494,0.0100922370014067,0.00999028594405563
"NFIA",0.0400681444421441,0.0467674237250925,0.0450441890736781,0.064978665366069
"OMA1",0.0898103883761572,0.0707467883233942,0.164930521605808,0.14404913522488
"MYSM1",0.0839826333867503,0.0831284483735011,0.0715132726613194,0.0963536746267965
"TM2D1",0.611172761175351,0.654222967427395,0.573372276645795,0.633974016008599
"USP1",0.477169893339832,0.454351708622114,0.349285814356731,0.375831718524934
"FUBP1",0.671766835311953,0.704108806461576,0.362506771022393,0.447103417707154
"NEXN",0.0351499550416662,0.0237885379737703,0.0655892239096554,0.029374334183118
"DNAJB4",0.046784757867338,0.082565739198554,0.0396424173860162,0.0407916993392065
"LRRIQ3",0.0229483116570775,0.0249140226898993,0.0368435017017726,0.0335915826940955
"TYW3",0.327090740074823,0.353386663935328,0.188438203006096,0.177463571276088
"SNX7",0.00296805700157901,0.00184429339012909,0.000523382818866094,0.00137274107800134
"B3GALT2",0.0223672186109886,0.0125873561032208,0.0515401429033753,0.0368688836631178
"NTNG1",0.000795697067258383,0.000928180220420777,0,0.00129655755717775
"FAM102B",0.0362526639749891,0.0756504828007826,0.0449373734311376,0.0569260109467741
"HENMT1",0.128362719272008,0.24244970911141,0.115988130443846,0.291574068358947
"C1orf52",0.55936919249282,0.521596012379694,0.373103064459723,0.405120434903061
"WDR63",0.00349720921272359,0.0156063205157715,0.00215031873922906,0.0349261170810031
"GBP2",2.94381854066676,2.66357330743046,2.29043917545015,1.79625110327629
"ATXN7L2",0.0293356282496832,0.0416113354659,0.0144620369935011,0.0155119685646048
"GBP4",1.08608002551689,1.15047777105208,0.762876467063661,0.643101107805637
"ZNF326",0.180845668018371,0.193122514576914,0.0947909977923017,0.116572253346307
"GFI1",0.245414460850072,0.504479381485585,0.0718328066162569,0.217674959247556
"LSP1P3",0.000466857200541156,0.00108571786284224,0.000568653759873162,0
"AGL",0.0977115313679058,0.115295057170001,0.0702323125642822,0.0863385221438355
"VCAM1",0,0.014689629999987,0,0.00884137362093814
"EXTL2",0.019150793856551,0.0226777234982569,0.0117239798334744,0.0190866245209329
"SLC30A7",0.558684850376873,0.569352751990375,0.523878588033709,0.497562751418627
"ZNF281",0.474496525370284,0.556887146686624,0.415827247446382,0.424137466187785
"ARPC5",1.81316295688739,1.94594634793216,1.43615370415842,1.80534449266359
"NLRP3",0.00336749763453377,0.00154372106907029,0.0129254296998067,0.0060017689715455
"ZNF496",0.0426878195301502,0.0745632471729423,0.0343784759846445,0.0516634925079054
"TRIM58",0.00582763203812176,0.00588977037856124,0.00884807762363942,0.0100783463332798
"SLAMF9",0,0,0,0.000944550777492108
"KCNJ9",0,0,0.00161437893664229,0.00134685723187132
"IGSF8",0.352739849082465,0.307095289899811,0.205232075538857,0.205475105680369
"DDR2",0.0064718024852712,0.00874910864299801,0.00387355357948901,0.00126152058601744
"PEA15",0.226885532971529,0.272618800055798,0.052538015970497,0.0958318609734354
"PEX19",0.200629552807564,0.200554329373336,0.127461937613329,0.147204678310789
"NCSTN",0.160134635311532,0.18769850386345,0.122970471674149,0.133153090954009
"SLAMF6",0.155881237537613,0.206518966086747,0.208745318571672,0.29947884795592
"OLFML2B",0,0,0.000535038657030177,0
"FCRLB",0.00229904259746145,0.00352020952773871,0.00861643921052435,0.00894757316694227
"FCGR3B",0,0.00121197339882345,0,0
"KLHDC9",0.00157938911204399,0.00207965385596969,0.0102815363368799,0.00749218605000721
"C1orf74",0.0186053573467714,0.0199406974014831,0.0169055630725987,0.0174157339090971
"FLVCR1",0.112123186370404,0.134321620740144,0.0621974534707815,0.0974946575066478
"ATF3",0.0323398808192779,0.0409162569385216,0.00956536114236242,0.00909714309165113
"RBM15",0.0963461221010991,0.15064450012794,0.061166760002225,0.0775274971870577
"DENND2D",0.669983257922209,0.773573540784321,0.484350854755875,0.732189012693512
"AXDND1",0.00077378899158568,0.000654381341766392,0.000506866846923097,0
"TDRD5",0,0,0.00053294656050764,0
"IER5",0.471256216582143,0.689044321087673,0.239192750329152,0.368877767879301
"SNED1",0.0209319177137675,0.0114248937901733,0.0281672842731796,0.0136370465882
"BPNT1",0.0958741576848193,0.0863793579124413,0.0749121185365377,0.0732221361697744
"SPATA17",0.000473154407758994,0,0.000539161797626925,0.00128783311221198
"C1orf115",0.00677723828913422,0,0.00607175517889722,0.000950030672409098
"BROX",0.310428354919685,0.352723556973433,0.292028759833358,0.357434002667631
"NBPF20",0.0401075392689608,0.0357916659069882,0.033443136897105,0.0402487201880025
"ACP6",0.0391294754913717,0.0499397630059554,0.0560320331101706,0.0728611120425731
"MT2P1",0.023665363957824,0.0157234239381871,0.0232817266560808,0.0284402069129667
"WDR64",0.000954650848232946,0,0.00326964156170068,0
"KIF26B",0.000428352360381065,0,0,0.00101631158360455
"TFB2M",0.17346993767535,0.200111100531749,0.0709910469841476,0.0958044099279741
"CNST",0.15749967214367,0.151284803526538,0.189785194405129,0.138315553745271
"PPP1R21",0.141505384788053,0.165569678891781,0.172116984865904,0.211440728246915
"PM20D1",0.00121436823975714,0.00213194304037433,0.00162485989242068,0.00140591758314368
"PKDCC",0,0.000635122458437595,0.000513437468835111,0.00250386718394602
"OXER1",0,0,0.000514029029131017,0
"HAAO",0,0,0.000525182214372174,0
"B3GALNT2",0.0548270516442021,0.0683011627518608,0.0347638924644697,0.0608685076259483
"C1orf147",0.000324477400277596,0.00317381500349827,0,0.00117228530936225
"MAPKAPK2",0.252330462217736,0.456733122250419,0.127789080693548,0.260115046544856
"IL24",0.0144662324696876,0.0136579362161594,0.0256760473574346,0.0189575140327841
"FCMR",0.326657684099661,0.261410622059384,0.811550453758958,0.716832695957721
"PIGR",0,0,0.000540893737722495,0
"CAPN2",0.399063038571607,0.497929737747318,0.384035510475245,0.701885869458414
"MRPL55",0.752341445970336,0.855575458961495,0.518611604980602,0.524909424572421
"OBSCN-AS1",0.00174256297928925,0.00101617158284932,0.00329206281845349,0.00121042945995819
"WDR26",0.197503196431843,0.355251699117006,0.16211509247818,0.286619874164775
"REL",0.540218179923076,0.722432092172472,0.317713311629633,0.504245041071253
"PUS10",0.0247057971803929,0.0285560798216562,0.0270322597153253,0.0327258795533939
"PEX13",0.179261894669952,0.180169169262794,0.125976769230034,0.148859125915125
"KIAA1841",0.0101180304989889,0.00899871633723183,0.0116515488727346,0.0173015628165077
"TRIM17",0.00496823409434281,0.00606859029343583,0.00322966171053228,0.00115145204084527
"RFTN2",0.00218854738347254,0.00109708759946263,0,0
"DISC1",0.0184589904593743,0.0134715542995006,0.0335145906108395,0.0150803564704525
"MEMO1",0.155210887351655,0.181408967029196,0.145176798727184,0.180501006768377
"DPY30",0.882872299597218,0.957012661696819,0.640318502843115,0.722005985674397
"TYW5",0.143206442565588,0.142528697061699,0.126762753718934,0.108021901190031
"MAIP1",0.195303075959108,0.215207303030042,0.130722563641144,0.104615873032374
"PQLC3",0.325159769661371,0.366561875455793,0.311499188136369,0.363885248786122
"ARL5A",0.347131460365896,0.341327887713262,0.177643949146186,0.232156471971247
"FAM84A",0.000339462931491279,0,0.000548718198292719,0
"KCNJ3",0.000903871488180377,0.00119547984966934,0.00163377864777614,0.00216534047601969
"NEUROD1",0.00100714337868172,0.00137897101916074,0.00101010015554882,0.00260380125537361
"CLHC1",0.0119984033801962,0.0148772227545438,0.0159770065980377,0.0210819781486567
"PRORSD1P",0.0169327173348057,0.0127134964466988,0.0237457912097922,0.0235481091062729
"DUSP19",0.00488723852506502,0.00451335751666687,0.00381245826802105,0.0102399110156828
"CFAP36",0.501767539657285,0.370989333552307,0.618127569775446,0.405136713730374
"NUP35",0.209417055190319,0.199267763896901,0.100715208086215,0.0889076886171601
"CCDC138",0.0367692650166328,0.0351765080812226,0.0261295236139888,0.0237694088399479
"C2orf48",0,0.00125460979957252,0,0
"FBXO41",0.0245527439182317,0.0337578500089285,0.0127316673773427,0.028160473234374
"ALMS1P1",0.00166875757167563,0.00234072037021661,0.00367660943343547,0.00488240184470778
"ACTG2",0,0,0,0.00133671702297192
"WDCP",0.031819760163453,0.0379716761323764,0.0304367234353696,0.0305997794618494
"SMC6",0.177353031727083,0.217926987232407,0.133330569012786,0.190257941188135
"VSNL1",0.000956680668880568,0.00116831182496283,0.00101377851458147,0.00140997661621164
"CCDC74A",0.00109218198069284,0.00677005131563324,0.00360500808452198,0.0151488291211327
"H3F3A",0.559819519418422,0.599066913908941,0.45991940197372,0.558491327372067
"COQ8A",0.106801890324123,0.107845741905375,0.166235379678437,0.129478465422914
"SLC16A14",0.000746912356781152,0,0,0
"TEKT4",0.00173366329705713,0,0.000530743085069686,0.00134259737735033
"SGCB",0.0796004449711049,0.0902803763607744,0.0480801689269973,0.0645231343080361
"NOSTRIN",0.00242474257199459,0.000966675939384983,0.000535574996875159,0
"SGPP2",0.0673491353687813,0.0303607799282952,0.0140529986811223,0.00840354184241366
"INHBB",0,0,0.000570385455269541,0.000972470785652968
"BBS5",0.00947614255857667,0.0125363803186563,0.00966662896482903,0.0140332647660799
"SMARCAD1",0.0811980653808237,0.108815144439263,0.0616519603262688,0.0768204743100196
"HPGDS",0.000963651324712052,0,0.000555399750504965,0.00103559481273766
"PDLIM5",0.147534070565009,0.188455766749623,0.07551120386277,0.140560873686334
"STPG2",0,0,0.000559265141286468,0.00109738109220117
"NEURL3",0.0168870444347192,0.00808835440206867,0.00810836807652936,0.00403060827513786
"RPRD2",0.259340430183464,0.242029103925727,0.397418620159803,0.40399816628857
"ANKRD23",0.00607151247460746,0.00430649222170802,0.00802422230512036,0.0106919941532562
"CTSS",0.713169119670326,0.619070374086438,0.954566741944012,0.828846044465757
"MSX1",0,0,0.00329832646522953,0
"PACRGL",0.0260522140497326,0.0396118910292122,0.0281888028346142,0.0332250942843431
"BNIPL",0.0129516722891639,0.0159293770656207,0.0197164777040563,0.0346129825434734
"C1QTNF7",0,0.00133136174777883,0,0
"TNFAIP8L2",0.122555644412267,0.124180089931995,0.245973631489819,0.257845307179379
"LYSMD1",0.0155012256601079,0.0156966990988962,0.00937238312159097,0.0051286474535965
"SCNM1",0.631828871801166,0.703594188438467,0.448200480276454,0.538902086900272
"VPS72",0.350073205442209,0.358854831090718,0.216590506468495,0.241522052853378
"ERCC3",0.140971023645249,0.150197158677441,0.0981922612139675,0.104203826919591
"RNF149",0.641620665369289,0.595349951881186,0.712180277846914,0.725460161640244
"IWS1",0.346056349516763,0.378941596290763,0.22198891990445,0.233950924809628
"BOLA3",1.06973176574309,1.01982565963371,0.399745806699904,0.456128224565492
"CDC42EP3",0.311430293090269,0.593206214529885,0.306037397079585,0.627689630760406
"S100A11",1.82435142474103,2.01094351976117,1.58573854569087,1.65398293717666
"DHX57",0.0606226089363104,0.0709674128964794,0.0596355445328698,0.0621375070814415
"PGLYRP4",0.00138530256354829,0,0.00117705009426518,0
"ARHGAP25",0.905118759714029,0.831829134644037,0.80338866169062,0.921958549325818
"S100A9",0.00356750551323738,0.000768201889415128,0.00275182805565421,0.00123621644569563
"S100A12",0,0,0.000532278735630324,0
"TGFA",0.00343787032337227,0.00462786698778753,0.00213121474706837,0.00827715195695514
"TDRD10",0,0,0.000396900416807161,0
"CCNYL1",0.0494292458150382,0.0533209225962734,0.025044881763256,0.0318596530570561
"FZD5",0.00119443947700771,0.00228188217288767,0,0
"DCAF16",0.171476808529983,0.185570716991803,0.19608275192142,0.222582956359968
"C1orf189",0.00229892871544648,0.00274694309570244,0.000549069056150402,0
"NPPC",0.000817337046455559,0.00173506831373003,0,0
"GNPDA2",0.202304303010133,0.182502857400701,0.115700803429469,0.138399956744334
"GABRB1",0,0,0.000537993440553011,0
"PAQR3",0.0596372177782615,0.067248288454165,0.0372310581983787,0.040050934634622
"NIPAL1",0.0221708046333746,0.0104753030725563,0.00678723522379429,0.0100193504342235
"ANTXR2",0.10351461143532,0.125843364082888,0.175059655615617,0.167032268585345
"HELQ",0.0894376647625379,0.0979368070768801,0.109075111801234,0.102635665174749
"MRPS18C",1.15942194850032,1.07651354636382,0.784348355512524,0.769837378044536
"CGGBP1",0.854266682621573,0.889252297800608,0.801539066471631,0.808027445883094
"ABRAXAS1",0.320406334245704,0.203990074991064,0.38455085003168,0.230137589142586
"GPR155",0.589267474321672,0.329110521406147,0.808201673297575,0.535569559713045
"PMVK",0.805251995101859,0.810550223571537,0.340593291438282,0.453711339743732
"PBXIP1",0.324563858146662,0.342487787272054,0.870005992190543,0.847865721978227
"CLDN1",0.00325359121363628,0.00120742809277088,0.0011274516888363,0.00100859570657993
"PYGO2",0.20171398837802,0.185410547506403,0.200957374828872,0.237588178979481
"HIPK1",0.47534867689343,0.451635389727896,0.354474019971646,0.32529032453411
"DCST2",0.00128621569884622,0,0.00278864655639878,0
"DCST1",0.000473334244751241,0,0.00053752125267945,0
"COL6A3",0.0306567241958623,0.0540908542477384,0.0151302106487315,0.0133904235515034
"INAVA",0.00331621393457675,0.001975473818463,0.00338785680156842,0.00278941908607323
"LINC01116",0.000374164798076506,0,0,0
"YY1AP1",0.21380766449709,0.219094777767777,0.220337578176106,0.237968518698475
"KBTBD8",0.0280974424473373,0.0407348366901251,0.013101462546253,0.0158261412561918
"EOGT",0.040697796204294,0.0578792053231225,0.0230068465107889,0.0181194675382925
"LMOD3",0.15808656944896,0.226744195398254,0.224898123635114,0.220269333091844
"NAXE",0.956586225979918,0.958401020391743,0.386376219826776,0.525936091114611
"POGLUT1",0.125596326747191,0.17419446634916,0.135909881405825,0.144542146703131
"SLC22A15",0.000458006108951878,0.00257120111023429,0.00111088033330958,0.00132020032328474
"ATP1A1",1.02528897735681,1.13170758475529,1.10322227471502,0.914138623256181
"SLC15A2",0.00473151954263333,0.00431793992861252,0.00555691529821134,0.00462810025500996
"EIF4E3",0.207226549065683,0.265633664654239,0.181027697611459,0.240531694438449
