"","activated.CD4..T.cell","activated.CD8..T.cell","resting.CD4..T.cell","resting.CD8..T.cell","unassigned.activated.T.cell","unassigned.resting.T.cell"
"VPS50",0.0509659303490238,0.0329320108083854,0.0455486054012719,0.0431051369779599,0.0584647410955185,0.0762330998073925
"ARHGAP33",0.0209302281588614,0.00634796176381833,0.0146992994611856,0.0398267203976649,0,0
"NDUFAB1",1.24193167896523,1.26559578437682,0.63913860498512,0.673122945039169,0.491506191400381,0.248448940840634
"PDK4",0,0,0.00148204337404426,0,0,0
"SLC22A16",0,0.00395702240162326,0.00151960069118055,0,0,0
"ZMYND10",0.00451165263443696,0.00801452018008452,0.00733726501042303,0.00982698031834194,0,0
"ABCB5",0,0,0.00159215240495417,0,0,0
"ARX",0,0.00260227195174302,0,0,0,0
"SLC25A13",0.0441993194720628,0.0438075513768017,0.035137845712475,0.0251231889547028,0.0974279580972134,0
"ST7",0.0251767846360701,0.0241918551038338,0.00873449073727278,0.0358764512198312,0,0
"CDC27",0.155762804428195,0.200225272573026,0.100089100646297,0.144257966331814,0.104348222414653,0.0883686867627231
"SLC4A1",0.00327249999804453,0.00305622195070719,0.00475494767587482,0.00424698183995596,0,0
"HCCS",0.217774392845252,0.203651277386412,0.0797283563880092,0.0897512883133029,0.0559993340418889,0
"DVL2",0.188581089855052,0.226968030796399,0.156081772399889,0.184168027794879,0.0928632020950317,0.0834790901704268
"PRSS22",0.00143802199403811,0.00366273525578123,0.0011037087936976,0.0087431484127637,0,0
"UPF1",0.0816371629464421,0.0808986057912497,0.0530092251422292,0.105567744948109,0,0
"SKAP2",0.0307765426185067,0.205379406696488,0.0370023909743296,0.202247425339977,0,0
"SLC25A5",1.92180376211357,1.57201078908656,1.36836656913538,0.964199653471479,1.15824901140653,1.36767095327377
"MCUB",0.806154167647356,0.649746771401673,1.29707308221191,1.01627632312893,0.356807623154078,0.59959013895555
"POLR2J",1.03426854339274,1.2140604893964,0.758558142855995,0.797502526881532,0.605825717632587,0.841130272908644
"DHX33",0.129752039431953,0.142996497364229,0.072671687861803,0.087088213796201,0.042174831414834,0
"MEOX1",0.00687222104574806,0,0.00139794383473665,0,0.100347097103412,0
"THSD7A",0,0,0,0.00361969396934746,0,0
"LIG3",0.0718452882709434,0.0928353466869809,0.0352798335363129,0.077890085729753,0,0
"RPAP3",0.219298727568694,0.210093221910274,0.151023016390042,0.163530817091095,0.132195607209817,0.233463157307018
