"","CD16..natural.killer.cell","CD16..natural.killer.cell.1","granulocyte","monocyte","plasma.cell","plasmacytoid.dendritic.cell","T.cell"
"PHGDH",0,0.0104403191424431,0.0600327578457919,0.0126667411431022,0,0.16692339432867,0.114585577958339
"COL9A3",0,0,0,0.0265044503330444,0,0,0.00245648139231914
"EZR",2.12222784757614,1.84993296798239,1.80868679285049,1.52583623575683,2.68782734870911,2.28245511807893,1.91423357505653
"MYL6",2.76169944927096,3.76187333908487,4.46767603267323,4.16309717454895,4.24894477526347,4.35707207729942,3.1983173947882
"AGO1",0.477440103888512,0.670212343018106,0,1.33736281309809,1.09447688261668,0.740578231842894,0.507019728341618
"TEKT2",0,0,0,0.00577587148417597,0,0,0.00444609160358841
"CLSPN",0.0974377393722534,0.122967990471962,0.129797875881195,0.0717299179353329,0,0.0387099432317834,0.122521255286159
"RFFL",0.799528375267982,0.93382191340974,0.964211973277005,0.717119891566705,0.669501628478368,0.665459893055652,0.921956705070428
"UNC13D",0.659358606673777,0.79020867290649,1.80510420961813,1.16274168587619,0.271058388551076,1.17277750451314,0.884071121203738
"MFSD11",0.406663781963289,0.437720244235181,0.11752785877748,0.355301008600256,0.32054362098376,0.412062133613386,0.309274296784723
"DPYSL2",0.463155810721219,0.558125772374742,0.153248678554188,2.4338299560806,1.96715321540833,3.57908388815428,0.301448398788233
"TGFB2",0,0,0.288309292359786,0,0,0,0
"GPATCH2",0.262634987011552,0.157149995895142,0.284974119879983,0.202673501849915,0.214368391036987,0.490517961351495,0.189520353562123
"NUP50",0.592011590488255,0.660319261094357,1.42395464127714,1.15635416504019,0.635632495085398,0.656831845641136,0.739731536141119
"CDC45",0,0,0,0.00181243508498861,0,0,0.00620511254748783
"COMT",0,0.322983240193509,0.153248678554188,1.77799992809384,1.44591252009074,1.73823397567398,0.278556174966129
"ADA2",0.600557200610638,0.9294888703747,0.108239377086813,3.5980582050285,2.06542007525762,2.69176404727133,0.707010258210672
"AC016026.1",0,0,0,0,0,0.0722125266727648,0.0354175738386206
"VNN3",0,0,0.917394291270863,0.202633595244485,0,0,0.00821043228780901
"ECHDC1",0.400916703045368,0.448647774597432,0,0.992455220000344,0.93988897005717,1.09535686907015,0.308257928692006
"LRRFIP2",0.735150473192334,0.594296970583023,0.196600198745728,0.954320099320471,0.728361129760742,0.573179307736849,0.357111797421365
"SEC22C",0.169220028445125,0.362936463444791,0.300950933586467,0.274175560067159,0.766270649433136,0.264460071137077,0.292994599497399
"XYLB",0.109641928225756,0.0437914504015699,0,0.0456652130399431,0,0.280052566214612,0.0498775660991669
"HDAC6",0.357796343974769,0.229355643721337,0,0.515807224495441,0.833605804045995,0.463600051246191,0.335151479655021
"OR1I1",0.257238258142024,0.321135228935708,0.369953897866336,0.144451536099363,0.17635722955068,0.0893922910878533,0.226951715853569
"GABRP",0.252697515301406,0.177293020360013,0.322811809453097,0.130139995551443,0.206684267520905,0.0699877001737294,0.115597822174833
"CDC6",0,0,0.0301489342342724,0.00809658753760853,0,0,0.0159607504670684
"UPRT",0.0386288315057755,0.128993048312816,0,0.184427151953952,0,0.344240215263869,0.099701742304338
"CDC23",0.150781407952309,0.088732196929607,0,0.2514122161806,0,0.499837160110474,0.122657999235231
"AAAS",0.0672187805175781,0.449855411306341,0,0.448840897831117,0.905034875869751,0.604264460111919,0.27660232677653
"CBX5",0.991022868081927,1.29956236006098,0.951091831380671,0.785733935949595,1.96409881909688,1.6458411404961,1.29731547041117
"FMO2",0,0,0,0.000852673968172962,0,0,0.00464395405472936
"SUCO",0.433811856433749,0.149674897815319,0,0.433864067059866,0.474689451853434,0.262468996016603,0.296614092507878
"MSH2",0.383166279643774,0.289133179695048,0,0.0647633564398155,0,0.216726568184401,0.252528534950437
"MAP3K1",0.0620514545589685,0.115200958670454,1.10735030607744,1.64284894990255,1.59058793783188,1.14811957980457,0.447364032067157
"DHPS",0.341556265950203,0.759429555941135,0.8900822726163,1.0949160044417,0.227907117207845,1.12316902295539,0.804662021148849
"HOOK2",0.386630439199507,0.223310936321603,0.346353295174512,0.174100105760631,0.323285482327143,0.314397147611568,0.264902844652534
"NXPE1",0,0,0,0.00601581655303884,0,0,0
"ARCN1",0.360113070346415,0.781424200281184,0.589929038828069,0.828843374337469,1.18414572079976,1.01312896452452,0.669394007385583
"EPB41L4B",0,0,0,0.00899377058011405,0,0,0.00141514346406267
"TMEM38B",0.245209174230695,0.0507618588335971,0,0.257175112640636,0.460377947489421,0.118681016721224,0.127166083012078
"PSMD5",0.222672428004444,0.199540258722102,0,0.343245281612281,0.156344262758891,0.193387851903313,0.209224727991465
"PTGS1",0,0,0.291140036149458,0.454465451170199,0.0205462078253428,1.00895818205256,0.00260095314399616
"NUP188",0.843086500652134,0.27668866800501,0,0.521322614981891,1.21356031894684,0.684087176856242,0.57941127357048
"CRAT",0.279462523758411,0.0670772410453634,0,0.304886668087533,0,0.25028972719845,0.0818233214520119
"SH2D3C",0.970429742708802,0.526890794964547,0.253946759484031,1.23443613525318,1.61190735499064,1.05281688037672,0.567903130118911
"NANS",0.307040491141379,0.404755664632675,0.350034104152159,1.05952543853233,1.0343193769455,1.5475473560785,0.495088562691534
"TBC1D2",0,0.0375891213721417,0,1.13476420337369,0,0.361728861143714,0.122856772107047
"WHRN",0.0313791036605835,0.092268243114999,0,0.0202562083368716,0,0,0.0574537435496176
"PDE6C",0,0.00724830018713119,0,0.00494376250675746,0,0.0186073764374382,0.00211508789578
"CWF19L1",0.260340843349695,0.459556838616412,0.532462017102675,0.607499266818443,0.293963531653086,0.401566864628541,0.498259766299177
"SEMA4G",0,0,0,0.0100260269567833,0,0.0792870615658007,0.00963529227553187
"BTAF1",0.669965283945203,0.384226814229438,0.537365089763295,0.925934404227304,1.4797393321991,1.0878728173281,0.601451675473033
"IKZF5",0.219593015499413,0.39128230607256,0,0.355930039231081,0.23332182765007,0.480170253076051,0.338794028114628
"BLNK",0,0.0171728476564935,0,0.0307672601308882,2.67830435037613,0.456043350069146,0.0127813827749845
"TLL2",0.182272982783616,0.146186968747606,0.0721864212643017,0.0403769352698918,0.0415865361690521,0.0488264082293761,0.0947327891112985
"CYP26A1",0,0,0,0,0,0,0.00161316475352725
"TDRD1",0,0,0,0.00689469490732465,0,0,0.00856477956514101
"SORBS1",0.0977822691202164,0,0.410208973017606,0.0304116256858992,0,0,0.0244495744238029
"CRTAC1",0,0,0,0.00236066990757581,0,0,0.000508004386682768
"BAMBI",0,0,0,0.00886003571267454,0,0,0
"IL11",0.0553120858967304,0.0820096036855211,0.0435915914448825,0.0240341481399832,0.0457936386267344,0,0.051080336159951
"MYO3A",0,0,0,0,0,0,0.00417978022549603
"WAC",1.14633228629827,0.974332378265706,0.870832906527953,1.61678386780416,1.10592388709386,1.43767779751828,1.16420997290595
"CREM",0.120430737733841,0.363054526613114,0.709467129273848,0.15925205540583,0.275201990207036,0.296108471719842,0.255369003398998
"NUBP2",0.619101006537676,0.644264897133442,0.634080810980363,0.655928158102939,0.765874030192693,0.737603309907411,0.630789276715871
"TPSD1",0,0,0.285919639197263,0,0,0,0
"SMIM24",0,0,0.34598784013228,0.00588461330958775,0,0,0
"HIVEP1",0.789499098435044,0.166180596389669,0,0.175911641083889,0.26959215203921,0.127521747036984,0.223736747454953
"TREM2",0,0,0,0,0,0.00892416270155656,0.00230417267696278
"KCNK16",0,0.011413591973325,0,0,0,0,0
"CRISP3",0,0.00925255138823327,0,0.186631782732395,0,0,0.00469611955655588
"FKBP5",0.295875365845859,0.219609314139853,0.551843589002436,1.25436249569706,0.278636054197947,1.46527414416012,0.919927115194701
"SRPK1",0.585453737527132,0.377226284209718,1.65335165370594,0.533252005991728,0.302137446403503,0.415554507782585,0.477524933299503
"BRPF3",0.307338710874319,0.0891633490298657,0.434876615350897,0.136679237303527,0.12675396601359,0.211176649520272,0.173659509662035
"MRPS18A",0.320545037277043,0.092551865634766,0.0969126332889904,0.315903754152867,0.601192196210225,0.693192411410181,0.216187082794873
"PGC",0,0.0110002122026809,0,0,0,0.0265604696775738,0.00395618113311561
"TMEM14A",0.157457672059536,0.0770855330406351,0,0.0114619972542946,0.0709397474924723,0,0.203760838266966
"EFHC1",0.395917649380863,0.345684767720547,0.487794355912642,0.282142200871654,0.713270519177119,0.343914038256595,0.232071966536947
"NCR2",0,0,0,0,0,0,0.00122734147149163
"HSP90AB1",3.3286949172616,2.41143933128803,0.937221743843772,2.71659028641185,3.20549461046855,3.4839034394214,3.08920516061622
"MLN",0,0,0,0,0,0,0.000535936411973592
"CDC5L",0.217892887070775,0.266603996779056,0.870719367807562,0.795391183184541,0.0296175082524618,0.954010615223332,0.457492874884928
"ITPR3",0.260279968380928,0.227851378156784,0.0859155113046819,0.0115742517739349,0,0.0393042282054299,0.225323604812493
"ZNF184",0.0724321529269218,0.171512761648665,0,0.0542105059631123,0.184146412213643,0.148947482046328,0.158870531497775
"DSP",0,0,0,0,0,0,0.0011973607379037
"SIRT1",0.335808243602514,0.133727081912629,0,0.111027199196519,0.116799930731455,0.342483518939269,0.094957043270807
"HNRNPH3",0.644625110551715,0.880286127328873,0.237815076654608,1.60788726973237,1.19673003951708,1.89454712052094,1.1400996459497
"IFT74",0.234439487569034,0.183896074903772,0.3271493694999,0.171439073864162,0.262842186292013,0.227421355874915,0.11868290864938
"JAK2",0.401504456996918,0.2391541115147,1.77575290744955,1.35340163815096,0.667317974567413,1.86681192329055,0.190211457859825
"IL12RB1",0.224763792008162,0.49518389548076,0.0807508121837269,0.333603930954607,0.103878176212311,0.310500064962789,0.425009760663316
"ABL1",0.0774225927889347,0.00909755267995469,0,0.136072793732519,0.0217351496219635,0.369499041845924,0.108119371815308
"ACOT7",0,0.0293518951598634,0,0.00666936436054869,0.0228954454263051,0.0770806011400725,0.042557190680826
"SH3GLB1",1.10964682325721,1.07607157972265,2.21444088762457,1.41525539163477,0.504282474517822,1.44371954704586,0.681782249985515
"CDC7",0.0380296036601067,0.0246773171932139,0,0.0261908062496541,0.0744787295659383,0.0777154094294498,0.0637013830848642
"SYDE2",0.0622762832790613,0.120994862089766,0.253284259275957,0.040986636318035,0.0232155442237854,0.0755506220616792,0.105075742304325
"PCSK5",0.179751832038164,0.493842795491219,1.04246849634431,0.550613172213483,0.132257282733917,0.382503557362055,0.294149126454785
"SCD",0.311066463589668,0.0938972615181132,0,0.0620976700360731,0.172266848882039,0.218094312830975,0.0633273275317373
"TMED1",0.501510904170573,0.0353059185312149,0,0.411105125772287,0,0.489223367289493,0.113181569527935
"ABLIM1",1.67079125158489,0.931603791231805,0.960016944191673,0.0368516611756745,0.203916867574056,0.0774178818652504,1.46415766735335
"ERMP1",0.159712579101324,0.157062059070202,0,0.0458376236398768,0,0.164184651876751,0.118934564010517
"RAB18",0.781146068125963,0.698587934387491,1.07807488874956,1.17595611901387,0.668205296993256,0.543304838632282,0.719905209541321
"NRP1",0.0360766761004925,0.0119595768603873,0,0.0998309816447844,2.89814630349477,0,0.0152210413604169
"HSD17B7P2",0.0718990713357925,0.112072527725646,0,0.0771231824381751,0.0451199611028036,0.0607139876014308,0.089848887557919
"PALMD",0,0,0,0,0,0,0.0106243575746949
"TSPAN15",0,0.016919992071517,0,0.00113888547657439,0,0.150361337159809,0.0622271984815598
"H2AFY2",0,0.0454873363388346,0,0.00686274330068079,0,0.125319609516545,0.0428068572604978
"WASHC2A",0.545417776331306,0.267667860426801,0.481331738558683,0.980765150246783,0.698049088319143,0.71626068573249,0.50535815370244
"MAST3",1.29108162783086,1.07055007428565,0.748286160555753,1.1396231415294,1.79581652879715,0.948459551522606,0.888181842883696
"MZF1",0.33238984644413,0.0720916453828203,0.110162724148143,0.4355657868874,0.789781788984934,0.468099147865647,0.293091596582451
"OCEL1",0.121883265674114,0.322128483589659,0.0393719537691637,0.529380600459827,0.434970251719157,0.346649282856991,0.164728352618781
"MYO9B",0.372148904949427,0.539488284828815,0.964696331457658,0.753369953691589,0.434004855155945,0.622218201819219,0.380329291240589
"KCNK6",0.664344599470496,0.425590988803417,0.446733076464046,1.03991043475104,0.655456415812175,2.02225813661751,0.416222042643239
"CATSPERG",0.128334870561957,0.15652083082402,0.337047717788003,0.110926612424925,0.0638289093971252,0.0628031633402172,0.144865872147115
"PSMD8",1.53230561316013,1.36220773959413,0.309263494881717,1.75865494131302,1.33905189832052,2.37783490356646,0.99791933676681
"FBXL19",0,0,0,0.00898228780083034,0,0.018903573876933,0.00474135005796278
"STX1B",0,0,0,0.00139602454182524,0,0,0.0104084031404676
"HSD3B7",0,0.00672405450902087,0,0.0242579112882199,0,0,0.00808798654659374
"SETD1A",0,0.165895893852761,0.392871553247625,0.108104375300941,0.333146206537882,0.223342719830965,0.0553530001559773
"BCL7C",0.0501980632543564,0.0802064347774425,0.0435915914448825,0.034376554422497,0.0219106475512187,0.093119236983751,0.0829073769820703
"MAGEB2",0,0,0,0,0,0,0.000448641744819847
"CIRBP",1.74499518424273,2.00339719779948,1.25330372290178,1.49882358858674,2.08214826583862,1.56665729848962,1.97417228628655
"ATP5D",0.879198332317173,0.789463551437601,0.429562714966861,1.25923273675375,1.28436345259349,1.29077096048154,0.969608967660649
"PCDH11Y",0.583812311291695,0.401838393604502,0.77894417535175,0.194558001684476,0.202359739939372,0.0704229803461777,0.431785501257793
"PRKY",0.0712364036589861,0.114017198377467,0.253130901943554,0.0265163546948699,0.0641997555891673,0,0.0518680971128413
"IGFALS",0,0.0343625570865388,0,0.00759953468667794,0,0,0.00268390420320872
"HNRNPM",1.60753488913178,1.41807824183018,0.921657410534945,1.96279362917687,1.38458045919736,2.24257067002748,1.49451173898336
"MARCH2",0,0.0274584359945135,0.0380113964731043,0.322262715293754,0.134687719742457,0.072329580783844,0.0761506517191191
"NDUFB7",0.827077977359295,0.820007879683312,0.196600198745728,0.688199884587934,0.569035530090332,1.0376639224981,0.458060472599558
"TECR",1.61877611000091,1.07375602107099,0.260903849181804,0.966394041080653,0.949135438601176,1.58589478229222,1.22257118906851
"TIMM13",0.293420180678368,0.374486779595943,0,0.886178778935663,0.665757910410563,0.852622079221826,0.278331680233414
"CDC34",0.0947216376662254,0.0971686722750359,0,0.0596971643267211,0,0.0404022249736284,0.0506603354940543
"MTAP",0.547487291507423,0.438091917240873,0.41008817336776,0.35072396797423,0.793522187074025,0.519175776525548,0.469417016298787
"MISP",0,0.0107529883054977,0,0.00109821104485056,0,0,0.00583928581830618
"CEP170B",0,0.041752687160005,0,0,0,0,0.00514006816052102
"POLR2E",1.02133913710713,0.922874796263715,0.641063153743744,1.6953741922882,1.23690941532453,1.9755496116061,0.650141686644103
"POLRMT",0.11303323879838,0.256214590148723,0.283255230296742,0.250021689334271,0.132264773050944,0.392940522808778,0.30921351502876
"HCN2",0,0,0,0,0,0,0.00310846261076025
"CDHR5",0,0,0,0,0.0833309173583984,0,0
"IZUMO4",0,0,0,0.0310405540910567,0,0,0.0144957368035574
"RASSF7",0.0805553793907166,0.645461068508473,0.288020632483742,0.249944023001268,0.236851676305135,0.253047648229097,0.415869405966353
"GADD45B",0.20356822386384,0.263804564133604,0.338476571169767,0.410412599766477,0.729618732134501,0.654932901263237,0.197125357832458
"PALM",0.0282027032226324,0,0.0386305939067494,0.00538298247023399,0.0413043101628621,0,0.0155956092718485
"MADCAM1",0,0.0203186679393687,0,0.00362139533025137,0,0,0.00890707647478258
"MKNK2",0.34595956467092,0.36807529533163,0,0.706717569542968,0.46582483847936,0.854688565982015,0.330391358644576
"ARVCF",0,0.0889438479504687,0,0.00693346754364345,0,0,0.020407701988478
"TRMT2A",0.522712441161275,0.187537848949432,0,0.493380846259016,0.735186338424683,0.518523037433624,0.319148780606888
"RANBP1",0.170515105128288,0.29187208160441,0.170686916871504,0.466122317989791,0.362678017218908,0.744330718329078,0.427681814093848
"ZDHHC8",0.0472911186516285,0.0573289568753953,0,0.0766778348580651,0.13188472588857,0.146910123134914,0.0607947654820777
"KLHL22",0.396598957479,0.142889601119021,0,0.177624574174052,0.0703092257181803,0.6392720325997,0.196345087402576
"MED15",0.858464114367962,1.30524417789693,0.395270531827753,1.03308513760567,1.30469486514727,1.27119587361813,1.20733013346389
"SERPIND1",0.0284175146371126,0.0947098446653244,0.403814922679554,0.00377191779035959,0,0,0.0236288843525423
"SNAP29",1.00125553552061,0.563980645638831,0.526948928833008,1.09059375089518,0.718945681055387,0.78163490326781,0.496960126779772
"CRKL",0.377574518322945,0.536459409176035,0.436112566427751,1.09437431580161,1.00824885368347,1.25119309833175,0.604776730046079
"LZTR1",0.327998582273722,0.189088335696687,0,0.274852975740196,0,0.29469305904288,0.216998317998809
"MMP11",0,0.00502103979283191,0,0.00207587336161122,0,0,0.0146952954095763
"CECR2",0.0761838583275676,0.0875345126111457,0.111001670360565,0.0824796391755157,0.0611195961634318,0.0280745029449463,0.0575043623612539
"SMARCB1",0.493574201129377,0.508665341012021,0.0674100789156827,0.52236756025264,1.15964648723602,0.882262590684389,0.330909642979905
"P2RX6",0.0491613019257784,0.0216008250383621,0.0600327578457919,0.0226083247002608,0,0.0272649487382487,0.0207274883180051
"DERL3",0,0,0.153248678554188,0,2.47567071914673,0.0381095440764176,0.0104094230645412
"SLC7A4",0,0,0,0.00773096177148523,0,0,0.00406514035688864
"BCL2L13",0.319614925421774,0.294737839635382,0.0415212159807032,0.871795142289274,0.996009989579519,0.486383622414187,0.268719681493334
"DDTL",0,0.0331800795615988,0,0.0278859112573707,0.17662935256958,0.0637654128827547,0.0728271760247849
"DDT",0.27873370796442,0.334739829631562,0,0.399497407563725,0.855897768338521,0.837253231751291,0.322052798480601
"GSTT2",0,0,0,0.00328285686718011,0,0,0
"OSM",0.121515803039074,0.0709641613858811,2.5308168286627,0.239396237068295,0,0.464102553693872,0.11006796267387
"CABIN1",0.512910278514028,0.190751087158284,0.105690089139071,0.347375049631788,0.79360519250234,0.228114770431268,0.495730995004242
"TBC1D10A",0.554888803511858,0.352278814670887,0,0.404957625714148,0.39831421772639,0.397843898126954,0.426591177969366
"SUSD2",0,0.0495299455967355,0,0.00539752526312881,0,0,0.0192429804721394
"SF3A1",0.658103328198195,0.859323952109256,0.905932372266596,1.03185923536372,0.56291614373525,1.22461104863568,0.724183267536196
"GGT5",0.139890641905367,0.244360624792728,0.0500662380998785,0.077201194089392,0.085110475619634,0.0374610424041748,0.108638978548147
"RNF215",0.293028698302805,0.0839147323623617,0.0393719537691637,0.038674213802037,0.066242378950119,0.067470647786793,0.117141500407377
"SEC14L2",0,0.0584412806845726,0,0.0710838488910509,0.066968568166097,0.0453348944061681,0.187103235882682
"SEC14L3",0,0.0201819919525309,0,0.0209357310896334,0,0,0.00986800362934937
"SPECC1L",0.335196470841765,0.48504845766311,0,0.288329952529499,0.668198192119598,0.379798264879929,0.473223997974718
"PPIL2",1.01323174312711,0.567325839019836,0.338952194560658,0.469179151868968,1.07816780408223,0.531563705519626,0.485016778010774
"UPB1",0.103972205892205,0.103744487813179,0.31826145269654,0.057126345379012,0.0703429659207662,0.114805207440728,0.130771111052584
"YPEL1",0.61275268625468,0.595427434653678,0,0.101276279930372,0.624389988183975,0.203283181315974,0.263477269741329
"SNRPD3",0.910935312509537,0.434878457099833,0.850400260903619,0.99083068587395,1.01028974850972,1.55647076980064,0.569983381496088
"PES1",0,0.0894560167130004,0,0.176350213726115,0.155045628547668,0.0933493767914019,0.0742040255987966
"MAPK1",0.579965803772211,1.21335676756311,0.265671903436834,0.655596136398937,0.181928408145905,0.867032538119115,0.451737370905844
"GGT1",0.137328952550888,0.0117610661273307,0,0.380994702695134,0,0.184368306084683,0.0540847108170793
"PRODH",0,0.0296007027017309,0,0.0164846762181809,0,0.0225802659988403,0.04541632841165
"PPM1F",0.444445511326194,0.529834351324021,0.722671416672793,1.08419199704383,0.319989212354024,1.00776131607984,0.453418333460954
"SLC35E4",0.102646335959435,0.106459069759288,0.0768445838581432,0.0714606854671277,0,0.0261483380669042,0.0631564586549192
"TOP3B",0.559512972831726,0.225129908069651,0,0.258173918409377,0.650084149837494,0.48391401924585,0.218627101545398
"CYTH4",0.941128964535892,1.15945353786996,0.70930491252379,1.97592291809757,2.46202123959859,1.1567397054873,1.00356817346167
"ESS2",0.152364797890186,0.178531966310866,0,0.306796899400883,0.218798621495565,0.287269650321258,0.162240812585161
"CRYBB2P1",0.840222273021936,0.875104960717974,0.937247121875936,0.521857658158178,0.422952689727147,0.696196272969246,0.763653204705868
"MFNG",1.24027394130826,1.26561559546501,0.284974119879983,1.57156040052079,0.701341565450033,1.29012995017202,1.32333713500081
"CARD10",0,0.0224335142906676,0,0,0,0,0
"LRP5L",0.0759931802749634,0.0394954288259466,0,0.107464197537173,0.215082105000814,0.133269708407553,0.0479140387999045
"SLC25A1",0.614808101207018,0.230827349297544,0,0.356687565305218,0,0.460765321003763,0.144988511381923
"GRK3",0.485704371705651,0.33559893895971,1.3193994381211,1.62327800728149,1.2016149242719,1.69285454326554,0.353646706188148
"PLA2G3",0,0,0,0.0048415077769238,0,0,0.001564167480211
"LGALS2",0,0,0,0.759894364739057,0,1.26829609745427,0.00259132385253906
"GGA1",0.623318023048341,0.514544222583162,0.401510561054403,0.966532785838805,0.473722640673319,0.586599215080864,0.603935546750152
"HIRA",0.0523351654410362,0.0844337965579743,0,0.0609962704203884,0.207671284675598,0.0638978983226575,0.0634974809917244
"SH3BP1",0.400479898788035,0.12595093694139,0,0.174721656147367,0.172704601287842,0.127568512370712,0.0876920246594661
"SEZ6L",0,0.00502737215224733,0,0.112787653663144,0,0.609429138271432,0.00340141368073386
"LGALS1",0.213448524475098,0.594309618181371,0,2.0656488430426,0.734768144289653,2.90863303448025,0.384383683913463
"HPS4",0.496245981194079,0.475819250370594,0.44974932345477,0.394718279934818,0.224278450012207,0.337047415638441,0.398228506361311
"PIK3IP1",1.48717405833304,1.12815258699529,0.779712151397358,0.583417565278385,0.371837733189265,0.00995844367303346,2.23131875331337
"Z83844.1",0,0,0,0.0293879890293808,0,0,0.0262916494060207
"SRRD",0.186551397200674,0.145939953783725,0,0.0972121413450063,0.0700710892677307,0.198797716121925,0.113776075094938
"PATZ1",0.230982594192028,0.238339646065489,0,0.116668477654457,0.443248629570007,0.0931788024149443,0.166441189074838
"TRIOBP",0.328171095810831,0.286137507316914,0.316318679939617,0.707500309261106,0.523098796606064,0.65930775749056,0.221825763714072
"TFIP11",0.442549705505371,0.345888293169914,1.59849509325894,0.412425662049596,0.459669399261475,0.636922641804344,0.295359077002551
"GCAT",0.0288732210174203,0.0233149236821114,0.0600327578457919,0.0322718297287544,0.0232155442237854,0.0374820985292134,0.0425228219177272
"GGTLC2",0,0,0,0.0130678943780638,0,0,0.0063148371271185
"CRYBB1",0,0,0,0,0,0,0.00297284126281738
"ANKRD54",0.597212286666036,0.502014377015702,0.243019832806154,0.270481854996077,0.271501481533051,0.467408238272918,0.362469429618402
"EIF3L",2.260343500413,2.01864766258192,2.35162412578409,3.78331743227029,3.28843063116074,4.6018054736288,2.74752966225953
"SNU13",1.51104481704533,1.21400599276766,0.565170894969593,1.51731060658182,1.72665853500366,1.82570371502324,1.31163980300362
"MICALL1",0.246931180823594,0.204493631707861,0.0877710472453724,0.146902066302596,0.18615950345993,0.125831572633041,0.291480094254822
"POLR2F",0.493034413084388,0.574748630021164,1.02809762683782,0.614081165435151,0.283737639586131,0.395175253090106,0.533242643674886
"CCDC134",0.135492842644453,0.132516801357269,0.153248678554188,0.09698054185195,0,0.0979791973766528,0.0625808336444803
"DEPDC5",0.191682750359178,0.214715787704955,0.670024785128507,0.361192831480355,0.28996250629425,0.521780733999453,0.248932539591113
"PICK1",0,0.0688860314957639,0,0.0520912622628005,0,0.135189051690855,0.0778473111020552
"TTC28",0.0908825173974037,0.211876071196921,0.0500662380998785,0.0400336033994367,0.246761294205983,0.0453745573759079,0.0976755938417203
"SLC16A8",0,0,0,0.00416877338234682,0,0,0
"CENPM",0.0139649556949735,0.00574746601125027,0,0.000905167889891204,0.0943615357081095,0,0.0154172617841411
"SEPT3",0,0,0,0.0127006746967387,0,0.0544493198394775,0
"SLC5A1",0,0,0,0.00494610985613758,0,0,0.00370324882301124
"TPTEP1",0.0923213325440884,0.0657658256748889,0.612992546775124,0.161728604517368,0.43623846968015,0.250292029035719,0.0721856862306595
"SLC5A4",0,0,0,0.00616510346624422,0,0.032043689175656,0.0037090717135249
"KDELR3",0.0358466953039169,0.0117453159169948,0,0.0107718898642878,0,0,0.0126154412691658
"CYP2D6",0.0863596871495247,0.0776927965752622,0,0.0401041066239339,0,0,0.079510961070254
"DDX17",3.43107637017965,2.59452946737726,2.09080576896667,2.54365628800407,3.30645631949107,2.95594507926389,2.70444065416987
"DMC1",0.176649890840054,0.213097042859869,0.21322837471962,0.0799368110410175,0.110290996233622,0.0400880481067457,0.180231709778309
"TCF20",0.133815955370665,0.210151503694818,0,0.199164167509316,0.255101283391317,0.0861376225948334,0.183691764924977
"HSCB",0.3179298536852,0.153294966258901,0.221512138843536,0.222554700807755,0.0202900846799215,0.288478805830604,0.221127719044484
"CBY1",0.077782672829926,0.0423641122402029,0,0.0280026767564856,0,0.16748055972551,0.0591306012627241
"TOMM22",0.840996690094471,0.817089153097031,0,1.17726071271467,0.874123056729635,1.84180335073095,0.772114237095859
"RSPH14",0,0,0,0,0,0,0.0104859836198188
"XBP1",1.25923459231853,1.00077357127311,2.06504622372714,0.886018377838668,1.4914887269338,0.449799043567557,0.762256445111455
"RTCB",0.544807852245867,0.570633469743932,0.373116569085555,0.986381283504252,1.0081753830115,1.34398940676137,0.53477232311223
"JOSD1",0.189675939269364,0.507648418558405,0.195886628194289,0.209193178747567,0.0701724072297414,0.647022157907486,0.2545068746483
"FBXO7",1.70303057413548,1.39638811318164,1.28148361498659,1.3232832575992,1.41686280369759,2.4038484927855,1.03612647185454
"GTPBP1",0.748286556452513,0.369890965045767,0.176527229222384,0.672050371499998,0.397831678390503,0.824664155903615,0.387524857457626
"POLDIP3",0.657242756336927,0.606676737678812,0.510664939880371,1.02298066251396,1.26288553873698,1.48599684552142,0.474789540026639
"RAB36",0.168285804800689,0.246614717105602,0.251573031598871,0.0929187741709052,0.215571622053782,0.0802547186613083,0.207194643709305
"TIMP3",0.0113047258928418,0,0,0,0,0,0.0125365233904607
"PPP6R2",0.639994761906564,0.499268290844369,0.758410020308061,0.638423933005481,0.768315513928731,0.656353330925891,0.48410290620617
"SBF1",0.188837792724371,0.327169672922885,0,0.226094890547835,0.953726363182068,0.153370759989086,0.261785591051385
"SUN2",1.21779846958816,1.60628050058446,0.368921323256059,0.972871480521208,0.377013381322225,0.544776685928044,1.36132391379089
"CYB5R3",0.816447084769607,0.727213218174082,0.648194313049316,1.52114483445698,0.956812214851379,1.88189486453408,0.803758619954759
"DNAL4",0.203581150621176,0.0925037378960467,0,0.105310911625068,0,0.159432201009048,0.058695662907652
"MIOX",0.148686862550676,0.155757545632251,0.329814916307276,0.0244500866819243,0.0217351496219635,0.0159353496212708,0.128136989569946
"LMF2",0.200306580401957,0.282209528253434,0.352956186641346,0.507760140281286,0.535496296485265,0.584801452724557,0.395397983692788
"RHBDD3",0.221577693708241,0.214676472100806,0.114881385456432,0.103895557408007,0.198749230305354,0.0794756263494492,0.15216497198452
"PACSIN2",0.312747715041041,0.192149204459596,0,0.568790473275303,0.754895250002543,0.696441314722362,0.151048575009446
"TTLL1",0,0.204202582227423,0,0.117175185347196,0,0.303688588895296,0.0917855840277027
"RASL10A",0,0,0,0,0,0,0.00507677100800179
"AP1B1",0.525557536631823,0.353029805295011,0.139397491108287,1.20644612693639,0.306958989302317,1.72722620948365,0.348102022143635
"HMGXB4",0.104985527694225,0.22809658849493,0,0.48133435697289,0,0.356160736397693,0.282201089287126
