"","CD16..natural.killer.cell","CD16..natural.killer.cell.1","granulocyte","monocyte","plasma.cell","plasmacytoid.dendritic.cell","T.cell"
"COPZ2",0,0,0,0.0175997749989077,0,0,0
"PRKAR2B",0.0716834738850594,0,0,0.0522602208837959,0.252915827433268,0.148054336246691,0.0173983232395069
"MSL3",0.150289889425039,0.372011424379146,0.105690089139071,1.08633140025672,0.858493769168854,1.32193035671585,0.651787470844952
"CREBBP",1.87785978242755,1.71724884243722,1.52619291706519,1.09381144257806,1.40450297196706,0.505105591134021,1.17697207400122
"TSPOAP1",0.298467682674527,0.697089129622946,0,0.0985409157431644,0.105327502886454,0.519922763893479,0.201269573879403
"MPO",0,0,0.311224980787797,0.108585856253316,0.0358243068059285,0,0.00444464651313988
"PON1",0,0,0,0.000697668387282709,0,0,0.0006404287106282
"GCFC2",0.0423008864745498,0.131071224808693,0,0.0474795886078236,0.303371198972066,0.156075310550238,0.183607823139912
"WDR54",0.608839679509401,0.210882440843481,0.147049646485936,0.146791829825929,0.32501224676768,0.344005939991851,0.419416411221027
"CROT",0.0873575154691935,0.0774315754149822,0,0.0644655503471446,0,0.0101270707030045,0.110236510352508
"ABCB4",0,0.0433770646440222,0,0.014443889723061,0,0.108410548222692,0.00499407802079175
"KMT2E",2.53311406541616,2.80473601405925,2.23804300481623,2.38613500654327,2.40309815208117,2.56855482725721,2.79467741855093
"RHBDD2",0.0967903397977352,0.359725479115831,2.0435818975622,0.54174161799576,0.145183102289836,0.686696758395747,0.46559196243415
"SOX8",0,0,0,0,0,0.052423357963562,0.00276637947237169
"IBTK",0.307338120415807,0.30256805331149,0.684653282165527,0.437833106665878,0.271919854482015,0.235970770057879,0.273664619713216
"ZNF195",0.26348864659667,0.388093309516602,0.0667550672184337,0.25007680002947,0.263700453440348,0.19835901260376,0.255574534007826
"MYCBP2",0.707721067592502,0.642907240923415,0.53045502575961,0.99230992016585,1.31276092330615,1.10602263322002,0.975046986945578
"FBXL3",0.042214997112751,0.230069402050465,0.511085163463246,0.148864319328196,0.594315004348755,0.247594428689856,0.177662749991224
"ITGAL",1.99433878809214,3.3783932581861,0.47144061868841,2.24366078206471,0.706268680095673,1.21288442768549,1.99207163555799
"PDK2",0.57310438901186,0.210093437357152,0,0.305590914088006,0.476793237527212,0.933067506865451,0.21904745991971
"ITGA3",0.240575693547726,0.316553005195679,0.280395025556738,0.150527171466662,0.375447585185369,0.0900383301471409,0.263079292830583
"ZFX",0.738183994777501,0.869828404739816,0.951631285927512,1.01343934497108,1.42352925141652,1.22595469339898,0.954537481633393
"LAMP2",0.724097799509764,0.813767499270591,0.77957512031902,2.87378494617361,1.68885356585185,2.49156975275592,0.624549615503968
"ITGA2B",0.0534371118992567,0.0306945566801315,0.892204731702805,0.022422591444128,0.0779675225416819,0.0118294703333001,0.0740973408157761
"ASB4",0.0107032172381878,0.0105144162761404,0.0600327578457919,0.0141887801311771,0,0.00828035018945995,0.00893135872241613
"GDE1",0.316578544676304,0.330229489410177,0.354468410665339,0.946114754362136,0.347997999191284,1.28433694651252,0.296745671694343
"C19orf60",1.14270042348653,1.24762803569753,0.592138523405248,1.11385260248175,1.41356617410978,1.5582257109253,1.21914201845994
"CRLF1",0.0382294505834579,0,0,0.00715568809775832,0,0.0335948561367236,0.0147345004452241
"OSBPL7",0.236516163684428,0.0898619554144271,0,0.0748258771733468,0.027857784430186,0.210524075909665,0.193227352443579
"TMEM98",0.104324050247669,0.0863532474700441,0.212871193885803,0.0531573654239222,0.0596264203389486,0.0203053535599458,0.15054948950136
"YBX2",0,0,0,0,0,0,0.00297206672462257
"MAP3K14",0.238467495888472,0.298725081568069,0.34786394238472,0.353046569117108,0.867197801669439,0.700221716573364,0.242781155536304
"ABCC8",0,0,0,0.00637091390834832,0,0,0.000713157814902228
"TMEM132A",0.0176746770739555,0,0.0415212159807032,0.0918069839107324,0,0.114548443179382,0.00599526493130503
"AP2B1",0.677520915865898,0.948867187220999,0.700768557461825,0.75050197000274,0.646767417589823,1.21726405620575,0.829031238805603
"TAC1",0,0,0,0,0,0,0.000869033868248398
"ZNF263",0.0722711160778999,0.0950978106640755,0,0.100849743955624,0,0.0893355796211644,0.094066456081094
"CX3CL1",0.10818207450211,0.0454583570678183,0.0500662380998785,0.0366223368400372,0.0180945098400116,0.0356116114478362,0.0622265524558119
"SPATA20",0.225749973207712,0.103214218895486,0,0.299154568347872,0.155714861551921,0.297814952699762,0.158579993972907
"CACNA1G",0,0,0,0,0,0,0.000999633847056208
"TNFRSF12A",0,0,0,0.0687208627321705,0,0.0744911306782773,0.00531015637758616
"DLX6",0,0,0,0,0,0,0.00541464170894107
"MAP3K9",0.141212495043874,0.153253569881967,0.297918197783557,0.0708768541768471,0.1227905412515,0.0406424222808135,0.176140332946906
"RALA",0.18143433984369,0.22916482325564,0.0924154845151034,0.512055279768032,0.413352823257446,0.810416845898879,0.247504193718369
"BAIAP2L1",0,0.00422988641769328,0.0420374870300293,0.0574108589880215,0,0,0.0268983000839079
"KDM7A",0.104317419230938,0.125942450888613,0.661855112422596,0.596825820040999,0.315895001093547,0.373612374067307,0.219089837412576
"ETV1",0,0,0,0.00317808078682941,0.239404630661011,0,0.00882468300091254
"AGK",1.83361433167011,0.940951214825853,0.421749981966886,0.200236873041769,1.29493942260742,0.25399786233902,0.685067136867626
"ALDH3B1",0.336702543310821,0.196655606018736,0.254637970165773,1.33714085178716,0.118500852584839,0.859039028224192,0.190495802180187
"TTC22",0.176690045744181,0.258611194947933,0.451995676214045,0.0300611324654603,0,0,0.15692407323702
"PHTF2",0.318325620144606,0.253997769127501,0.793472441759976,0.611904868705673,0.59781809647878,0.481922521402961,0.436929467723176
"FARP2",0.182034691795707,0.161387909600075,0.199856850233945,0.229995262086021,1.2016886472702,0.276628647979937,0.239011075813323
"USH1C",0,0,0,0.0107115173932188,0,0,0.000700265571877763
"GGCT",0.423199959099293,0.198564975185597,0.323400909250433,0.204386775167832,0.582918214797974,0.708366277970766,0.16149632604541
"DBF4",0.355933591723442,0.413636416196823,0.174119570038535,0.145257046689158,0.470924417177836,0.266194509832483,0.294808896933053
"TBXA2R",0.510171372443438,0.430321506204757,0.340086647055366,0.157912310629343,0.189212071895599,0.197296888420456,0.408819556991393
"IFRD1",0.781781982630491,0.520781839781619,0.796290245923129,1.06063836229884,1.18227840264638,1.24267657336436,0.582402914843044
"COX10",0.405653651803732,0.133338183798689,0.175607946786014,0.350275388184171,0.207105986277262,0.48571257606933,0.225265910657676
"GTF2IRD1",0.105828658211976,0.0737158224937764,0.0917019193822687,0.0422790892283369,0.0413043101628621,0,0.0741929467868161
"PAF1",0.4879285171628,0.214656836808996,0,0.440823979536939,0.516121260325114,0.387210751834669,0.337956194217141
"VPS41",0.304299987852573,0.520463135965327,0.785144578326832,0.993694661196715,0.58943452835083,0.691044148645903,0.416019050696412
"ARHGAP44",0,0.049586738677735,0.0500662380998785,0.027296672048776,0,0.00949283493192572,0.0327542725447062
"ELAC2",0.2921560453251,0.509563905761597,0.378389838066968,0.636300882197315,0.292928530772527,0.607845675788428,0.483898136382167
"SCIN",0.341983266174793,0.282310251859908,0.276564558798617,0.0661160364191725,0.143176994721095,0.0555227194961749,0.154023965568961
"ARSD",0.36693418957293,0.294860073702132,0.128317404877056,0.57771572081939,0.293492035071055,0.541787472210432,0.096183753819079
"PNPLA4",0.204754805192351,0,0,0.0806389702773242,0,0.0940358630920711,0.0416508618641544
"MYH13",0,0.0108117651432119,0,0.00458538735875432,0,0,0.00181926158634392
"ADIPOR2",0,0.0341944548677891,0,0.163402198264317,0,0.224089133112054,0.137590007926967
"CDKL3",0.0182092078030109,0.024827241263491,0.0600327578457919,0.0283283245119249,0,0.00781470850894326,0.0492175585917524
"UPP2",0,0.00640761915673601,0,0,0,0,0
"PRSS21",0.115264371037483,0,0.181558587334373,0.0297901366623292,0.264037863413493,0,0.0292193028169709
"MARK4",0.0186118297278881,0.0601459262852973,0.112871885299683,0.119859628980945,0,0.0322543359116504,0.100881976030163
"PROM1",0.0643686279654503,0,0.280519051985307,0,0,0,0.00495383304518622
"CCDC124",0.0702851861715317,0.280297794240586,0,0.404210086749948,0.671533234914144,0.412466793468124,0.209866876940469
"CEACAM21",0.278025388717651,0.148756163551452,0,0.120005699233239,0,0.0292406678199768,0.150971730093698
"PAFAH1B1",0.852328596636653,0.227896653591318,0,0.372319285358701,0.242418738206228,0.417830796618211,0.452308922482503
"NOS2",0,0,0,0.00877399511218811,0,0,0.0017282145248877
"DNAH9",0.0819804659113288,0.0866294953417271,0.1651295829903,0.0597335197818205,0.0417259335517883,0.0456565406761671,0.0765027305564365
"KIAA0100",0.703037233091891,0.359422989665194,0.73237622867931,0.795258578676615,0.568826166788737,0.836421761857836,0.410091696437952
"SLC13A2",0,0,0,0.00110919107191311,0,0,0.00149008067878517
"GAS7",0.223742412403226,0.332832880952257,0,1.4710837130591,0,0.667898025167616,0.153565632652592
"TRAPPC6A",0.514364011585712,0.231615630236078,0,0.325232258864811,0.913385574022929,0.612926527073509,0.312304162213931
"MATK",1.06170444004238,1.13241629904889,0,0.0318702455633175,0,0.0730815718048497,0.391142011111653
"CD79B",0.301231637597084,0.196429938077927,0,0.273152978153703,0.646549812952677,0.230357334017754,0.149072914349066
"SCN4A",0,0,0,0.0161147095401835,0,0.021795978671626,0
"ST7L",0.145557429641485,0.343140029843817,0.132544550028714,0.157125831205652,0.416695483525594,0.210670029254336,0.274841670329506
"TKTL1",0,0.431507971692593,0,0,0,0.0610600396206504,0.0698067218065262
"PAX6",0,0.0481566929436745,0,0.00860557459896396,0,0,0.00619862619284037
"RPUSD1",0.421033777296543,0.19948784848477,0,0.375396178838629,0.134303299585978,0.569978891234649,0.185869031902906
"LUC7L",0.843375731259584,0.940546955199952,0.0446735674684698,0.731497937848109,0.807651627063751,0.491718089109973,0.841789708145567
"CACNA2D2",0.0114843584597111,0.202835575063178,0,0.00411176533432481,0,0.00787281362633956,0.0870871471593509
"BAIAP3",0.154931947588921,0.0812426957678288,0,0.0216804189341409,0,0.0228176807102404,0.0435495447065379
"TSR3",0.158890970051289,0.0600999498620946,0,0.132964034906085,0,0.151756755615536,0.0566011052679371
"PIGQ",0.362115357071161,0.355764885215049,0.603933225978505,0.439590252519394,0.483597850799561,0.314994382230859,0.318630563890612
"CRAMP1",0.551209196448326,0.205273463370952,0,0.13859694983278,0.528938746452332,0.123495390540675,0.105014674083607
"TEAD3",0,0,0,0,0,0,0.0114492970543939
"SELE",0.0378841012716293,0.0374445255766524,0,0,0,0,0.00237488553330705
"DNAJC11",0.424834571778774,0.451346051185689,0,0.335373656257339,0.131013751029968,0.527536163204595,0.290315008243999
"FMO3",0.0284175146371126,0.0634967542075096,0,0.00811140905626072,0,0.00995844367303346,0.0369359843432903
"MYLIP",0.0900002457201481,0.320400978339479,0.299792593175715,0.15541792461961,0,0.0491291143392262,0.322212798450444
"E2F2",0.0621730387210846,0.0635564948650117,0.183758107098666,0.0890355419760905,0.0217351496219635,0.16393936464661,0.0633434985940521
"PSMB1",1.03860275167972,1.71485586147359,0.369213142178275,2.47406608986188,2.17001008987427,3.09774064390283,1.43749266814541
"SYN1",0,0,0,0.00267206724756253,0.0296175082524618,0,0.00709993130451924
"JARID2",0.581639051437378,0.470562234837958,0.802902080795982,0.850802974301095,0.772740719715754,0.849824507769785,0.355306406520508
"CDKL5",0.976727025583386,0.80207932058801,1.29324169050563,0.674107351242015,0.788140896956126,0.665070912555644,0.780263486061547
"CAMK1G",0,0,0,0,0,0,0.000818810591826568
"CDK11A",1.14369283989072,1.13104534878376,0.475035686384548,0.898932706359311,0.696716173489888,0.916061967611313,0.970788593932584
"NADK",0.197561997920275,0.0974831004092034,1.64492698149248,2.21767719830415,0.460696526368459,1.05091374641971,0.141790031500765
"TFAP2B",0,0,0,0,0,0,0.00752430860255216
"TFAP2D",0,0,0,0.00385277500804167,0,0,0
"DLEC1",0.0813414435833693,0.0413953018315295,0,0.0646732425467568,0.0206128974755605,0.16711850934907,0.0985204830564357
"CYTH3",0.332251809537411,0.012915812274243,0.165007970549844,0.07577092269933,0.128750514984131,0.0373779127472325,0.0793800554162747
"ADAM22",0.18239377066493,0.0278653489782455,0,0.0215783485714693,0.229726648330688,0,0.0425576108935717
"SYPL1",0.854563085362315,0.0268305457652883,0.791094492782246,1.22510667959726,0.714610966046651,0.708809221261426,0.501484923306349
"CYB561",0.196177368983626,0.253936572594846,0,0.151372565558146,0.0638080596923828,0.039732879713962,0.313876761254427
"SPAG9",0.477471388876438,0.453762839132167,0.524267998608676,0.450139188294455,0.671647703647614,0.232283501248611,0.280048383087725
"CELSR3",0.0806775689125061,0,0,0.0194977396948737,0,0,0.0585557232031951
"AASS",0.774951447732747,0.559977579624095,0.656942340460691,0.232320270368031,0.608310014009476,0.202920760763319,0.531689689630592
"PLEKHG6",0,0.00431379517342182,0,0.0143492243119649,0,0.0187475587192335,0.0105535674336794
"SS18L2",0.297278419137001,0.363540598686705,0.378669305281206,0.574253403992386,0.614573701222738,0.66981050528978,0.487410217926309
"MPND",0.116215392947197,0,0,0.0259647025084644,0.0232155442237854,0.0781492810500296,0.0216163545444205
"MGST1",0.0661014169454575,0.0885333938801542,0.183731255206195,1.16573633003679,0.257909548282623,0.808248101096404,0.0730584666132927
"CRY1",0.0550366304814816,0.348502665441087,0.0674100789156827,0.187612171313777,0.243850692113241,0.0855321609660199,0.252394890664397
"PGLYRP1",0,0,0,0.166422603848558,0,0,0
"NFIX",0,0,0.151728868484497,0.0229600479143747,0,0,0.00646656308625196
"ST3GAL1",1.27493159845471,0.736314289747401,2.0641291168603,0.900714201956802,0.595872390270233,0.339378863573074,1.20020222853164
"MMP25",0.14225010573864,0.0610523629695811,0.219826915047385,0.0927368889314047,0,0.00942612478607579,0.0201110402474532
"IL32",1.06462813168764,1.46286478670354,0,0.0523201307709913,0,0.00892416270155656,2.50673640084428
"PKD1",0.329619698226452,0.403859902886634,0.147259495475075,0.23452915043009,0.536457532644272,0.473073207234081,0.396196632258393
"MAPK8IP2",0.118536430411041,0.0752229303755659,0.0435915914448825,0.0494034415724115,0.0630928456783295,0,0.0973054529444591
"MED24",0.063726014457643,0.516054839212844,0,0.294559933291459,0.254037809371948,0.835429304524472,0.312779370353029
"RHOBTB2",0.162005964666605,0.0785797742453027,0,0.0564753455775125,0.0539817094802856,0,0.0604570039623492
"HEATR5B",0.79502069298178,0.673461830362361,0.289221026680686,0.538827726004287,0.352346690495809,1.34221309737155,0.681576588548519
"SEC62",0.849834460765123,1.11333395889465,0.653977047313343,1.33935161277374,1.92055052916209,1.34052641768205,1.21088764578909
"RPS20",2.93384264595807,3.06207939411731,1.59293375232003,2.74237061416881,3.35468432108561,3.50243892795161,3.82706809003611
"CSDE1",1.69507541880012,1.72636702498223,0.701683911410245,3.07028756943178,3.16244387626648,3.35613466407123,2.08041336051113
"UBE3C",0.065044267103076,0.253224519973106,0.152522886341268,0.353670133196789,0.519292239348094,0.471750839760429,0.266761735927414
"REV3L",1.64027886092663,1.33164463176372,2.15232266282493,1.1234750785888,1.33536705970764,1.34875153789395,1.38809291037504
"TENM1",0.338984157890081,0.200549758495168,0,0.0391039459601693,0,0,0.312162054752981
"PAX7",0,0,0,0,0,0,0.00142086257000227
"MASP2",0.0153740029782057,0.00565161603562375,0,0.0459089253259742,0.0186217029889425,0,0.0303937569260597
"IYD",0.270585135556757,0.408690877417301,0.335315352136439,0.154826147100015,0.237989417711894,0.189377064767637,0.321364595944918
"FAM76A",0.791776522994041,0.592744622775849,0.18431282043457,0.670400699658424,0.608015044530233,0.849829945125078,0.432519944173259
"TRAF3IP3",2.06502886489034,2.20917809009552,1.40163354982029,2.03174241349934,1.34669915835063,2.19491229402392,2.47605285729105
"POMT2",0.0876496890559793,0.107005065108867,0.0446735674684698,0.0726450984800084,0.0186217029889425,0.0520988875313809,0.109577708630948
"VTA1",0.321524773724377,0.695252154418763,0.547278583049774,1.14674980540453,1.33450331687927,0.949400746508648,0.784336738660932
"MLXIPL",0.247251433320343,0.15466793420467,0.224966065450148,0.0911248028046966,0.0229648331801097,0.0602009163091057,0.223120729725909
"BAZ1B",0.226863235235214,0.262407227082455,0.0301489342342724,0.436011996791229,0.569067589441935,0.45741053553004,0.397413239829444
"RANBP9",0.0146804247051477,0.283260373993123,0,0.324542878299766,0.185608736673991,0.497401296308166,0.350309476860472
"ETV7",0,0,0,0.0743508927570367,0,0,0.0250081702261358
"SPRTN",0.264624562114477,0.209985869996091,0,0.240546102109163,0.0202900846799215,0.14012590834969,0.195201011364524
"METTL13",0.0318589694797993,0.122291128686134,0,0.209357403079915,0.795525169372559,0.299894094467163,0.162500770309487
"DYRK4",0,0.0995822231820289,0,0.179439048219171,0.367043077945709,0.293019721382543,0.126755228235915
"ZNF207",2.19891977123916,1.83064057884064,1.81181272864342,2.53229756523734,2.05364045699437,2.76515811368039,1.87887538045242
"UQCRC1",0.908060543239117,1.24535720652722,0.289221026680686,2.56964301461389,1.47754395802816,2.68814079541909,0.778452603116229
"STARD3NL",0.772146193310618,0.713115697528454,1.26558585600419,0.955785533193476,0.232407522201538,0.46942412382678,0.246422528958804
"CD9",0,0.0349987872103427,3.5924530246041,0.0984583343408123,0,0,0.00962425228711721
"HHATL",0,0.00987836464922479,0,0.00305098998620643,0.084919007619222,0,0
"NCAPD2",0.367645964026451,0.276143026795793,0.0420374870300293,0.21861891818713,0.358395135402679,0.570357509349522,0.23691668131867
"IFFO1",0.636046290397644,0.664101684347112,0.107677692716772,1.30351280314582,0.492734130223592,0.706845451342432,0.47381630509689
"GIPR",0.0754775553941727,0.315511476803333,0.0650040642781691,0.0447759889760373,0.0448060929775238,0.787116348743439,0.188223641788637
"PHF7",0.0918505564332008,0.123221605065021,0,0.0922315587168154,0.376694901784261,0.0739937644255789,0.0788868746242008
"SEMA3G",0,0,0,0.00447847717297003,0,0,0.00507498315057239
