"","acinar.cell","not.available","pancreatic.A.cell","pancreatic.D.cell","pancreatic.ductal.cell","type.B.pancreatic.cell"
"RHBDD2",0.306770392183988,1.30797147393227,2.06337943220777,1.19171236690722,1.31635416929538,2.24296124261103
"SOX8",0.00882120346123317,0,0,0,0.0432598150693453,0
"IBTK",1.72698288706114,0.792909435033798,1.12133363135425,0.454905233885113,0.434994863088314,1.18803649478488
"ZNF195",0.544161519070841,0.792768140137196,0.525760292341667,0.043894372488323,0.544907155403724,0.416203344677701
"MYCBP2",1.05699399647848,0.843378845751286,0.621603405635272,0.234443557105566,0.368708478487455,0.831833920177118
"FBXL3",0.269012501779592,0.949445674419403,0.329693246499768,0.380932497350793,0.389054477444062,0.449774675715117
"ITGAL",0.00425287293937971,0.00527244508266449,0.0385218058446688,0.203053706570676,0.0151987057465773,0.0282974313070745
"PDK2",0.098656676147344,0.12477962076664,0.154175535509629,0.0374611984742315,0.259750182124285,0.172586919716847
"ITGA3",0.088278240612093,0.274102818369865,0.316081541058208,0.100038063369299,0.714154152228282,0.24827163602099
"ZFX",0.404620851126482,0.29269697368145,0.36243041598105,0.167140684629741,0.679686882404181,0.356655128208207
"LAMP2",2.00025051326122,1.94620937049389,2.26946479321591,1.62140918013297,2.40567739009857,1.47771819542955
"ITGA2B",0.003388541768182,0,0.0108651986478695,0.0342710504406377,0.0138916996809152,0.0144507781958874
"ASB4",0.0236254886917348,0.159080580472946,0.0511239345983735,0.392624743674931,0.00455875442578242,0.150885549592383
"GDE1",1.68687607432311,0.807367978692055,0.824278581820961,0.45133049864518,1.16693643423227,0.742384573743667
"C19orf60",0.0962146669626236,0.211877233684063,0.357965718090002,0.154282274214845,0.825949115019578,0.431008911657113
"CRLF1",0.0112762988175986,0,0.0136743624295507,0,0,0.0276450691399751
"OSBPL7",0.0283163468230445,0.0229038190841675,0.0678359562797206,0,0.0921181935530443,0.0405802057113177
"TMEM98",0.83327968615406,0.109622272849083,0.0756603472733072,0.440869046669257,0.62866241473418,0.196565528894648
"MAP3K14",0.0774695922462445,0.131084546744823,0.261364676457431,0.0178770344508322,0.211181646585464,0.173159063414291
"ABCC8",0.00213469466510809,1.63366777658463,2.42610487568059,2.5936854842462,0,3.52937604910062
"TMEM132A",0.00384573385400592,0.0287423938512802,0.0437104522383639,0.0536286548564309,0.191467335820198,0.094604367091332
